ONSConstID,ConstituencyName,RegNationID,RegNationName,Con_num,Con_pc / Electric only,Con_pc / Mains gas only,Con_pc / No central heating,Con_pc / Oil only,Con_pc / Other,Con_pc / Tank or bottled gas only,Con_pc / Two or more types of central heating
E14001265,Hampstead & Highgate,E12000007,London,4367,0.107721891,0.671763065,0.025224342,0.003261443,0.102914561,0.006786818,0.082327879
E14001266,"Harborough, Oadby & Wigston",E12000004,East Midlands,3297,0.053671145,0.829891,0.008022629,0.012460679,0.011290205,0.004267356,0.080396986
E14001267,Harlow,E12000006,East of England,3788,0.078771074,0.769121562,0.010891748,0.023358474,0.025022183,0.008806566,0.084028394
E14001268,Harpenden & Berkhamsted,E12000006,East of England,3228,0.057878064,0.804035106,0.006595347,0.025264853,0.014385127,0.008023473,0.083818031
E14001269,Harrogate & Knaresborough,E12000003,Yorkshire and The Humber,4014,0.062150031,0.798440139,0.010887921,0.018553906,0.010621278,0.010154653,0.089192072
E14001270,Harrow East,E12000007,London,2989,0.071049103,0.803667217,0.012507737,0.000361048,0.028651743,0.006679389,0.077083763
E14001271,Harrow West,E12000007,London,3535,0.112292359,0.746938776,0.018011391,0.000783104,0.032724252,0.005363075,0.083887043
E14001272,Hartlepool,E12000001,North East,3902,0.046078671,0.8224774,0.008355729,0.002931835,0.020327388,0.00449548,0.095333496
E14001273,Harwich & North Essex,E12000006,East of England,4101,0.083964376,0.671786446,0.011501643,0.107253417,0.016954803,0.010882507,0.097656808
E14001274,Hastings & Rye,E12000008,South East,4163,0.105357409,0.74965357,0.021894387,0.011895879,0.016116997,0.006331678,0.08875008
E14001275,Havant,E12000008,South East,3707,0.069841036,0.803257776,0.017711706,0.001717201,0.010744775,0.005789422,0.090938083
E14001276,Hayes & Harlington,E12000007,London,3678,0.130578712,0.710933913,0.020707986,0.000990697,0.039458741,0.00845717,0.08887278
E14001277,Hazel Grove,E12000002,North West,3167,0.0505685,0.843571202,0.010542205,0.004017238,0.010225696,0.003968544,0.077106615
E14001278,Hemel Hempstead,E12000006,East of England,3381,0.094809044,0.78779695,0.011806319,0.004015104,0.015367334,0.005401271,0.080803977
E14001279,Hendon,E12000007,London,3826,0.182983756,0.641542707,0.02284185,0.000601647,0.065994481,0.006659613,0.079375947
E14001280,Henley & Thame,E12000008,South East,4007,0.076668954,0.676018399,0.007699931,0.094787934,0.02030444,0.022693197,0.101827145
E14001281,Hereford & South Herefordshire,E12000005,West Midlands,5023,0.084535649,0.602908904,0.01799972,0.123873558,0.024256432,0.029159079,0.117266657
E14001282,Herne Bay & Sandwich,E12000008,South East,3938,0.073408257,0.771052085,0.013084716,0.021577089,0.013246256,0.016753975,0.090877622
E14001283,Hertford & Stortford,E12000006,East of England,3527,0.113603981,0.76161936,0.011783331,0.017527988,0.010516793,0.005179238,0.079769309
E14001284,Hertsmere,E12000006,East of England,3211,0.085455412,0.797854077,0.010300429,0.005865522,0.017000477,0.006962327,0.076561755
E14001285,Hexham,E12000001,North East,5257,0.044218428,0.603656617,0.008524034,0.141445696,0.046688461,0.028163216,0.127303548
E14001286,Heywood & Middleton North,E12000002,North West,3702,0.047788035,0.826279823,0.01268433,0.002973265,0.01618511,0.005323103,0.088766335
E14001287,High Peak,E12000004,East Midlands,4408,0.048192476,0.792294109,0.011036445,0.017952617,0.014690734,0.007725511,0.108108108
E14001288,Hinckley & Bosworth,E12000004,East Midlands,3828,0.05840898,0.773808135,0.00910088,0.038807085,0.017385014,0.013161272,0.089328635
E14001289,Hitchin,E12000006,East of England,3574,0.077217519,0.775512207,0.010011042,0.026352595,0.012121212,0.011090664,0.087694761
E14001290,Holborn & St Pancras,E12000007,London,3978,0.142395533,0.600553931,0.029367155,0.003275229,0.127953751,0.009012376,0.087442024
E14001291,Honiton & Sidmouth,E12000009,South West,4655,0.096003686,0.615597265,0.017750618,0.11118386,0.028347641,0.018235608,0.112881323
E14001292,Hornchurch & Upminster,E12000007,London,3151,0.057051618,0.829035794,0.013226252,0.001644345,0.018993375,0.004956866,0.07509175
E14001293,Hornsey & Friern Barnet,E12000007,London,3462,0.092019469,0.774749747,0.019561025,0.00043622,0.029134907,0.004614749,0.079483883
E14001294,Horsham,E12000008,South East,3875,0.098448935,0.687117412,0.010079624,0.075275003,0.019860082,0.020044185,0.08917476
E14001295,Houghton & Sunderland South,E12000001,North East,5286,0.030886482,0.809154522,0.006239693,0.002562731,0.029059143,0.004300931,0.117796497
E14001296,Hove & Portslade,E12000008,South East,3271,0.115018124,0.75696208,0.023659135,0.002365913,0.028759957,0.00223568,0.07099911
E14001297,Huddersfield,E12000003,Yorkshire and The Humber,4410,0.0698353,0.782280725,0.023840401,0.001296849,0.023019064,0.004409285,0.095318376
E14001298,Huntingdon,E12000006,East of England,4014,0.075010406,0.724187789,0.010800272,0.071899577,0.017372445,0.012793831,0.08793568
E14001299,Hyndburn,E12000002,North West,3671,0.039481631,0.824131857,0.018168093,0.0032461,0.017966784,0.004630096,0.09237544
E14001300,Ilford North,E12000007,London,3017,0.07008639,0.805019355,0.018021482,0.000871594,0.023481761,0.005178292,0.077341126
E14001301,Ilford South,E12000007,London,3311,0.125062581,0.726794833,0.024782217,0.000876139,0.033693802,0.00590768,0.082882748
E14001302,Ipswich,E12000006,East of England,3485,0.155446086,0.731091245,0.018062397,0.001966389,0.018528655,0.004257131,0.070648097
E14001303,Isle of Wight East,E12000008,South East,3000,0.105382935,0.753428814,0.022757616,0.009012016,0.010984343,0.007403811,0.091030465
E14001304,Isle of Wight West,E12000008,South East,3302,0.10863142,0.665996102,0.023951719,0.044382976,0.032847174,0.020399824,0.103790784
E14001305,Islington North,E12000007,London,4349,0.123340249,0.699834025,0.022510373,0.000788382,0.05439834,0.008900415,0.090228216
E14001306,Islington South & Finsbury,E12000007,London,4788,0.156333563,0.629096952,0.026319811,0.001317901,0.086637635,0.008843304,0.091450837
E14001307,Jarrow & Gateshead East,E12000001,North East,4701,0.045273562,0.808834551,0.007588533,0.000936856,0.023585348,0.003677159,0.110103991
E14001308,Keighley & Ilkley,E12000003,Yorkshire and The Humber,3921,0.061718955,0.793744474,0.019736685,0.008124059,0.015818021,0.007168287,0.093689518
E14001309,Kenilworth & Southam,E12000005,West Midlands,4074,0.081382357,0.639149865,0.009496724,0.106012899,0.027017419,0.033492458,0.103448276
E14001310,Kensington & Bayswater,E12000007,London,5828,0.150250524,0.623525269,0.036498103,0.005250604,0.082921129,0.008260097,0.093294274
E14001311,Kettering,E12000004,East Midlands,4139,0.059574837,0.798393731,0.010867212,0.02277352,0.012750574,0.006039745,0.089600381
E14001312,Kingston & Surbiton,E12000007,London,3281,0.10762322,0.782190581,0.018992333,0.00067908,0.013975904,0.004665936,0.071872946
E14001313,Kingston upon Hull East,E12000003,Yorkshire and The Humber,3937,0.0497082,0.823194132,0.015486977,0.000227082,0.016849467,0.005132048,0.089402094
E14001314,Kingston upon Hull North & Cottingham,E12000003,Yorkshire and The Humber,4309,0.061697495,0.809799972,0.017174369,0.001648251,0.017052276,0.004944753,0.087682885
E14001315,Kingston upon Hull West & Haltemprice,E12000003,Yorkshire and The Humber,3852,0.083993029,0.796715873,0.016042668,0.002477794,0.015895681,0.003989669,0.080885287
E14001316,Kingswinford & South Staffordshire,E12000005,West Midlands,3130,0.039186056,0.827596988,0.010369714,0.015294026,0.009353586,0.016648863,0.081550767
E14001317,Knowsley,E12000002,North West,3140,0.045592629,0.82873506,0.015861554,0.001469124,0.024228088,0.005926295,0.078187251
E14001318,Lancaster & Wyre,E12000002,North West,3724,0.081884336,0.726694753,0.016877314,0.041925188,0.016034725,0.021498787,0.095084897
E14001319,Leeds Central & Headingley,E12000003,Yorkshire and The Humber,3106,0.211132729,0.65899386,0.02744018,0.000909619,0.017434368,0.005609319,0.078479925
E14001320,Leeds East,E12000003,Yorkshire and The Humber,3811,0.086604226,0.783641908,0.02206491,0.001459377,0.018470921,0.004748421,0.083010237
E14001321,Leeds North East,E12000003,Yorkshire and The Humber,3069,0.090627807,0.798283262,0.017017666,0.000923246,0.013075157,0.003493363,0.076579499
E14001322,Leeds North West,E12000003,Yorkshire and The Humber,3182,0.054489735,0.833540961,0.013927646,0.003762208,0.009118995,0.005880008,0.079280446
E14001323,Leeds South,E12000003,Yorkshire and The Humber,4540,0.193680908,0.642907828,0.034079026,0.000466836,0.039363609,0.00472438,0.084777413
E14001324,Leeds South West & Morley,E12000003,Yorkshire and The Humber,3340,0.057494964,0.829482166,0.019670577,0.000853182,0.010380377,0.002962436,0.079156298
E14001325,Leeds West & Pudsey,E12000003,Yorkshire and The Humber,3461,0.100459099,0.77813963,0.02349775,0.000565393,0.01659995,0.002465115,0.078273062
E14001326,Leicester East,E12000004,East Midlands,3645,0.06725735,0.782294603,0.016461941,0.000604108,0.036145791,0.005487314,0.091748892
E14001327,Leicester South,E12000004,East Midlands,3278,0.162350598,0.673381474,0.021190239,0.000473108,0.055951195,0.00502988,0.081623506
E14001328,Leicester West,E12000004,East Midlands,4062,0.10126529,0.760184425,0.019179351,0.000126318,0.028505863,0.005221163,0.08551759
E14001329,Leigh & Atherton,E12000002,North West,4060,0.055915552,0.830100334,0.011371237,0.001505017,0.012102843,0.004138796,0.084866221
E14001330,Lewes,E12000008,South East,3853,0.077646107,0.748286693,0.011826575,0.045521607,0.014943842,0.010089473,0.091685703
E14001331,Lewisham East,E12000007,London,4261,0.089757793,0.759400456,0.022026719,0.000738568,0.030346476,0.005169979,0.092560009
E14001332,Lewisham North,E12000007,London,4490,0.16978244,0.631780889,0.027592963,0.000836769,0.072329483,0.006041063,0.091636393
E14001333,Lewisham West & East Dulwich,E12000007,London,3580,0.069731279,0.792944264,0.020482045,0.000534525,0.024855435,0.004470577,0.086981875
E14001334,Leyton & Wanstead,E12000007,London,3452,0.102698038,0.761991279,0.022960574,0.000499637,0.028797238,0.004655705,0.078397529
E14001335,Lichfield,E12000005,West Midlands,3645,0.055006816,0.78767369,0.009207663,0.031497381,0.01401478,0.015425825,0.087173845
E14001336,Lincoln,E12000004,East Midlands,3761,0.075614916,0.813057364,0.011282094,0.003919698,0.013625617,0.004500394,0.077999917
E14001337,Liverpool Garston,E12000002,North West,2911,0.053631695,0.840914649,0.016091954,0.000366838,0.0144045,0.003399364,0.071191
E14001338,Liverpool Riverside,E12000002,North West,3673,0.237027662,0.625665441,0.02844573,0.000964262,0.02844573,0.005665039,0.073786135
E14001339,Liverpool Walton,E12000002,North West,3199,0.03965085,0.840932306,0.021287956,0.000255363,0.018571827,0.005037608,0.074264091
E14001340,Liverpool Wavertree,E12000002,North West,3367,0.072301967,0.800245013,0.024801794,0.000693433,0.019601045,0.00453043,0.077826318
E14001341,Liverpool West Derby,E12000002,North West,3242,0.042585479,0.83565704,0.021814388,0.000237113,0.017830891,0.005003082,0.076872006
E14001342,Loughborough,E12000004,East Midlands,3369,0.0625,0.816946138,0.011534553,0.005945122,0.012449187,0.005030488,0.085594512
E14001343,Louth & Horncastle,E12000004,East Midlands,4764,0.060735496,0.5694381,0.012174509,0.185975331,0.033234354,0.0296254,0.108816811
E14001344,Lowestoft,E12000006,East of England,3772,0.073867221,0.774636039,0.016007291,0.026055663,0.013576987,0.007711542,0.088145257
E14001345,Luton North,E12000006,East of England,3422,0.066354977,0.806310473,0.014651099,0.000700053,0.018701403,0.007725579,0.085556417
E14001346,Luton South & South Bedfordshire,E12000006,East of England,3743,0.147111773,0.701353544,0.020136466,0.009134754,0.028737804,0.010334941,0.083190719
E14001347,Macclesfield,E12000002,North West,4061,0.061879865,0.7811084,0.009387708,0.030091786,0.012013477,0.011153712,0.094365052
E14001348,Maidenhead,E12000008,South East,3525,0.077496882,0.769380217,0.009114458,0.031252998,0.014319294,0.013887556,0.084548594
E14001349,Maidstone & Malling,E12000008,South East,3548,0.104923161,0.775216465,0.01289723,0.008250601,0.012466567,0.005825287,0.08042069
E14001350,Makerfield,E12000002,North West,3577,0.035420851,0.85893281,0.008490049,0.001551944,0.010544093,0.003423407,0.081636845
E14001351,Maldon,E12000006,East of England,3931,0.08297852,0.66684208,0.011792566,0.100200928,0.016887528,0.027268813,0.094029565
E14001352,Manchester Central,E12000002,North West,3838,0.344598084,0.517011877,0.030447339,0.00131964,0.028439191,0.004781303,0.073402567
E14001353,Manchester Rusholme,E12000002,North West,3639,0.219243657,0.606563481,0.02678049,0.00079783,0.044040211,0.005797564,0.096776767
E14001354,Manchester Withington,E12000002,North West,3001,0.137693449,0.747244011,0.015899936,0.000821497,0.015952936,0.002861989,0.079526182
E14001355,Mansfield,E12000004,East Midlands,3674,0.035592224,0.843328907,0.007444979,0.00248166,0.02640573,0.004767399,0.079979102
E14001356,Melksham & Devizes,E12000009,South West,4292,0.114675498,0.620854135,0.01010825,0.115466364,0.020315358,0.012505561,0.106074836
E14001357,Melton & Syston,E12000004,East Midlands,4010,0.045168511,0.765203333,0.010172864,0.05695809,0.013306803,0.009451561,0.099738838
E14001358,Meriden & Solihull East,E12000005,West Midlands,3400,0.063834922,0.792759744,0.0103777,0.01394956,0.026813081,0.010208761,0.082056233
E14001359,Mid Bedfordshire,E12000006,East of England,3541,0.06166521,0.757333666,0.008313569,0.050655349,0.01782549,0.015803271,0.088403445
E14001360,Mid Buckinghamshire,E12000008,South East,3994,0.05449013,0.660862228,0.006724967,0.126930551,0.0201749,0.028689782,0.102127442
E14001361,Mid Cheshire,E12000002,North West,3556,0.043333498,0.827751196,0.010777882,0.010013318,0.012874266,0.007546984,0.087702856
E14001362,Mid Derbyshire,E12000004,East Midlands,3324,0.037110996,0.843801867,0.011514523,0.00969917,0.008195021,0.003475104,0.08620332
E14001363,Mid Dorset & North Poole,E12000009,South West,3775,0.054215529,0.785261079,0.009825947,0.031749167,0.013553882,0.012196025,0.093198371
E14001364,Mid Leicestershire,E12000004,East Midlands,3524,0.03207227,0.857419401,0.006835074,0.005042659,0.009368353,0.005042659,0.084219583
E14001365,Mid Norfolk,E12000006,East of England,4777,0.096511257,0.421595345,0.009746876,0.294591343,0.043234883,0.017038619,0.117281677
E14001366,Mid Sussex,E12000008,South East,3322,0.076390757,0.783274239,0.008142805,0.031373028,0.011859641,0.007727106,0.081232425
E14001367,Middlesbrough & Thornaby East,E12000001,North East,4647,0.073431878,0.781069834,0.014608349,0.000606875,0.024470068,0.005093415,0.10071958
E14001368,Middlesbrough South & East Cleveland,E12000001,North East,3905,0.036011215,0.823332927,0.007997074,0.012970864,0.018188468,0.006290382,0.09520907
E14001369,Milton Keynes Central,E12000008,South East,4433,0.109246281,0.749374974,0.012643961,0.002664044,0.027439649,0.007787204,0.090843887
E14001370,Milton Keynes North,E12000008,South East,3958,0.067909585,0.778562117,0.010699265,0.021103377,0.015347911,0.009026736,0.09735101
E14001371,Mitcham & Morden,E12000007,London,3668,0.090645428,0.773955335,0.022064565,0.000669299,0.024764072,0.006068313,0.081832988
E14001372,Morecambe & Lunesdale,E12000002,North West,4612,0.055833979,0.751856577,0.01690282,0.037974395,0.016583899,0.015786596,0.105061734
E14001373,New Forest East,E12000008,South East,4006,0.055929677,0.768236262,0.011823369,0.031743176,0.013725389,0.015576004,0.102966123
E14001374,New Forest West,E12000008,South East,3979,0.075585907,0.741191991,0.010786901,0.041362719,0.013761705,0.014382534,0.102928243
E14001375,Newark,E12000004,East Midlands,4578,0.057177402,0.659353704,0.008595296,0.126137613,0.028907452,0.019191031,0.100637503
E14001376,Newbury,E12000008,South East,3514,0.141922141,0.621484185,0.011313869,0.095498783,0.031021898,0.013260341,0.085498783
E14001377,Newcastle upon Tyne Central & West,E12000001,North East,5239,0.118021738,0.721239628,0.014219487,0.00046749,0.040184659,0.003817835,0.102049164
E14001378,Newcastle upon Tyne East & Wallsend,E12000001,North East,4973,0.078485451,0.760741514,0.011465495,0.000374303,0.047063691,0.003900632,0.097968913
E14001379,Newcastle upon Tyne North,E12000001,North East,3850,0.079022322,0.808107571,0.008014837,0.001126052,0.015941357,0.00278201,0.085005851
E14001380,Newcastle-under-Lyme,E12000005,West Midlands,3539,0.05250555,0.820782719,0.009453493,0.008106558,0.014741463,0.006136041,0.088274176
E14001381,Newton Abbot,E12000009,South West,3920,0.099879431,0.725440077,0.020472631,0.032288401,0.013262599,0.014130697,0.094526163
E14001382,Newton Aycliffe & Spennymoor,E12000001,North East,4713,0.024314573,0.826879323,0.00533174,0.011559764,0.01838531,0.005216832,0.108312458
E14001383,Normanton & Hemsworth,E12000003,Yorkshire and The Humber,4203,0.031615846,0.830258634,0.007347819,0.004876076,0.026200481,0.005258072,0.094443071
E14001384,North Bedfordshire,E12000006,East of England,4164,0.06291962,0.706312943,0.009627937,0.087607236,0.018906192,0.017554084,0.097071988
E14001385,North Cornwall,E12000009,South West,6096,0.153418179,0.40941651,0.033266106,0.178501055,0.040104782,0.043976169,0.141317199
E14001386,North Cotswolds,E12000009,South West,4938,0.076431378,0.594662488,0.010371586,0.143908869,0.025717555,0.026090633,0.12281749
E14001387,North Devon,E12000009,South West,5362,0.091418386,0.609046925,0.024237794,0.100840336,0.03030303,0.020024539,0.12412899
E14001388,North Dorset,E12000009,South West,4822,0.082641745,0.606056075,0.012984424,0.137021807,0.024897196,0.016224299,0.120174455
E14001389,North Durham,E12000001,North East,4537,0.027188133,0.832275385,0.005824403,0.00953291,0.017200191,0.004755079,0.103223898
E14001390,North East Cambridgeshire,E12000006,East of England,3574,0.079667899,0.680466393,0.011092711,0.102624595,0.025542726,0.019531339,0.081074337
E14001391,North East Derbyshire,E12000004,East Midlands,3634,0.022865634,0.837471837,0.006016011,0.015099947,0.021858971,0.009587268,0.087100331
E14001392,North East Hampshire,E12000008,South East,3666,0.061784618,0.778895329,0.006064001,0.035775169,0.014636403,0.013564853,0.089279626
E14001393,North East Hertfordshire,E12000006,East of England,3881,0.100934839,0.681807664,0.009649204,0.084343762,0.019043873,0.014415957,0.089804702
E14001394,North East Somerset & Hanham,E12000009,South West,3620,0.056948706,0.769365349,0.008925176,0.050305535,0.012880651,0.009787266,0.091787317
E14001395,North Herefordshire,E12000005,West Midlands,6222,0.077742492,0.466229902,0.01937936,0.202120477,0.037858518,0.041084244,0.155585007
E14001396,North Norfolk,E12000006,East of England,5143,0.112619419,0.438584519,0.017011113,0.246441802,0.035387015,0.024614935,0.125341197
E14001397,North Northumberland,E12000001,North East,5300,0.061201032,0.635890218,0.008374384,0.107482993,0.037907577,0.024818203,0.124325592
E14001398,North Shropshire,E12000005,West Midlands,5291,0.061101015,0.585957809,0.01159447,0.165566266,0.028641101,0.025420415,0.121718926
E14001399,North Somerset,E12000009,South West,3602,0.074256576,0.749944841,0.007697776,0.051138732,0.016032948,0.012625334,0.088303793
E14001400,North Warwickshire & Bedworth,E12000005,West Midlands,3485,0.066122821,0.784226794,0.011451155,0.01945683,0.019279489,0.011172477,0.088290434
E14001401,North West Cambridgeshire,E12000006,East of England,4087,0.072355065,0.745859777,0.009423681,0.056178815,0.019232002,0.009616001,0.087334658
E14001402,North West Essex,E12000006,East of England,4388,0.076503887,0.622906537,0.009113758,0.151551453,0.020599911,0.016254434,0.103070021
E14001403,North West Hampshire,E12000008,South East,4338,0.072282147,0.702233362,0.008996106,0.088484089,0.01926778,0.011659133,0.097077384
E14001404,North West Leicestershire,E12000004,East Midlands,3821,0.04927997,0.788222368,0.00748083,0.027538807,0.023798392,0.014353843,0.08932579
E14001405,North West Norfolk,E12000006,East of England,4487,0.11926686,0.517692712,0.012080154,0.201262826,0.032864159,0.018460054,0.098373235
E14001406,Northampton North,E12000004,East Midlands,4412,0.105924424,0.757706724,0.018511436,0.00372906,0.024726536,0.00502945,0.084372371
E14001407,Northampton South,E12000004,East Midlands,3744,0.067718211,0.800268283,0.012928443,0.005620056,0.018964799,0.007909709,0.086590499
E14001408,Norwich North,E12000006,East of England,3445,0.062916892,0.812916892,0.01216874,0.010050478,0.020213629,0.004101316,0.077632053
E14001409,Norwich South,E12000006,East of England,3639,0.118286174,0.74426042,0.014444256,0.003494578,0.03841918,0.00402406,0.077071332
E14001410,Nottingham East,E12000004,East Midlands,4164,0.174937522,0.63069912,0.021462923,0.000756033,0.077808346,0.006888296,0.08744776
E14001411,Nottingham North & Kimberley,E12000004,East Midlands,4589,0.052028672,0.804591028,0.012169797,0.000692227,0.02056584,0.007480517,0.10247192
E14001412,Nottingham South,E12000004,East Midlands,3543,0.085676514,0.780393553,0.013423501,0.000406773,0.023643667,0.006381248,0.090074744
E14001413,Nuneaton,E12000005,West Midlands,3447,0.063896315,0.817190185,0.010860225,0.003771243,0.017424098,0.004582776,0.082275158
E14001414,Old Bexley & Sidcup,E12000007,London,2809,0.072162353,0.825939168,0.013873502,0.000503575,0.013797966,0.002996274,0.070727163
E14001415,Oldham East & Saddleworth,E12000002,North West,3969,0.05088197,0.807718717,0.011270273,0.004545993,0.026257843,0.005351012,0.093974192
E14001416,"Oldham West, Chadderton & Royton",E12000002,North West,3928,0.054906316,0.797831756,0.012386517,0.001617732,0.034262121,0.004152984,0.094842573
E14001417,Orpington,E12000007,London,2935,0.050952818,0.843906043,0.011438908,0.003770509,0.010878427,0.004280037,0.07477326
E14001418,Ossett & Denby Dale,E12000003,Yorkshire and The Humber,3654,0.03827432,0.832991525,0.011119073,0.007190334,0.014899558,0.005238319,0.090286872
E14001419,Oxford East,E12000008,South East,3369,0.111784687,0.765462094,0.015945653,0.00134453,0.019554654,0.006439591,0.079468793
E14001420,Oxford West & Abingdon,E12000008,South East,2865,0.106213475,0.771508687,0.013496161,0.010141775,0.014675437,0.008883881,0.075080584
E14001421,Peckham,E12000007,London,4354,0.143078756,0.54915803,0.03122822,0.001056678,0.166415612,0.011173812,0.097888891
E14001422,Pendle & Clitheroe,E12000002,North West,4566,0.035436893,0.800264784,0.019858782,0.017541924,0.017806708,0.008340688,0.100750221
E14001423,Penistone & Stocksbridge,E12000003,Yorkshire and The Humber,3413,0.024742268,0.834644266,0.008247423,0.017131221,0.021356752,0.007000127,0.086877943
E14001424,Penrith & Solway,E12000002,North West,5707,0.056364672,0.584569801,0.015452991,0.142837607,0.043555556,0.027145299,0.130074074
E14001425,Peterborough,E12000006,East of England,4393,0.081459602,0.769646553,0.014085639,0.009142605,0.02409227,0.013301987,0.088271344
E14001426,Plymouth Moor View,E12000009,South West,3640,0.046657996,0.837335687,0.014306285,0.000766408,0.009707836,0.006688653,0.084537136
E14001427,Plymouth Sutton & Devonport,E12000009,South West,3819,0.111734327,0.760720484,0.02472167,0.000634974,0.018223765,0.00313254,0.08083224
E14001428,"Pontefract, Castleford & Knottingley",E12000003,Yorkshire and The Humber,3912,0.045432916,0.821667309,0.008724026,0.002900455,0.027916884,0.00471324,0.08864517
E14001429,Poole,E12000009,South West,3336,0.104519447,0.788320322,0.013366073,0.000509625,0.013505062,0.002501795,0.077277676
E14001430,Poplar & Limehouse,E12000007,London,4630,0.331588692,0.412696717,0.031973225,0.002065086,0.132307911,0.006942961,0.082425408
E14001431,Portsmouth North,E12000008,South East,3374,0.075682443,0.800765907,0.02354183,0.00029458,0.014581697,0.002307541,0.082826002
E14001432,Portsmouth South,E12000008,South East,3500,0.149918535,0.718988066,0.024924039,0.000440354,0.025122198,0.00354485,0.077061958
E14001433,Preston,E12000002,North West,4160,0.091551558,0.77085341,0.019702324,0.002184388,0.023128815,0.003490738,0.089088768
E14001434,Putney,E12000007,London,3883,0.128849183,0.699294361,0.019464405,0.000863167,0.062730627,0.005006366,0.083791891
E14001435,Queen's Park & Maida Vale,E12000007,London,4704,0.138065492,0.665515636,0.031970203,0.001493753,0.064270195,0.007429968,0.091254753
E14001436,Rawmarsh & Conisbrough,E12000003,Yorkshire and The Humber,3942,0.026801118,0.836277488,0.006730652,0.002089661,0.027530069,0.004786782,0.09578423
E14001437,Rayleigh & Wickford,E12000006,East of England,3168,0.056875955,0.825890956,0.007989181,0.005209246,0.010518671,0.014175161,0.07934083
E14001438,Reading Central,E12000008,South East,3418,0.182094507,0.692786928,0.02386393,0.001659912,0.019918945,0.005992929,0.073682849
E14001439,Reading West & Mid Berkshire,E12000008,South East,3369,0.088500475,0.659522303,0.010835179,0.107508173,0.025862069,0.018954972,0.08881683
E14001440,Redcar,E12000001,North East,3822,0.045944857,0.829591522,0.009459235,0.002607809,0.017211541,0.00457552,0.090609516
E14001441,Redditch,E12000005,West Midlands,3724,0.050447617,0.80558916,0.009557222,0.021388822,0.013234938,0.0096782,0.090104041
E14001442,Reigate,E12000008,South East,3424,0.07712136,0.812293902,0.008661929,0.003460127,0.013770842,0.00517858,0.07951326
E14001443,Ribble Valley,E12000002,North West,4213,0.040081505,0.752511087,0.011866235,0.05631068,0.0174997,0.020735946,0.100994846
E14001444,Richmond & Northallerton,E12000003,Yorkshire and The Humber,5452,0.060791833,0.540605232,0.008279804,0.201133283,0.037246904,0.018782209,0.133160736
E14001445,Richmond Park,E12000007,London,3622,0.093243509,0.77755419,0.015879612,0.000918655,0.029528205,0.003652748,0.07922308
E14001446,Rochdale,E12000002,North West,3784,0.065487173,0.797978011,0.012814356,0.003260457,0.020118792,0.004701125,0.095640086
E14001447,Rochester & Strood,E12000008,South East,3547,0.075189421,0.783504657,0.016625645,0.009917475,0.01541914,0.013754162,0.085589499
E14001448,Romford,E12000007,London,3129,0.087584262,0.798656595,0.014318497,0.000645408,0.020198881,0.003800736,0.074795621
E14001449,Romsey & Southampton North,E12000008,South East,4009,0.10836934,0.594770099,0.011838458,0.135293089,0.022053498,0.027548141,0.100127376
E14001450,Rossendale & Darwen,E12000002,North West,4451,0.033711434,0.823888385,0.01261343,0.010049909,0.012590744,0.006170599,0.100975499
E14001451,Rother Valley,E12000003,Yorkshire and The Humber,3291,0.022907556,0.845240517,0.006457846,0.010118987,0.025602563,0.006000203,0.083672328
E14001452,Rotherham,E12000003,Yorkshire and The Humber,4514,0.044951651,0.808759474,0.010519209,0.001241397,0.031514069,0.004704243,0.098309957
E14001453,Rugby,E12000005,West Midlands,3677,0.074353806,0.80358369,0.009457574,0.0119161,0.014263882,0.004983499,0.081441449
E14001454,"Ruislip, Northwood & Pinner",E12000007,London,2686,0.073592514,0.824510159,0.010236261,0.001059815,0.01721553,0.003954919,0.069430802
E14001455,Runcorn & Helsby,E12000002,North West,3420,0.047965152,0.808359641,0.011501848,0.019137117,0.01529501,0.014046937,0.083694296
E14001456,Runnymede & Weybridge,E12000008,South East,3739,0.10910805,0.753270942,0.012255973,0.004920785,0.01421049,0.020257996,0.085975764
E14001457,Rushcliffe,E12000004,East Midlands,3452,0.045386569,0.820898711,0.00747739,0.023500368,0.011394118,0.009400147,0.081942697
E14001458,Rutland & Stamford,E12000004,East Midlands,4183,0.061186139,0.681766931,0.008218286,0.103054296,0.022449951,0.018516199,0.104808198
E14001459,Salford,E12000002,North West,3922,0.298148254,0.56946431,0.022445983,0.001220512,0.029292294,0.004634132,0.074794515
E14001460,Salisbury,E12000009,South West,4377,0.105906314,0.602876161,0.011574189,0.130420744,0.02461378,0.015895882,0.10871293
E14001461,Scarborough & Whitby,E12000003,Yorkshire and The Humber,4815,0.082494573,0.721553407,0.018463698,0.04201478,0.020963533,0.008924851,0.105585159
E14001462,Scunthorpe,E12000003,Yorkshire and The Humber,3753,0.034129011,0.826912401,0.007616298,0.021250139,0.019007439,0.007749528,0.083335184
E14001463,Sefton Central,E12000002,North West,2664,0.033909591,0.864925086,0.010270201,0.006300423,0.008477398,0.007888334,0.068228967
E14001464,Selby,E12000003,Yorkshire and The Humber,3782,0.048161323,0.716737503,0.008454218,0.087683637,0.027510857,0.024092211,0.087360251
E14001465,Sevenoaks,E12000008,South East,3734,0.061637717,0.756277916,0.009330025,0.049280397,0.014863524,0.015955335,0.092655087
