PCON22CD,Cycle once a month 2016,Cycle once a month 2017,Cycle once a month 2018,Cycle once a month 2019,Cycle once a month 2020,Cycle once a month 2021,Cycle once a month 2022,Cycle once a week 2016,Cycle once a week 2017,Cycle once a week 2018,Cycle once a week 2019,Cycle once a week 2020,Cycle once a week 2021,Cycle once a week 2022,Cycle three times a week 2016,Cycle three times a week 2017,Cycle three times a week 2018,Cycle three times a week 2019,Cycle three times a week 2020,Cycle three times a week 2021,Cycle three times a week 2022,Cycle five times a week 2016,Cycle five times a week 2017,Cycle five times a week 2018,Cycle five times a week 2019,Cycle five times a week 2020,Cycle five times a week 2021,Cycle five times a week 2022,Walk once a month 2016,Walk once a month 2017,Walk once a month 2018,Walk once a month 2019,Walk once a month 2020,Walk once a month 2021,Walk once a month 2022,Walk once a week 2016,Walk once a week 2017,Walk once a week 2018,Walk once a week 2019,Walk once a week 2020,Walk once a week 2021,Walk once a week 2022,Walk three times a week 2016,Walk three times a week 2017,Walk three times a week 2018,Walk three times a week 2019,Walk three times a week 2020,Walk three times a week 2021,Walk three times a week 2022,Walk five times a week 2016,Walk five times a week 2017,Walk five times a week 2018,Walk five times a week 2019,Walk five times a week 2020,Walk five times a week 2021,Walk five times a week 2022
E14000817,20.7,19.0,13.0,14.2,13.5,15.0,11.4,14.0,12.0,9.0,9.6,8.9,10.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,82.9,82.6,87.1,75.9,87.4,85.6,73.4,71.7,75.3,78.2,68.6,80.9,78.6,45.4,43.5,50.3,48.9,47.8,53.4,50.1,34.0,33.4,36.4,37.9,33.3,42.7,36.5
E14000818,15.2,10.5,16.2,17.8,12.8,15.6,10.2,8.2,5.6,9.8,12.7,9.6,10.9,6.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,76.6,77.6,81.9,79.7,79.6,80.0,65.7,66.5,66.6,73.4,70.7,70.6,71.1,36.6,39.1,35.3,41.7,45.4,44.5,44.6,25.4,30.8,25.7,29.9,34.5,31.1,30.2
E14000819,16.3,14.5,13.1,11.6,10.5,10.0,9.1,10.8,8.9,10.1,7.1,7.3,8.4,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,73.4,66.4,70.3,70.7,66.4,67.8,66.1,62.7,59.7,62.2,61.6,58.0,59.6,38.1,37.3,34.8,32.9,33.6,31.9,35.8,29.3,29.5,24.6,20.5,23.4,20.7,26.0
E14000820,13.0,13.3,12.6,15.3,14.6,10.4,8.1,9.4,8.7,9.4,11.5,9.6,8.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,75.0,72.6,76.8,75.4,69.1,70.6,67.8,66.4,66.4,68.9,66.1,61.2,63.3,41.2,42.9,37.5,42.3,39.3,37.2,37.1,30.9,32.5,27.1,30.4,28.9,25.7,29.4
E14000821,21.5,18.2,17.9,16.8,15.2,11.7,16.3,16.5,11.9,12.2,10.5,10.8,8.3,10.8,7.7,4.9,0.0,0.0,0.0,0.0,0.0,5.7,2.7,0.0,0.0,0.0,0.0,0.0,77.8,76.3,82.5,84.4,73.7,77.2,78.2,66.2,64.2,74.1,74.3,66.6,71.6,70.6,45.1,40.2,44.1,47.9,43.9,44.6,43.2,36.4,32.1,31.5,35.3,29.1,30.9,32.0
E14000822,21.5,18.2,17.9,16.8,15.2,11.7,16.3,16.5,11.9,12.2,10.5,10.8,8.3,10.8,7.7,4.9,0.0,0.0,0.0,0.0,0.0,5.7,2.7,0.0,0.0,0.0,0.0,0.0,77.8,76.3,82.5,84.4,73.7,77.2,78.2,66.2,64.2,74.1,74.3,66.6,71.6,70.6,45.1,40.2,44.1,47.9,43.9,44.6,43.2,36.4,32.1,31.5,35.3,29.1,30.9,32.0
E14000823,17.2,17.3,16.0,19.8,17.9,17.3,18.8,13.1,12.8,11.4,14.7,12.1,13.3,14.0,7.8,8.4,0.0,8.3,6.6,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6,79.1,82.1,84.7,72.3,80.5,78.3,80.0,74.4,75.7,79.4,65.2,72.8,71.8,53.7,49.6,50.5,50.5,41.8,46.2,47.4,39.2,37.8,37.9,41.4,28.0,35.0,33.2
E14000824,22.1,20.5,19.2,25.5,20.6,19.0,18.0,15.0,14.1,15.4,16.5,15.2,12.3,12.5,3.2,3.4,0.0,4.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,81.7,80.7,83.7,76.8,83.9,79.8,71.2,74.0,73.5,72.7,70.3,77.5,74.3,46.4,42.4,45.4,46.3,44.3,47.2,42.7,33.8,30.5,30.5,33.1,32.3,33.7,31.7
E14000825,26.6,17.8,17.0,18.3,17.3,11.5,16.5,20.7,12.0,12.9,14.1,12.0,9.0,12.8,11.6,0.0,7.9,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,84.7,81.3,85.0,80.2,82.2,83.3,70.9,80.1,72.9,78.5,72.3,73.8,75.3,45.1,53.1,48.4,44.7,45.2,45.8,52.3,35.5,39.9,34.5,31.0,36.6,32.1,38.0
E14000826,12.8,13.9,12.4,13.9,13.0,9.6,9.7,8.2,9.1,9.4,9.4,9.0,4.3,4.3,2.9,3.1,3.7,3.6,2.8,2.1,1.7,2.0,1.8,1.9,2.0,1.1,0.0,0.0,75.3,77.3,77.5,80.6,73.6,77.3,74.4,65.3,67.6,68.6,71.9,65.2,69.8,65.7,39.1,41.5,43.9,43.2,42.8,41.1,39.9,28.6,30.3,32.8,31.2,29.7,29.5,29.1
E14000827,18.8,25.0,22.1,24.8,23.8,14.2,21.0,11.8,15.7,17.0,15.5,14.5,11.2,14.7,0.0,7.2,9.0,7.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,79.0,84.2,82.3,79.0,81.6,87.2,69.1,65.5,72.4,73.6,71.7,71.8,81.0,44.4,42.5,49.1,48.3,45.6,44.3,48.4,28.9,32.6,34.7,29.8,31.9,33.1,38.0
E14000828,18.8,25.0,22.1,24.8,23.8,14.2,21.0,11.8,15.7,17.0,15.5,14.5,11.2,14.7,0.0,7.2,9.0,7.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,79.0,84.2,82.3,79.0,81.6,87.2,69.1,65.5,72.4,73.6,71.7,71.8,81.0,44.4,42.5,49.1,48.3,45.6,44.3,48.4,28.9,32.6,34.7,29.8,31.9,33.1,38.0
E14000829,19.8,20.8,20.1,19.6,15.8,14.5,13.5,14.6,14.3,14.8,12.5,10.6,10.5,9.5,1.8,0.0,5.2,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,78.9,77.8,79.0,80.4,80.4,79.7,66.0,69.5,68.6,69.3,71.5,73.2,68.8,38.9,45.6,41.3,44.4,44.6,46.0,43.1,26.7,35.1,30.9,33.3,32.5,34.2,30.3
E14000830,19.1,18.4,16.1,18.7,25.6,14.9,13.4,13.8,12.2,9.2,11.4,16.8,8.8,8.6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6,83.0,80.3,81.9,83.4,79.7,83.4,67.6,75.2,71.6,74.2,75.7,71.7,76.4,40.9,47.5,48.2,43.7,48.8,45.8,51.3,31.0,34.1,35.4,31.9,36.1,31.2,35.2
E14000831,17.6,18.0,18.3,16.3,14.3,11.2,13.1,13.2,13.6,13.3,11.2,10.5,8.0,9.5,7.6,5.5,6.8,6.1,5.5,4.3,4.4,4.4,3.8,3.6,4.0,3.6,2.3,2.5,79.2,80.4,77.7,79.6,78.0,77.9,77.6,70.0,73.0,70.6,72.6,72.7,71.2,71.9,44.3,45.5,45.5,48.5,48.5,46.1,46.6,32.8,34.6,35.3,35.8,36.7,35.0,36.0
E14000832,17.6,18.0,18.3,16.3,14.3,11.2,13.1,13.2,13.6,13.3,11.2,10.5,8.0,9.5,7.6,5.5,6.8,6.1,5.5,4.3,4.4,4.4,3.8,3.6,4.0,3.6,2.3,2.5,79.2,80.4,77.7,79.6,78.0,77.9,77.6,70.0,73.0,70.6,72.6,72.7,71.2,71.9,44.3,45.5,45.5,48.5,48.5,46.1,46.6,32.8,34.6,35.3,35.8,36.7,35.0,36.0
E14000833,17.6,18.0,18.3,16.3,14.3,11.2,13.1,13.2,13.6,13.3,11.2,10.5,8.0,9.5,7.6,5.5,6.8,6.1,5.5,4.3,4.4,4.4,3.8,3.6,4.0,3.6,2.3,2.5,79.2,80.4,77.7,79.6,78.0,77.9,77.6,70.0,73.0,70.6,72.6,72.7,71.2,71.9,44.3,45.5,45.5,48.5,48.5,46.1,46.6,32.8,34.6,35.3,35.8,36.7,35.0,36.0
E14000834,10.5,10.3,11.4,10.3,10.1,8.1,8.6,7.3,0.0,7.4,6.6,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,73.6,74.7,76.4,74.4,79.7,69.4,63.8,63.4,65.2,64.9,64.4,71.1,60.4,35.1,41.9,39.4,41.4,42.2,41.2,34.9,24.6,29.3,29.8,33.3,33.3,29.2,22.1
E14000835,19.9,20.2,17.9,20.3,19.2,16.4,13.7,11.4,13.8,11.1,10.5,13.1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,85.4,82.1,85.3,83.3,81.4,84.8,70.5,74.0,74.5,76.2,78.8,74.2,77.5,46.1,47.9,45.2,48.9,49.5,49.4,49.6,36.0,36.2,34.3,33.8,39.4,35.6,37.7
E14000836,10.7,13.5,9.4,12.1,15.3,9.6,9.7,7.5,9.7,7.1,6.9,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,74.9,71.3,77.2,70.7,73.4,69.5,64.7,63.9,61.0,66.2,60.5,66.5,62.3,36.4,37.5,36.3,37.4,39.7,36.6,36.4,26.3,27.7,26.9,25.9,27.1,28.2,27.5
E14000837,16.5,13.8,12.8,14.7,12.0,12.8,15.3,9.1,9.7,9.5,9.6,8.6,9.8,9.1,2.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,79.7,78.5,83.8,78.0,86.5,81.7,71.8,69.9,71.0,76.4,70.8,75.4,74.0,46.6,41.4,46.3,49.6,46.5,51.2,48.4,36.2,30.4,34.8,36.1,32.5,36.9,39.6
E14000838,23.4,18.8,11.5,20.3,20.6,17.3,14.5,15.6,13.7,7.3,15.0,13.6,11.5,10.7,0.0,0.0,0.0,8.3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,80.9,83.7,79.8,80.9,84.7,81.1,72.0,71.9,75.5,71.7,74.4,78.2,76.3,51.5,45.4,50.9,45.5,48.5,49.2,52.4,35.9,34.2,40.0,38.1,37.6,36.7,44.9
E14000839,19.9,17.7,19.7,21.2,19.8,11.0,13.2,13.9,11.6,14.3,14.4,14.0,8.1,8.9,6.1,5.7,6.2,5.7,0.0,0.0,0.0,3.0,3.0,3.5,3.1,0.0,0.0,0.0,79.0,81.3,81.4,83.2,83.2,82.7,83.0,68.9,72.2,73.0,75.0,77.5,77.3,73.8,41.0,45.3,48.2,47.4,46.2,47.6,48.2,29.8,33.1,36.4,36.2,35.0,36.9,37.6
E14000840,13.8,13.5,10.8,10.0,9.6,10.1,8.0,10.7,10.3,8.6,7.0,6.6,0.0,6.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,80.6,77.1,77.8,75.2,74.8,71.3,65.6,71.3,69.1,71.9,65.8,66.8,64.8,39.2,46.6,46.1,39.8,41.8,39.3,39.2,31.6,34.7,29.0,32.3,31.2,30.6,30.8
E14000841,20.1,22.8,18.4,17.0,16.4,13.7,14.1,13.2,15.6,11.2,11.8,12.0,8.6,10.4,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,78.0,76.0,78.0,74.1,80.1,77.5,65.1,67.4,66.7,69.9,65.2,73.9,68.4,36.2,42.4,44.6,44.5,41.1,44.3,41.7,24.0,30.2,32.2,30.8,30.4,32.1,30.8
E14000842,17.2,19.0,17.8,21.0,16.7,14.4,13.2,12.4,13.4,12.0,15.1,11.5,9.2,9.5,1.1,1.5,2.0,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,72.5,72.6,75.9,72.8,75.1,72.7,64.5,60.1,62.2,64.6,66.1,66.6,65.2,38.8,37.0,35.1,44.3,42.8,33.4,39.8,29.1,26.9,23.9,33.6,30.5,23.2,31.9
E14000843,12.8,10.1,10.7,12.1,14.9,9.1,10.6,9.0,2.2,1.6,7.5,8.7,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,77.2,77.6,79.3,75.9,76.9,77.8,68.4,68.3,67.3,70.1,68.2,68.8,68.2,38.6,37.2,37.5,42.0,42.1,42.6,40.3,25.6,27.0,26.3,30.2,27.8,32.5,28.1
E14000844,18.6,18.9,21.2,18.0,23.1,17.3,16.2,10.3,14.3,13.6,13.1,17.0,12.7,10.1,0.0,0.0,4.1,2.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,82.6,82.1,81.4,82.4,84.5,85.6,69.7,74.5,72.2,72.3,73.6,75.3,76.3,46.3,45.6,45.1,41.9,47.4,45.4,47.2,34.1,34.1,31.9,30.7,31.6,32.8,33.8
E14000845,21.0,16.5,15.5,19.1,18.3,19.6,14.4,13.5,10.4,10.2,12.0,11.4,14.2,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,81.9,82.2,88.0,78.5,82.4,84.6,73.9,74.4,72.2,78.3,70.1,76.8,73.2,47.6,48.4,43.0,47.0,44.4,51.1,46.4,35.0,37.6,30.2,34.6,32.3,37.2,31.1
E14000846,19.2,19.6,22.3,18.6,17.8,15.1,18.8,11.1,13.6,15.3,12.1,12.6,9.2,13.2,4.7,6.8,7.9,6.7,6.8,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,81.4,82.9,84.8,84.1,79.7,83.1,82.1,72.1,73.2,79.0,77.1,72.2,77.8,74.3,46.4,48.7,55.1,51.8,51.9,47.4,47.0,30.4,37.8,41.5,39.5,39.3,35.6,39.0
E14000847,17.4,15.2,17.4,17.4,11.9,10.9,11.6,13.1,9.8,13.2,11.9,7.8,7.9,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1,79.4,75.3,78.2,78.5,81.7,77.3,70.5,70.5,67.0,68.2,69.7,73.3,71.3,43.4,45.0,42.4,43.5,50.8,42.1,45.6,30.9,30.5,33.5,32.7,37.4,30.3,36.4
E14000848,20.2,19.2,17.5,19.6,20.7,9.9,13.0,14.3,11.6,12.2,14.2,16.8,6.7,9.3,0.0,6.3,0.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7,80.8,84.2,81.2,75.5,83.3,75.9,72.6,73.4,78.9,76.3,70.9,76.5,70.4,43.3,50.4,47.9,48.9,49.8,48.5,45.8,30.2,36.0,35.8,36.2,40.9,36.4,35.1
E14000849,16.0,16.0,19.5,20.4,16.7,11.6,13.2,9.9,10.4,13.6,12.2,11.4,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,78.2,76.6,79.6,75.1,79.9,77.9,68.6,69.9,67.8,70.5,65.0,73.5,69.1,41.6,43.7,43.9,40.5,42.3,50.6,45.8,31.4,32.9,35.1,31.3,32.0,39.1,37.2
E14000850,19.9,27.2,21.3,15.9,19.6,18.0,17.1,14.5,16.9,15.2,8.4,14.8,10.4,11.0,0.0,10.1,8.6,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,82.0,82.8,83.0,79.4,82.9,82.6,68.7,74.3,74.9,71.8,72.1,74.3,72.7,41.6,38.8,45.1,44.0,46.2,42.1,43.0,32.2,29.4,34.0,29.5,35.4,29.6,29.1
E14000851,18.9,21.5,19.2,18.7,14.2,15.6,15.4,13.7,15.9,13.8,13.3,9.5,10.8,11.8,6.4,7.3,7.4,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,75.7,79.9,76.0,77.1,73.0,79.8,71.6,65.9,70.4,64.9,68.1,64.1,71.9,64.9,38.8,44.4,37.5,41.3,39.3,41.2,41.5,29.3,33.6,29.2,30.6,29.3,31.6,31.0
E14000852,15.5,17.5,16.3,16.4,17.7,13.6,14.9,11.2,11.5,11.9,12.2,13.5,8.9,10.4,0.0,1.3,1.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,81.3,79.9,81.7,74.7,76.9,77.5,68.9,73.7,72.3,73.6,68.9,70.5,69.9,42.5,50.0,48.3,47.9,47.8,45.0,41.1,32.0,37.9,35.6,36.9,36.0,32.9,30.2
E14000853,17.5,18.5,14.0,14.4,18.3,10.2,10.7,11.7,13.4,8.9,11.6,13.1,7.3,7.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,79.1,76.5,76.0,76.3,83.9,76.9,70.1,71.3,68.9,66.3,68.8,76.8,70.6,44.7,45.2,45.4,40.2,43.0,45.3,43.2,37.0,33.8,32.9,29.1,31.7,34.8,33.0
E14000854,17.1,12.1,9.9,10.3,13.0,9.4,11.7,8.9,9.3,5.9,6.6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,74.1,78.7,75.4,71.7,77.5,75.8,62.4,63.4,67.6,66.7,65.1,68.7,65.6,35.7,36.4,42.2,40.4,37.6,39.5,38.7,27.1,26.5,31.2,28.5,26.6,30.0,29.3
E14000855,23.9,21.4,21.6,19.0,24.1,16.3,18.6,14.8,13.6,15.4,14.4,17.4,11.1,13.2,3.5,3.0,8.0,7.4,6.7,3.6,0.0,2.4,2.0,0.0,0.0,0.0,0.0,0.0,75.6,78.0,77.0,77.9,73.0,78.2,77.3,64.8,71.8,67.8,67.5,66.2,69.6,68.7,36.2,45.2,42.0,44.3,43.4,43.2,40.5,24.7,34.6,30.8,33.0,34.2,32.4,29.0
E14000856,13.8,13.5,10.8,10.0,9.6,10.1,8.0,10.7,10.3,8.6,7.0,6.6,0.0,6.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,80.6,77.1,77.8,75.2,74.8,71.3,65.6,71.3,69.1,71.9,65.8,66.8,64.8,39.2,46.6,46.1,39.8,41.8,39.3,39.2,31.6,34.7,29.0,32.3,31.2,30.6,30.8
E14000857,15.2,17.8,17.3,15.2,21.7,13.9,15.9,9.4,13.0,11.9,11.6,15.1,8.8,10.1,0.0,0.0,0.0,5.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,81.6,84.3,79.7,80.7,83.1,83.6,68.6,73.7,71.7,70.7,73.5,75.9,76.4,46.6,46.7,40.7,41.3,48.5,48.6,48.5,34.2,33.6,28.4,31.1,35.3,38.1,35.9
E14000858,17.1,12.0,13.8,10.9,14.2,11.6,11.7,10.9,7.8,9.3,7.0,9.0,6.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.7,75.8,81.1,76.7,74.8,81.5,65.7,66.6,65.1,69.6,67.3,65.8,72.1,36.2,40.1,37.5,43.0,46.9,41.0,44.0,25.9,30.9,23.7,29.5,38.8,30.5,29.6
E14000859,19.2,17.2,16.8,18.8,18.9,14.4,16.4,13.0,10.9,9.5,11.8,12.1,10.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,71.0,78.3,78.8,74.2,73.0,70.8,64.0,64.1,69.7,70.3,65.0,66.1,63.3,36.5,41.2,44.2,41.8,43.2,33.8,41.8,26.4,29.0,34.1,30.6,29.1,26.1,29.1
E14000860,19.7,20.4,16.0,17.2,17.1,18.9,15.1,15.5,13.1,10.1,11.9,11.1,10.8,11.5,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,80.6,81.4,85.7,81.3,80.7,79.2,72.5,72.0,69.9,75.7,74.9,73.6,72.5,43.3,44.1,44.9,46.4,47.8,48.0,46.4,32.2,34.1,31.9,37.5,37.1,36.0,35.8
E14000861,15.2,15.1,13.3,15.2,14.3,8.7,9.4,10.8,9.4,10.4,10.3,9.4,5.7,6.3,4.1,4.3,5.1,4.6,3.3,1.5,0.0,0.0,0.0,3.4,3.0,2.1,0.0,0.0,76.7,76.4,75.6,77.1,74.1,71.8,74.9,67.0,64.4,65.2,67.5,67.3,64.4,67.5,39.5,38.1,38.0,38.8,43.7,39.1,43.8,29.1,28.8,28.0,27.9,31.3,27.2,33.8
E14000862,15.2,15.1,13.3,15.2,14.3,8.7,9.4,10.8,9.4,10.4,10.3,9.4,5.7,6.3,4.1,4.3,5.1,4.6,3.3,1.5,0.0,0.0,0.0,3.4,3.0,2.1,0.0,0.0,76.7,76.4,75.6,77.1,74.1,71.8,74.9,67.0,64.4,65.2,67.5,67.3,64.4,67.5,39.5,38.1,38.0,38.8,43.7,39.1,43.8,29.1,28.8,28.0,27.9,31.3,27.2,33.8
E14000863,27.4,29.2,25.1,22.0,21.1,24.0,23.6,22.0,23.5,19.4,16.9,15.7,16.8,18.5,15.5,13.2,12.2,10.1,8.9,10.7,9.5,10.3,9.2,8.2,7.3,5.7,0.0,0.0,84.2,84.1,82.5,85.9,78.5,80.6,86.9,77.8,77.2,72.1,78.4,72.9,75.0,81.9,52.1,49.9,50.4,50.2,46.7,49.1,54.3,37.9,36.3,38.5,39.6,37.3,35.2,38.1
E14000864,28.1,30.0,25.7,22.4,21.1,24.8,24.9,23.2,24.7,20.4,17.6,15.7,17.4,19.8,16.8,14.9,12.8,10.6,9.3,11.1,10.7,11.6,10.3,9.3,8.3,6.4,0.0,0.0,85.3,84.4,83.2,87.1,78.1,81.0,87.8,79.1,77.8,72.4,79.8,72.7,75.6,83.4,54.1,50.8,51.4,51.8,46.6,49.4,55.9,39.5,37.2,39.6,41.0,37.0,35.2,39.5
E14000865,14.0,13.7,15.2,15.9,13.5,11.1,10.9,9.9,9.9,11.9,11.2,10.2,8.5,7.4,5.0,4.7,7.2,6.1,4.7,4.4,3.1,3.4,3.0,4.6,3.4,3.4,2.6,2.0,75.5,76.4,76.7,78.0,67.9,75.7,74.6,65.5,68.4,69.2,70.1,61.7,67.9,67.7,39.8,43.3,45.5,43.9,39.1,41.6,42.7,29.9,30.8,36.3,33.9,27.3,28.9,31.0
E14000866,14.0,13.7,15.2,15.9,13.5,11.1,10.9,9.9,9.9,11.9,11.2,10.2,8.5,7.4,5.0,4.7,7.2,6.1,4.7,4.4,3.1,3.4,3.0,4.6,3.4,3.4,2.6,2.0,75.5,76.4,76.7,78.0,67.9,75.7,74.6,65.5,68.4,69.2,70.1,61.7,67.9,67.7,39.8,43.3,45.5,43.9,39.1,41.6,42.7,29.9,30.8,36.3,33.9,27.3,28.9,31.0
E14000867,14.0,13.7,15.2,15.9,13.5,11.1,10.9,9.9,9.9,11.9,11.2,10.2,8.5,7.4,5.0,4.7,7.2,6.1,4.7,4.4,3.1,3.4,3.0,4.6,3.4,3.4,2.6,2.0,75.5,76.4,76.7,78.0,67.9,75.7,74.6,65.5,68.4,69.2,70.1,61.7,67.9,67.7,39.8,43.3,45.5,43.9,39.1,41.6,42.7,29.9,30.8,36.3,33.9,27.3,28.9,31.0
E14000868,12.6,11.6,11.9,10.6,13.9,9.4,9.8,1.4,10.1,6.2,7.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,72.2,76.9,73.4,71.3,74.2,72.2,57.6,62.8,66.2,65.5,63.9,65.6,60.7,33.6,34.7,38.2,37.4,37.9,37.7,34.5,26.2,26.8,27.7,26.5,26.2,27.1,26.6
E14000869,10.3,13.5,14.9,12.6,6.8,10.2,8.6,7.3,8.9,8.0,9.2,4.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,79.9,80.5,78.8,67.5,72.8,75.4,70.2,70.9,73.8,70.1,57.5,64.5,67.9,43.9,41.9,49.7,44.7,36.7,37.9,42.1,34.4,30.1,40.0,32.2,25.9,24.5,29.1
E14000870,10.9,9.1,6.8,6.5,7.7,7.0,4.4,7.2,6.0,5.4,4.0,5.6,3.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,70.7,70.1,70.6,65.2,68.0,71.0,66.8,62.6,62.8,62.1,57.8,61.1,63.9,36.8,36.4,36.4,32.7,32.2,35.8,34.5,27.4,27.6,28.0,24.7,22.7,26.4,24.4
E14000871,10.9,9.1,6.8,6.5,7.7,7.0,4.4,7.2,6.0,5.4,4.0,5.6,3.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,70.7,70.1,70.6,65.2,68.0,71.0,66.8,62.6,62.8,62.1,57.8,61.1,63.9,36.8,36.4,36.4,32.7,32.2,35.8,34.5,27.4,27.6,28.0,24.7,22.7,26.4,24.4
E14000872,12.9,11.6,15.0,9.1,14.8,10.7,13.2,9.9,6.8,10.9,0.0,11.9,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,85.4,82.4,85.2,78.0,84.7,81.6,74.6,78.5,75.1,79.3,70.5,75.8,76.1,48.2,52.7,50.5,54.2,46.8,50.3,44.7,36.6,40.3,38.3,41.8,31.7,35.6,30.5
E14000873,42.8,40.0,43.4,44.7,43.0,39.9,41.7,38.8,36.6,39.2,39.6,35.9,33.5,35.0,28.4,25.4,26.8,25.3,20.8,19.1,22.1,19.0,17.4,18.3,19.1,15.6,12.8,15.0,86.7,80.7,87.0,86.7,85.9,85.0,86.6,80.5,74.0,80.0,80.0,80.4,80.0,82.2,51.8,48.2,54.9,50.5,51.9,52.0,52.4,37.2,34.8,43.9,36.8,40.7,35.6,41.1
E14000874,36.8,34.7,36.1,37.7,36.5,32.6,34.7,31.9,30.1,30.7,32.1,29.1,26.6,28.2,22.5,19.7,19.4,19.4,16.3,12.5,16.8,12.9,11.8,12.1,12.6,10.3,8.4,9.8,85.1,81.6,86.5,86.7,83.8,84.0,85.0,77.2,73.0,78.6,78.6,77.6,78.3,79.8,49.3,45.5,51.3,49.3,50.2,49.7,49.2,35.4,32.6,40.3,35.4,38.8,34.1,37.8
