Station name,Station code,Operator,PCON24CD,PCON24NM,Longitude,Latitude
Bootle Oriel Road,BOT,Merseyrail,E14001113,Bootle,-2.99573,53.44662
Bordesley,BBS,West Midlands Trains (West Midlands Railway),E14001096,Birmingham Ladywood,-1.87777,52.47187
Borough Green and Wrotham,BRG,Southeastern,E14001549,Tonbridge,0.30624,51.29322
Borth,BRH,TfW Rail,W07000093,Ceredigion Preseli,-4.05018,52.49103
Bosham,BOH,Govia Thameslink Railway (Southern),E14001166,Chichester,-0.84743,50.84275
Boston,BSN,East Midlands Railway,E14001114,Boston and Skegness,-0.031,52.97809
Botley,BOE,South Western Railway,E14001263,Hamble Valley,-1.25924,50.91645
Bottesford,BTF,East Midlands Railway,E14001357,Melton and Syston,-0.79484,52.94461
Bourne End,BNE,Great Western Railway,E14001082,Beaconsfield,-0.71047,51.57712
Bournemouth,BMH,South Western Railway,E14001115,Bournemouth East,-1.8645,50.72727
Bournville,BRV,West Midlands Trains (West Midlands Railway),E14001099,Birmingham Selly Oak,-1.92642,52.42696
Bow Brickhill,BWB,West Midlands Trains (London Northwestern Railway),E14001369,Milton Keynes Central,-0.69608,52.0043
Bow Street,BOW,TfW Rail,W07000093,Ceredigion Preseli,-4.03196,52.43922
Bowes Park,BOP,Govia Thameslink Railway (Great Northern),E14001503,Southgate and Wood Green,-0.12058,51.60701
Bowling,BWG,ScotRail,S14000106,West Dunbartonshire,-4.49384,55.93108
Box Hill and Westhumble,BXW,Govia Thameslink Railway (Southern),E14001201,Dorking and Horley,-0.32849,51.25401
Bracknell,BCE,South Western Railway,E14001117,Bracknell,-0.7517,51.41309
Bradford Forster Square,BDQ,Northern Trains,E14001120,Bradford West,-1.75296,53.79693
Bradford Interchange,BDI,Northern Trains,E14001120,Bradford West,-1.7496,53.79108
Bradford-On-Avon,BOA,Great Western Railway,E14001356,Melksham and Devizes,-2.25233,51.34492
Brading,BDN,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.13872,50.67837
Braintree,BTR,Greater Anglia,E14001121,Braintree,0.55669,51.87539
Braintree Freeport,BTP,Greater Anglia,E14001121,Braintree,0.56843,51.86941
Bramhall,BML,Northern Trains,E14001158,Cheadle,-2.16359,53.36061
Bramley (Hampshire),BMY,Great Western Railway,E14001392,North East Hampshire,-1.061,51.33029
Bramley (West Yorkshire),BLE,Northern Trains,E14001325,Leeds West and Pudsey,-1.63721,53.80535
Brampton (Cumbria),BMP,Northern Trains,E14001152,Carlisle,-2.70295,54.93239
Brampton (Suffolk),BRP,Greater Anglia,E14001569,Waveney Valley,1.54381,52.39543
Branchton,BCN,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.80355,55.9406
Brandon,BND,Greater Anglia,E14001497,South West Norfolk,0.62473,52.454
Branksome,BSM,South Western Railway,E14001116,Bournemouth West,-1.91976,50.72697
Braystones,BYS,Northern Trains,E14001583,Whitehaven and Workington,-3.54183,54.43936
Bredbury,BDY,Northern Trains,E14001277,Hazel Grove,-2.11049,53.42316
Breich,BRC,ScotRail,S14000095,Livingston,-3.66813,55.82732
Brent Cross West,BCZ,Govia Thameslink Railway (Thameslink),E14001238,Finchley and Golders Green,-0.2269,51.5687
Brentford,BFD,South Western Railway,E14001124,Brentford and Isleworth,-0.30965,51.48755
Brentwood,BRE,TfL Rail,E14001125,Brentwood and Ongar,0.29959,51.6136
Bricket Wood,BWO,West Midlands Trains (London Northwestern Railway),E14001507,St Albans,-0.35912,51.70543
Bridge Of Allan,BEA,ScotRail,S14000105,Stirling and Strathallan,-3.95723,56.15664
Bridge Of Orchy,BRO,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-4.76299,56.51587
Bridgend,BGN,TfW Rail,W07000086,Bridgend,-3.57528,51.50698
Bridgeton,BDG,ScotRail,S14000084,Glasgow East,-4.22606,55.84897
Bridgwater,BWT,Great Western Railway,E14001126,Bridgwater,-2.99041,51.12786
Bridlington,BDT,Northern Trains,E14001127,Bridlington and The Wolds,-0.19872,54.08413
Brierfield,BRF,Northern Trains,E14001142,Burnley,-2.23649,53.82398
Brigg,BGG,Northern Trains,E14001128,Brigg and Immingham,-0.48612,53.54914
Brighouse,BGH,Northern Trains,E14001147,Calder Valley,-1.77944,53.6982
Brighton,BTN,Govia Thameslink Railway (Southern),E14001130,Brighton Pavilion,-0.14128,50.829
Brimsdown,BMD,Greater Anglia,E14001225,Enfield North,-0.03082,51.65558
Brinnington,BNT,Northern Trains,E14001517,Stockport,-2.13512,53.43212
Bristol Parkway,BPW,Great Western Railway,E14001237,Filton and Bradley Stoke,-2.54216,51.5138
Bristol Temple Meads,BRI,Network Rail,E14001132,Bristol East,-2.58132,51.44915
Brithdir,BHD,TfW Rail,W07000084,Blaenau Gwent and Rhymney,-3.22872,51.71031
Briton Ferry,BNF,TfW Rail,W07000081,Aberafan Maesteg,-3.81925,51.6379
Brixton,BRX,Southeastern,E14001205,Dulwich and West Norwood,-0.11418,51.4633
Broad Green,BGE,Northern Trains,E14001341,Liverpool West Derby,-2.89348,53.40651
Broadbottom,BDB,Northern Trains,E14001515,Stalybridge and Hyde,-2.01652,53.44098
Broadstairs,BSR,Southeastern,E14001216,East Thanet,1.43356,51.36067
Brockenhurst,BCU,South Western Railway,E14001373,New Forest East,-1.57353,50.81684
Brockholes,BHS,Northern Trains,E14001177,Colne Valley,-1.76969,53.59697
Brockley,BCY,London Overground,E14001332,Lewisham North,-0.03754,51.46465
Bromborough,BOM,Merseyrail,E14001222,Ellesmere Port and Bromborough,-2.9869,53.32185
Bromborough Rake,BMR,Merseyrail,E14001222,Ellesmere Port and Bromborough,-2.98947,53.32991
Bromley Cross (Lancs),BMC,Northern Trains,E14001110,Bolton North East,-2.4109,53.61404
Bromley North,BMN,Southeastern,E14001137,Bromley and Biggin Hill,0.01699,51.40833
Bromley South,BMS,Southeastern,E14001137,Bromley and Biggin Hill,0.01734,51.39997
Bromsgrove,BMV,West Midlands Trains (West Midlands Railway),E14001138,Bromsgrove,-2.04735,52.32229
Brondesbury,BSY,London Overground,E14001122,Brent East,-0.20231,51.54516
Brondesbury Park,BSP,London Overground,E14001435,Queen's Park and Maida Vale,-0.21013,51.5407
Brookmans Park,BPK,Govia Thameslink Railway (Great Northern),E14001573,Welwyn Hatfield,-0.20455,51.72106
Brookwood,BKO,South Western Railway,E14001592,Woking,-0.63575,51.30376
Broome,BME,TfW Rail,E14001493,South Shropshire,-2.88521,52.42277
Broomfleet,BMF,Northern Trains,E14001250,Goole and Pocklington,-0.67183,53.74021
Brora,BRA,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.85228,58.01295
Brough,BUH,TransPennine Express,E14001250,Goole and Pocklington,-0.57872,53.72696
Broughty Ferry,BYF,ScotRail,S14000066,Arbroath and Broughty Ferry,-2.87315,56.46716
Broxbourne,BXB,Greater Anglia,E14001139,Broxbourne,-0.01109,51.74691
Bruce Grove,BCV,London Overground,E14001553,Tottenham,-0.06987,51.59396
Brundall,BDA,Greater Anglia,E14001136,Broadland and Fakenham,1.4393,52.61948
Brundall Gardens,BGA,Greater Anglia,E14001136,Broadland and Fakenham,1.41842,52.62344
Brunstane,BSU,ScotRail,S14000078,Edinburgh East and Musselburgh,-3.10099,55.94251
Brunswick,BRW,Merseyrail,E14001338,Liverpool Riverside,-2.97608,53.38324
Bruton,BRU,Great Western Railway,E14001247,Glastonbury and Somerton,-2.44707,51.11164
Bryn,BYN,Northern Trains,E14001350,Makerfield,-2.64721,53.49987
Buckenham,BUC,Greater Anglia,E14001136,Broadland and Fakenham,1.47033,52.59773
Buckley,BCK,TfW Rail,W07000082,Alyn and Deeside,-3.05593,53.16304
Bucknell,BUK,TfW Rail,E14001493,South Shropshire,-2.94738,52.35738
Buckshaw Parkway,BSV,Northern Trains,E14001170,Chorley,-2.66083,53.67334
Bugle,BGL,Great Western Railway,E14001508,St Austell and Newquay,-4.7921,50.40035
Builth Road,BHR,TfW Rail,W07000085,"Brecon, Radnor and Cwm Tawe",-3.42703,52.16933
Bulwell,BLW,East Midlands Railway,E14001411,Nottingham North and Kimberley,-1.19623,52.9997
Bures,BUE,Greater Anglia,E14001121,Braintree,0.76914,51.97116
Burgess Hill,BUG,Govia Thameslink Railway (Southern),E14001366,Mid Sussex,-0.12741,50.95365
Burley Park,BUY,Northern Trains,E14001319,Leeds Central and Headingley,-1.57777,53.81203
Burley-In-Wharfedale,BUW,Northern Trains,E14001472,Shipley,-1.75337,53.90815
Burnage,BNA,Northern Trains,E14001251,Gorton and Denton,-2.21568,53.42117
Burneside (Cumbria),BUD,Northern Trains,E14001580,Westmorland and Lonsdale,-2.76668,54.35498
Burnham,BNM,TfL Rail,E14001477,Slough,-0.64637,51.5235
Burnham-On-Crouch,BUU,Greater Anglia,E14001351,Maldon,0.81403,51.63365
Burnley Barracks,BUB,Northern Trains,E14001142,Burnley,-2.25809,53.79088
Burnley Central,BNC,Northern Trains,E14001142,Burnley,-2.24497,53.79351
Burnley Manchester Road,BYM,Northern Trains,E14001142,Burnley,-2.24887,53.78497
Burnside (South Lanarkshire),BUI,ScotRail,S14000104,Rutherglen,-4.20239,55.81693
Burntisland,BTS,ScotRail,S14000071,Cowdenbeath and Kirkcaldy,-3.2332,56.05708
Burscough Bridge,BCB,Northern Trains,E14001577,West Lancashire,-2.84088,53.60526
Burscough Junction,BCJ,Northern Trains,E14001577,West Lancashire,-2.84061,53.59752
Bursledon,BUO,South Western Railway,E14001263,Hamble Valley,-1.30503,50.88369
Burton Joyce,BUJ,East Midlands Railway,E14001245,Gedling,-1.04088,52.98344
Burton-On-Trent,BUT,East Midlands Railway,E14001143,Burton and Uttoxeter,-1.64246,52.80582
Bury St Edmunds,BSE,Greater Anglia,E14001146,Bury St Edmunds and Stowmarket,0.71331,52.25376
Busby,BUS,ScotRail,S14000021,East Renfrewshire,-4.2622,55.78034
Bush Hill Park,BHK,London Overground,E14001225,Enfield North,-0.06922,51.64152
Bushey,BSH,London Overground,E14001568,Watford,-0.38532,51.64575
Butlers Lane,BUL,West Midlands Trains (West Midlands Railway),E14001535,Sutton Coldfield,-1.83802,52.59247
Buxted,BXD,Govia Thameslink Railway (Southern),E14001212,East Grinstead and Uckfield,0.13144,50.99001
Buxton,BUX,Northern Trains,E14001287,High Peak,-1.91286,53.26072
Byfleet and New Haw,BFN,South Western Railway,E14001456,Runnymede and Weybridge,-0.48139,51.3498
Bynea,BYE,TfW Rail,W07000098,Llanelli,-4.09888,51.67204
Cadoxton,CAD,TfW Rail,W07000110,Vale of Glamorgan,-3.2489,51.41228
Caergwrle,CGW,TfW Rail,W07000082,Alyn and Deeside,-3.03291,53.10787
Caerphilly,CPH,TfW Rail,W07000088,Caerphilly,-3.21848,51.57158
Caersws,CWS,TfW Rail,W07000102,Montgomeryshire and Glyndwr,-3.4325,52.51613
Caldercruix,CAC,ScotRail,S14000063,Airdrie and Shotts,-3.88771,55.88795
Caldicot,CDT,TfW Rail,W07000101,Monmouthshire,-2.76057,51.58479
Caledonian Road and Barnsbury,CIR,London Overground,E14001306,Islington South and Finsbury,-0.11673,51.54304
Calstock,CSK,Great Western Railway,E14001486,South East Cornwall,-4.20899,50.4978
Cam and Dursley,CDU,Great Western Railway,E14001529,Stroud,-2.35908,51.71762
Camberley,CAM,South Western Railway,E14001532,Surrey Heath,-0.74427,51.33633
Camborne,CBN,Great Western Railway,E14001148,Camborne and Redruth,-5.29741,50.21044
Cambridge,CBG,Greater Anglia,E14001149,Cambridge,0.13746,52.19407
Cambridge Heath,CBH,London Overground,E14001086,Bethnal Green and Stepney,-0.05728,51.53197
Cambridge North,CMB,Greater Anglia,E14001224,Ely and East Cambridgeshire,0.15848,52.22448
Cambuslang,CBL,ScotRail,S14000104,Rutherglen,-4.17301,55.81961
Camden Road,CMD,London Overground,E14001290,Holborn and St Pancras,-0.1387,51.54179
Camelon,CMO,ScotRail,S14000083,Falkirk,-3.81761,56.0061
Cameron Bridge,CBX,,S14000100,North East Fife,-3.050699 ,56.189862
Canada Water,ZCW,London Underground,E14001085,Bermondsey and Old Southwark,-0.04972,51.49799
Canary Wharf,CWX,Elizabeth line,E14001430,Poplar and Limehouse,-0.01947,51.50358
Canley,CNL,West Midlands Trains (West Midlands Railway),E14001182,Coventry South,-1.54757,52.39924
Cannock,CAO,West Midlands Trains (West Midlands Railway),E14001150,Cannock Chase,-2.02215,52.68616
Cannon Street,CST,Network Rail,E14001172,Cities of London and Westminster,-0.09029,51.51138
Canonbury,CNN,London Overground,E14001305,Islington North,-0.09219,51.54873
Canterbury East,CBE,Southeastern,E14001151,Canterbury,1.07597,51.27426
Canterbury West,CBW,Southeastern,E14001151,Canterbury,1.0753,51.28427
Cantley,CNY,Greater Anglia,E14001136,Broadland and Fakenham,1.51341,52.57874
Capenhurst,CPU,Merseyrail,E14001163,Chester North and Neston,-2.94229,53.26018
Carbis Bay,CBB,Great Western Railway,E14001511,St Ives,-5.46326,50.19706
Cardenden,CDD,ScotRail,S14000090,Glenrothes and Mid Fife,-3.26164,56.14126
Cardiff Bay,CDB,TfW Rail,W07000091,Cardiff South and Penarth,-3.1664,51.46711
Cardiff Central,CDF,TfW Rail,W07000091,Cardiff South and Penarth,-3.1793,51.47603
Cardiff Queen Street,CDQ,TfW Rail,W07000089,Cardiff East,-3.17018,51.48197
Cardonald,CDO,ScotRail,S14000101,Paisley and Renfrewshire North,-4.34069,55.85257
Cardross,CDR,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-4.65307,55.96038
Carfin,CRF,ScotRail,S14000099,"Motherwell, Wishaw and Carluke",-3.95625,55.80734
Cark and Cartmel,CAK,Northern Trains,E14001580,Westmorland and Lonsdale,-2.97406,54.17796
Carlisle,CAR,Avanti West Coast,E14001152,Carlisle,-2.93319,54.89065
Carlton,CTO,East Midlands Railway,E14001245,Gedling,-1.07866,52.96509
Carluke,CLU,ScotRail,S14000099,"Motherwell, Wishaw and Carluke",-3.84893,55.73127
Carmarthen,CMN,TfW Rail,W07000087,Caerfyrddin,-4.30596,51.85336
Carmyle,CML,ScotRail,S14000084,Glasgow East,-4.15818,55.83434
Carnforth,CNF,Northern Trains,E14001372,Morecambe and Lunesdale,-2.77123,54.12968
Carnoustie,CAN,ScotRail,S14000066,Arbroath and Broughty Ferry,-2.7066,56.50057
Carntyne,CAY,ScotRail,S14000084,Glasgow East,-4.17857,55.85488
Carpenders Park,CPK,London Overground,E14001496,South West Hertfordshire,-0.38594,51.62835
Carrbridge,CAG,ScotRail,S14000098,"Moray West, Nairn and Strathspey",-3.8282,57.27951
Carshalton,CSH,Govia Thameslink Railway (Southern),E14001153,Carshalton and Wallington,-0.16637,51.36845
Carshalton Beeches,CSB,Govia Thameslink Railway (Southern),E14001153,Carshalton and Wallington,-0.1698,51.35741
Carstairs,CRS,ScotRail,S14000074,"Dumfriesshire, Clydesdale and Tweeddale",-3.66847,55.69105
Cartsdyke,CDY,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.73159,55.94222
Castle Bar Park,CBP,Great Western Railway,E14001208,Ealing North,-0.33155,51.52293
Castle Cary,CLC,Great Western Railway,E14001247,Glastonbury and Somerton,-2.52279,51.09982
Castleford,CFD,Northern Trains,E14001428,"Pontefract, Castleford and Knottingley",-1.35465,53.72408
Castleton (Manchester),CAS,Northern Trains,E14001286,Heywood and Middleton North,-2.17823,53.59185
Castleton Moor,CSM,Northern Trains,E14001461,Scarborough and Whitby,-0.94665,54.46714
Caterham,CAT,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.07831,51.28214
Catford,CTF,Govia Thameslink Railway (Thameslink),E14001331,Lewisham East,-0.02632,51.44441
Catford Bridge,CFB,Southeastern,E14001331,Lewisham East,-0.02479,51.44474
Cathays,CYS,TfW Rail,W07000091,Cardiff South and Penarth,-3.17868,51.4889
Cathcart,CCT,ScotRail,S14000087,Glasgow South,-4.26054,55.81767
Cattal,CTL,Northern Trains,E14001582,Wetherby and Easingwold,-1.32054,53.99744
Causeland,CAU,Great Western Railway,E14001486,South East Cornwall,-4.46645,50.4057
Cefn-Y-Bedd,CYB,TfW Rail,W07000082,Alyn and Deeside,-3.03105,53.0988
Chadwell Heath,CTH,TfL Rail,E14001301,Ilford South,0.12896,51.56804
Chafford Hundred,CFH,c2c,E14001546,Thurrock,0.28745,51.48556
Chalfont and Latimer,CFO,London Underground,E14001162,Chesham and Amersham,-0.56053,51.66811
Chalkwell,CHW,c2c,E14001502,Southend West and Leigh,0.67059,51.53872
Chandlers Ford,CFR,South Western Railway,E14001220,Eastleigh,-1.38517,50.98368
Chapel-En-Le-Frith,CEF,Northern Trains,E14001287,High Peak,-1.91876,53.31223
Chapelton (Devon),CPN,Great Western Railway,E14001387,North Devon,-4.02472,51.01654
Chapeltown (South Yorkshire),CLN,Northern Trains,E14001423,Penistone and Stocksbridge,-1.46628,53.46234
Chappel and Wakes Colne,CWC,Greater Anglia,E14001273,Harwich and North Essex,0.7585,51.9259
Charing (Kent),CHG,Southeastern,E14001570,Weald of Kent,0.79033,51.2081
Charing Cross,CHX,Network Rail,E14001172,Cities of London and Westminster,-0.1248,51.50803
Charing Cross (Glasgow),CHC,ScotRail,S14000085,Glasgow North,-4.26982,55.86469
Charlbury,CBY,Great Western Railway,E14001072,Banbury,-1.48969,51.87243
Charlton,CTN,Southeastern,E14001257,Greenwich and Woolwich,0.03126,51.48681
Chartham,CRT,Southeastern,E14001151,Canterbury,1.01804,51.25726
Chassen Road,CSR,Northern Trains,E14001528,Stretford and Urmston,-2.36823,53.44616
Chatelherault,CTE,ScotRail,S14000092,Hamilton and Clyde Valley,-4.00468,55.76522
Chatham,CTM,Southeastern,E14001157,Chatham and Aylesford,0.52115,51.38038
Chathill,CHT,Northern Trains,E14001397,North Northumberland,-1.70638,55.53673
Cheadle Hulme,CHU,Northern Trains,E14001158,Cheadle,-2.1883,53.37593
Cheam,CHE,Govia Thameslink Railway (Southern),E14001534,Sutton and Cheam,-0.21417,51.35548
Cheddington,CED,West Midlands Trains (London Northwestern Railway),E14001071,Aylesbury,-0.66215,51.85792
Chelford (Cheshire),CEL,Northern Trains,E14001539,Tatton,-2.28058,53.27031
Chelmsford,CHM,Greater Anglia,E14001159,Chelmsford,0.46857,51.73637
Chelsfield,CLD,Southeastern,E14001417,Orpington,0.10907,51.35625
Cheltenham Spa,CNM,Great Western Railway,E14001161,Cheltenham,-2.09962,51.8974
Chepstow,CPW,TfW Rail,W07000101,Monmouthshire,-2.67191,51.64018
Cherry Tree,CYT,Northern Trains,E14001102,Blackburn,-2.51838,53.73287
Chertsey,CHY,South Western Railway,E14001456,Runnymede and Weybridge,-0.50932,51.38707
Cheshunt,CHN,Greater Anglia,E14001139,Broxbourne,-0.02396,51.70287
Chessington North,CSN,South Western Railway,E14001312,Kingston and Surbiton,-0.3007,51.36404
Chessington South,CSS,South Western Railway,E14001312,Kingston and Surbiton,-0.30816,51.35655
Chester,CTR,TfW Rail,E14001163,Chester North and Neston,-2.87959,53.1967
Chester Road,CRD,West Midlands Trains (West Midlands Railway),E14001535,Sutton Coldfield,-1.83248,52.53565
Chester-Le-Street,CLS,Northern Trains,E14001389,North Durham,-1.57802,54.8546
Chesterfield,CHD,East Midlands Railway,E14001165,Chesterfield,-1.42012,53.23822
Chestfield and Swalecliffe,CSW,Southeastern,E14001151,Canterbury,1.06693,51.36024
Chetnole,CNO,Great Western Railway,E14001575,West Dorset,-2.57293,50.86637
Chichester,CCH,Govia Thameslink Railway (Southern),E14001166,Chichester,-0.78175,50.83205
Chilham,CIL,Southeastern,E14001570,Weald of Kent,0.9759,51.24461
Chilworth,CHL,Great Western Railway,E14001249,Godalming and Ash,-0.52482,51.21521
Chingford,CHI,London Overground,E14001167,Chingford and Woodford Green,0.0099,51.63308
Chinley,CLY,Northern Trains,E14001287,High Peak,-1.94394,53.34029
Chippenham,CPM,Great Western Railway,E14001168,Chippenham,-2.11539,51.46249
Chipstead,CHP,Govia Thameslink Railway (Southern),E14001442,Reigate,-0.1695,51.30928
Chirk,CRK,TfW Rail,W07000102,Montgomeryshire and Glyndwr,-3.06564,52.93309
Chislehurst,CIT,Southeastern,E14001223,Eltham and Chislehurst,0.05742,51.40555
Chiswick,CHK,South Western Railway,E14001264,Hammersmith and Chiswick,-0.26784,51.48114
Cholsey,CHO,Great Western Railway,E14001197,Didcot and Wantage,-1.15802,51.5702
Chorley,CRL,Northern Trains,E14001170,Chorley,-2.62684,53.65254
Chorleywood,CLW,London Underground,E14001496,South West Hertfordshire,-0.51832,51.65425
Christchurch,CHR,South Western Railway,E14001171,Christchurch,-1.78455,50.73822
Christs Hospital,CHH,Govia Thameslink Railway (Southern),E14001294,Horsham,-0.36356,51.05068
Church and Oswaldtwistle,CTW,Northern Trains,E14001299,Hyndburn,-2.39121,53.75052
Church Fenton,CHF,Northern Trains,E14001582,Wetherby and Easingwold,-1.22759,53.8266
Church Stretton,CTT,TfW Rail,E14001493,South Shropshire,-2.80369,52.53742
Cilmeri,CIM,TfW Rail,W07000085,"Brecon, Radnor and Cwm Tawe",-3.45654,52.15053
City Thameslink,CTK,Govia Thameslink Railway (Thameslink),E14001172,Cities of London and Westminster,-0.10359,51.51393
Clacton-on-Sea,CLT,Greater Anglia,E14001174,Clacton,1.15409,51.794
Clandon,CLA,South Western Railway,E14001258,Guildford,-0.50277,51.264
Clapham (North Yorkshire),CPY,Northern Trains,E14001475,Skipton and Ripon,-2.41038,54.10539
Clapham High Street,CLP,London Overground,E14001175,Clapham and Brixton Hill,-0.13252,51.46548
Clapham Junction,CLJ,Network Rail,E14001081,Battersea,-0.17029,51.46419
Clapton,CPT,London Overground,E14001259,Hackney North and Stoke Newington,-0.05702,51.56164
Clarbeston Road,CLR,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.88355,51.85167
Clarkston,CKS,ScotRail,S14000021,East Renfrewshire,-4.27564,55.78935
Claverdon,CLV,West Midlands Trains (West Midlands Railway),E14001526,Stratford-on-Avon,-1.69656,52.27709
Claygate,CLG,South Western Railway,E14001230,Esher and Walton,-0.34825,51.36121
Cleethorpes,CLE,TransPennine Express,E14001255,Great Grimsby and Cleethorpes,-0.02922,53.5619
Cleland,CEA,ScotRail,S14000063,Airdrie and Shotts,-3.91024,55.80465
Clifton (Manchester),CLI,Northern Trains,E14001459,Salford,-2.31475,53.52249
Clifton Down,CFN,Great Western Railway,E14001131,Bristol Central,-2.61174,51.46455
Clitheroe,CLH,Northern Trains,E14001422,Pendle and Clitheroe,-2.39434,53.87347
