Area Code,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024
E14001014,97.448,96.615,96.088,96.796,97.706,98.027,97.602,97.764,97.273,91.840,97.915,97.308,97.326
E14001015,77.444,78.159,79.649,76.758,78.928,80.497,78.230,77.616,77.933,75.815,76.736,77.572,77.986
E14001016,96.614,97.160,98.008,97.935,96.285,97.548,97.832,98.018,97.479,96.091,96.261,96.532,97.653
E14001017,98.194,98.094,98.573,98.532,98.854,98.743,98.716,98.724,95.846,95.536,97.298,98.277,98.602
E14001018,97.187,97.307,97.458,97.600,97.444,97.357,97.493,97.454,94.192,94.305,95.640,96.272,97.272
E14001019,87.841,90.636,91.055,90.551,90.915,91.240,91.118,91.236,86.588,87.169,90.753,87.285,90.839
E14001020,96.383,97.730,95.847,98.378,98.027,98.187,97.977,98.270,96.721,95.147,97.424,96.877,97.490
E14001021,97.425,97.190,98.228,98.753,98.624,98.256,98.725,98.709,95.266,96.149,97.296,97.013,98.819
E14001022,92.389,93.047,92.891,93.872,93.165,93.305,93.063,94.163,91.836,85.324,92.920,93.186,92.469
E14001023,71.297,72.469,72.395,74.296,73.347,76.073,81.811,81.391,76.811,76.217,80.680,80.608,81.559
E14001024,93.761,92.286,93.862,94.274,94.686,93.855,94.598,94.862,94.245,88.378,91.975,93.854,94.548
E14001025,96.226,96.823,97.029,97.029,96.812,97.212,97.318,97.427,95.454,93.832,94.729,96.843,97.562
E14001026,88.494,88.849,89.372,89.255,90.400,88.812,89.490,89.601,86.832,85.729,88.183,88.005,88.634
E14001027,98.082,97.328,98.138,98.384,98.616,98.577,98.463,98.736,93.828,95.026,97.434,97.593,98.218
E14001028,97.385,97.376,97.547,97.170,97.220,97.526,97.599,97.045,95.631,93.510,96.677,95.706,96.980
E14001029,97.794,97.682,96.817,98.095,98.087,98.206,97.722,98.116,97.944,96.163,97.331,97.659,98.165
E14001030,95.453,96.291,96.916,97.521,97.162,97.337,96.623,97.626,96.754,95.762,96.278,97.437,95.808
E14001031,69.418,68.765,69.082,70.322,68.137,69.130,69.169,69.308,66.800,62.901,68.404,68.147,69.301
E14001032,98.672,98.141,98.708,98.737,98.522,98.666,98.808,99.082,98.173,98.140,98.247,97.554,98.638
E14001033,98.808,98.888,98.895,99.015,99.131,98.988,99.085,99.047,96.294,94.879,97.673,98.726,98.455
E14001034,70.876,70.977,69.967,71.312,71.424,71.981,71.233,71.327,69.791,69.209,71.771,71.008,72.698
E14001035,71.789,74.267,75.286,74.873,76.422,74.830,75.720,74.724,74.978,69.122,74.501,74.709,75.835
E14001036,97.692,98.166,99.144,98.259,98.900,99.015,99.028,98.535,97.447,97.313,98.015,97.397,96.107
E14001037,71.641,72.280,72.145,72.244,72.915,72.465,72.344,72.106,69.443,67.977,71.788,72.920,71.649
E14001038,93.724,98.225,98.234,98.462,98.272,98.500,98.692,98.351,97.768,96.688,94.044,95.440,98.456
E14001039,95.673,96.081,96.459,96.502,96.474,96.444,96.523,96.996,93.721,92.611,95.334,96.273,95.968
E14001040,96.903,96.401,97.344,96.664,97.478,96.943,97.625,92.749,96.222,94.344,97.805,97.387,98.087
E14001041,81.270,80.599,81.463,81.739,81.653,81.434,81.673,81.827,78.788,74.630,80.490,80.396,82.662
E14001042,97.976,96.700,96.912,99.143,99.025,98.646,99.036,96.602,97.335,93.262,97.048,96.263,97.664
E14001043,97.106,98.242,98.700,98.350,98.236,98.388,97.960,97.819,94.905,95.859,97.525,95.451,96.942
E14001044,92.981,96.432,97.281,96.786,97.605,97.612,95.893,97.908,95.485,93.316,97.486,93.614,96.181
E14001045,88.399,88.893,88.438,89.338,89.600,88.838,89.745,88.924,84.905,86.353,88.238,89.751,88.846
E14001046,70.619,72.511,69.500,71.561,73.079,72.438,74.231,73.127,73.703,70.707,73.660,75.045,75.948
E14001047,93.856,94.871,94.906,95.837,95.397,94.638,95.503,95.201,91.881,90.078,94.691,93.687,95.510
E14001048,75.450,73.408,76.257,71.262,74.203,75.516,74.808,74.638,73.550,70.503,73.975,74.732,72.394
E14001049,96.180,96.963,96.334,97.180,97.264,97.386,97.687,97.264,94.788,94.613,96.094,96.708,97.385
E14001050,94.861,96.089,96.318,96.368,97.285,97.262,96.506,97.183,95.955,95.298,94.225,95.328,97.148
E14001051,95.267,96.766,95.111,96.146,96.260,95.996,96.728,96.526,95.199,93.568,93.913,95.052,95.614
E14001052,92.330,92.739,92.428,93.432,93.435,93.966,92.754,93.798,93.830,89.811,92.188,93.004,94.096
E14001053,70.467,71.388,71.411,72.002,73.432,71.256,70.889,73.321,69.581,70.459,73.442,71.712,72.646
E14001054,97.677,98.338,98.512,98.738,98.371,98.495,98.393,98.473,95.700,95.234,96.831,97.943,98.272
E14001055,96.124,97.007,97.107,97.432,97.337,97.026,97.457,97.278,95.460,91.401,94.654,97.575,97.550
E14001056,96.997,96.906,97.556,95.762,97.680,97.538,97.584,97.492,94.320,94.239,96.002,97.427,97.172
E14001057,66.118,64.621,63.994,65.594,66.042,64.032,66.079,63.943,62.772,63.005,63.821,62.960,68.991
E14001058,85.719,86.460,85.559,85.972,85.745,85.662,85.925,86.035,80.950,80.841,85.292,84.216,84.956
E14001059,96.328,95.755,96.759,96.212,97.532,97.084,97.104,97.257,95.333,94.858,96.437,95.856,96.544
E14001060,86.493,86.481,86.620,86.709,87.760,86.551,87.678,86.883,86.246,84.508,83.625,87.024,86.724
E14001061,97.739,98.984,98.838,99.024,98.663,98.706,98.784,98.970,98.537,91.899,98.169,98.950,98.848
E14001062,83.094,83.349,82.160,79.042,83.636,83.245,82.934,84.005,78.006,81.074,82.857,81.827,83.504
