PCON24CD,PCON24NM,MP,Party,Party name,Share,Majority,Electorate,Turnout,Second
E14001323,"Leeds South","Hilary Benn",Lab,"Labour Party",54.0,11279,74726,42.4,Green
E14001324,"Leeds South West and Morley","Mark Sewards",Lab,"Labour Party",44.0,8423,71376,56.3,Con
E14001325,"Leeds West and Pudsey","Rachel Reeves",Lab,"Labour Party",49.3,12392,70069,54.9,Con
E14001326,"Leicester East","Shivani Raja",Con,"Conservative and Unionist Party",31.1,4426,76465,61.1,Lab
E14001327,"Leicester South","Shockat Adam",Ind,"Independent",35.2,979,70867,59.1,Lab
E14001328,"Leicester West","Liz Kendall",Lab,"Labour Party",44.6,8777,72848,48.6,Con
E14001329,"Leigh and Atherton","Jo Platt",Lab,"Labour and Co-operative Party",48.5,8881,76363,53.9,Ref
E14001330,"Lewes","James MacCleary",LD,"Liberal Democrats",50.6,12624,75091,70.8,Con
E14001331,"Lewisham East","Janet Daby",Lab,"Labour Party",58.2,18073,71706,56.7,Green
E14001332,"Lewisham North","Vicky Foxcroft",Lab,"Labour Party",57.7,15782,73504,60.1,Green
E14001333,"Lewisham West and East Dulwich","Ellie Reeves",Lab,"Labour Party",59.0,18397,69904,66.4,Green
E14001334,"Leyton and Wanstead","Calvin Bailey",Lab,"Labour Party",47.5,13964,73366,59.6,Green
E14001335,"Lichfield","Dave Robertson",Lab,"Labour Party",35.1,810,74942,65.5,Con
E14001336,"Lincoln","Hamish Falconer",Lab,"Labour Party",43.8,8793,74128,56.9,Con
E14001337,"Liverpool Garston","Maria Eagle",Lab,"Labour Party",58.4,20104,70372,59.7,Ref
E14001338,"Liverpool Riverside","Kim Johnson",Lab,"Labour Party",61.9,14793,71380,45.4,Green
E14001339,"Liverpool Walton","Dan Carden",Lab,"Labour Party",70.6,20245,69317,53.2,Ref
E14001340,"Liverpool Wavertree","Paula Barker",Lab,"Labour Party",58.0,16304,71076,56.0,Green
E14001341,"Liverpool West Derby","Ian Byrne",Lab,"Labour Party",66.6,20423,69934,54.3,Ref
E14001342,"Loughborough","Jeevun Sandher",Lab,"Labour Party",40.8,4960,73902,57.2,Con
E14001343,"Louth and Horncastle","Victoria Atkins",Con,"Conservative and Unionist Party",37.5,5506,75959,61.2,Ref
E14001344,"Lowestoft","Jessica Asato",Lab,"Labour Party",34.6,2016,73967,56.5,Con
E14001345,"Luton North","Sarah Owen",Lab,"Labour Party",37.9,7510,74866,51.8,Con
E14001346,"Luton South and South Bedfordshire","Rachel Hopkins",Lab,"Labour Party",35.4,6858,76970,49.9,Con
E14001347,"Macclesfield","Tim Roca",Lab,"Labour Party",46.7,9120,75881,69.6,Con
E14001348,"Maidenhead","Joshua Peter Reynolds",LD,"Liberal Democrats",43.5,2963,73463,68.5,Con
E14001349,"Maidstone and Malling","Helen Grant",Con,"Conservative and Unionist Party",30.5,1674,73084,63.5,Lab
E14001350,"Makerfield","Josh Simons",Lab,"Labour Party",45.2,5399,76845,52.4,Ref
E14001351,"Maldon","John Whittingdale",Con,"Conservative and Unionist Party",38.9,6906,76794,64.9,Ref
E14001352,"Manchester Central","Lucy Powell",Lab,"Labour and Co-operative Party",50.8,13797,75311,52.7,Green
E14001353,"Manchester Rusholme","Afzal Khan",Lab,"Labour Party",51.9,8235,70692,41.1,Green
E14001354,"Manchester Withington","Jeff Smith",Lab,"Labour Party",52.9,13982,71614,58.3,Green
E14001355,"Mansfield","Steve Yemm",Lab,"Labour Party",39.1,3485,74680,55.0,Con
E14001356,"Melksham and Devizes","Brian Mathew",LD,"Liberal Democrats",39.1,2401,71823,71.3,Con
E14001357,"Melton and Syston","Edward Argar",Con,"Conservative and Unionist Party",38.1,5396,71615,64.2,Lab
E14001358,"Meriden and Solihull East","Saqib Bhatti",Con,"Conservative and Unionist Party",38.1,4584,74211,59.3,Lab
E14001359,"Mid Bedfordshire","Blake Stephenson",Con,"Conservative and Unionist Party",34.1,1321,71748,69.2,Lab
E14001360,"Mid Buckinghamshire","Greg Smith",Con,"Conservative and Unionist Party",37.3,5872,75415,71.5,LD
E14001361,"Mid Cheshire","Andrew Graham Cooper",Lab,"Labour Party",44.5,8927,69775,59.5,Con
E14001362,"Mid Derbyshire","Jonathan Peter Tom Davies",Lab,"Labour Party",36.5,1878,70085,67.8,Con
E14001363,"Mid Dorset and North Poole","Vikki Slade",LD,"Liberal Democrats",43.3,1352,74305,66.6,Con
E14001364,"Mid Leicestershire","Peter Bedford",Con,"Conservative and Unionist Party",36.9,2201,76173,63.1,Lab
E14001365,"Mid Norfolk","George Freeman",Con,"Conservative and Unionist Party",36.5,3054,75238,61.0,Lab
E14001366,"Mid Sussex","Alison Bennett",LD,"Liberal Democrats",39.6,6662,72255,73.8,Con
E14001367,"Middlesbrough and Thornaby East","Andy McDonald",Lab,"Labour Party",47.2,9192,71742,48.0,Ref
E14001368,"Middlesbrough South and East Cleveland","Luke Myer",Lab,"Labour Party",43.3,214,69967,54.4,Con
E14001369,"Milton Keynes Central","Emily Darlington",Lab,"Labour Party",42.3,7291,76708,62.2,Con
E14001370,"Milton Keynes North","Chris Curtis",Lab,"Labour Party",42.0,5430,70620,65.1,Con
E14001371,"Mitcham and Morden","Siobhain McDonagh",Lab,"Labour Party",55.4,18761,76877,58.9,Con
E14001372,"Morecambe and Lunesdale","Lizzi Collinge",Lab,"Labour Party",40.8,5815,76040,63.2,Con
E14001373,"New Forest East","Julian Lewis",Con,"Conservative and Unionist Party",38.5,8495,73823,61.3,Lab
E14001374,"New Forest West","Desmond Swayne",Con,"Conservative and Unionist Party",35.4,5600,71009,65.3,Lab
E14001375,"Newark","Robert Jenrick",Con,"Conservative and Unionist Party",39.2,3572,76478,69.9,Lab
E14001376,"Newbury","Lee Raymond James Dillon",LD,"Liberal Democrats",40.1,2377,71631,68.3,Con
E14001377,"Newcastle upon Tyne Central and West","Chi Onwurah",Lab,"Labour Party",45.6,11060,76822,53.8,Ref
E14001378,"Newcastle upon Tyne East and Wallsend","Mary Glindon",Lab,"Labour Party",50.1,12817,76421,55.4,Ref
E14001379,"Newcastle upon Tyne North","Catherine McKinnell",Lab,"Labour Party",50.3,17762,75146,64.7,Con
E14001380,"Newcastle-under-Lyme","Adam Jogee",Lab,"Labour Party",40.4,5069,70025,56.6,Con
E14001381,"Newton Abbot","Martin Wrigley",LD,"Liberal Democrats",31.7,2246,73885,65.0,Con
E14001382,"Newton Aycliffe and Spennymoor","Alan Strickland",Lab,"Labour Party",46.2,8839,72224,55.2,Ref
E14001383,"Normanton and Hemsworth","Jon Trickett",Lab,"Labour Party",47.5,6662,75388,48.2,Ref
E14001384,"North Bedfordshire","Richard Fuller",Con,"Conservative and Unionist Party",38.8,5414,76319,67.6,Lab
E14001385,"North Cornwall","Ben Maguire",LD,"Liberal Democrats",47.8,10767,75034,69.4,Con
E14001386,"North Cotswolds","Geoffrey Clifton-Brown",Con,"Conservative and Unionist Party",34.7,3357,70915,70.8,LD
E14001387,"North Devon","Ian Roome",LD,"Liberal Democrats",42.4,6744,76455,67.3,Con
E14001388,"North Dorset","Simon Hoare",Con,"Conservative and Unionist Party",36.6,1589,72109,68.9,LD
E14001389,"North Durham","Luke Akehurst",Lab,"Labour Party",39.8,5873,73079,56.9,Ref
E14001390,"North East Cambridgeshire","Steve Barclay",Con,"Conservative and Unionist Party",41.5,7189,71511,54.8,Ref
E14001391,"North East Derbyshire","Louise Jones",Lab,"Labour Party",38.4,1753,72344,63.4,Con
E14001392,"North East Hampshire","Alex Brewer",LD,"Liberal Democrats",38.1,634,73306,75.8,Con
E14001393,"North East Hertfordshire","Chris Hinchliff",Lab,"Labour Party",35.0,1923,76849,68.3,Con
E14001394,"North East Somerset and Hanham","Dan Norris",Lab,"Labour Party",40.6,5319,73113,69.9,Con
E14001395,"North Herefordshire","Ellie Chowns",Green,"Green Party",43.2,5894,70894,71.0,Con
E14001396,"North Norfolk","Steffan Aquarone",LD,"Liberal Democrats",41.4,2585,70719,66.5,Con
E14001397,"North Northumberland","David Smith",Lab,"Labour Party",36.6,5067,72541,67.3,Con
E14001398,"North Shropshire","Helen Morgan",LD,"Liberal Democrats",52.9,15311,77052,64.4,Con
E14001399,"North Somerset","Sadik Al-Hassan",Lab,"Labour Party",35.6,639,73963,72.7,Con
E14001400,"North Warwickshire and Bedworth","Rachel Margaret Taylor",Lab,"Labour Party",36.0,2198,70245,58.3,Con
E14001401,"North West Cambridgeshire","Sam Carling",Lab,"Labour Party",33.3,39,73556,60.4,Con
E14001402,"North West Essex","Kemi Badenoch",Con,"Conservative and Unionist Party",35.6,2610,76280,71.3,Lab
E14001403,"North West Hampshire","Kit Malthouse",Con,"Conservative and Unionist Party",35.0,3288,76004,66.9,Lab
E14001404,"North West Leicestershire","Amanda Hack",Lab,"Labour Party",34.7,1012,75373,64.4,Con
E14001405,"North West Norfolk","James Wild",Con,"Conservative and Unionist Party",36.1,4954,75200,59.3,Lab
E14001406,"Northampton North","Lucy Rigby",Lab,"Labour Party",43.5,9014,75713,55.2,Con
E14001407,"Northampton South","Mike Reader",Lab,"Labour Party",38.5,4071,71512,61.4,Con
E14001408,"Norwich North","Alice Macdonald",Lab,"Labour and Co-operative Party",45.4,10850,71441,64.1,Con
E14001409,"Norwich South","Clive Lewis",Lab,"Labour Party",47.6,13239,73301,61.5,Green
E14001410,"Nottingham East","Nadia Whittome",Lab,"Labour Party",53.6,15162,75327,48.3,Green
E14001411,"Nottingham North and Kimberley","Alex Norris",Lab,"Labour and Co-operative Party",47.1,9427,74515,47.0,Ref
E14001412,"Nottingham South","Lilian Greenwood",Lab,"Labour Party",47.4,10294,76076,43.2,Con
E14001413,"Nuneaton","Jodie Gosling",Lab,"Labour Party",36.9,3479,70335,58.6,Con
E14001414,"Old Bexley and Sidcup","Louie French",Con,"Conservative and Unionist Party",37.6,3548,74317,64.1,Lab
E14001415,"Oldham East and Saddleworth","Debbie Abrahams",Lab,"Labour Party",35.2,6357,72997,54.9,Ref
E14001416,"Oldham West, Chadderton and Royton","Jim McMahon",Lab,"Labour and Co-operative Party",34.3,4976,74183,52.0,Ind
E14001417,"Orpington","Gareth Bacon",Con,"Conservative and Unionist Party",38.0,5118,71571,64.4,Lab
E14001418,"Ossett and Denby Dale","Jade Botterill",Lab,"Labour Party",39.3,4542,71595,61.3,Con
E14001419,"Oxford East","Anneliese Dodds",Lab,"Labour and Co-operative Party",49.7,14465,72371,54.4,Green
E14001420,"Oxford West and Abingdon","Layla Moran",LD,"Liberal Democrats",50.9,14894,72004,63.9,Con
E14001421,"Peckham","Miatta Fahnbulleh",Lab,"Labour and Co-operative Party",58.8,15228,71176,54.5,Green
E14001422,"Pendle and Clitheroe","Jonathan James Hinder",Lab,"Labour Party",34.5,902,76941,60.8,Con
E14001423,"Penistone and Stocksbridge","Marie Tidball",Lab,"Labour Party",43.6,8739,71377,61.6,Con
E14001424,"Penrith and Solway","Markus Campbell-Savours",Lab,"Labour Party",40.6,5257,76720,64.2,Con
E14001425,"Peterborough","Andrew Pakes",Lab,"Labour and Co-operative Party",32.0,118,72273,57.9,Con
E14001426,"Plymouth Moor View","Fred Thomas",Lab,"Labour Party",41.2,5604,73378,58.4,Con
E14001427,"Plymouth Sutton and Devonport","Luke Pollard",Lab,"Labour and Co-operative Party",49.4,13328,73495,57.3,Ref
E14001428,"Pontefract, Castleford and Knottingley","Yvette Cooper",Lab,"Labour Party",47.5,6630,72751,49.4,Ref
E14001429,"Poole","Neil John Duncan-Jordan",Lab,"Labour Party",31.8,18,72162,61.7,Con
E14001430,"Poplar and Limehouse","Apsana Begum",Lab,"Labour Party",43.1,12560,75814,56.8,Green
E14001431,"Portsmouth North","Amanda Martin",Lab,"Labour Party",34.8,780,71844,57.9,Con
E14001432,"Portsmouth South","Stephen Morgan",Lab,"Labour Party",48.4,13155,74253,52.4,Ref
E14001433,"Preston","Mark Hendrick",Lab,"Labour and Co-operative Party",35.0,5291,72946,54.8,Ind
E14001434,"Putney","Fleur Anderson",Lab,"Labour Party",49.4,10941,73041,58.1,Con
E14001435,"Queen's Park and Maida Vale","Georgia Gould",Lab,"Labour Party",52.5,14913,75256,51.0,Green
E14001436,"Rawmarsh and Conisbrough","John Healey",Lab,"Labour Party",49.0,6908,69132,49.0,Ref
E14001437,"Rayleigh and Wickford","Mark Francois",Con,"Conservative and Unionist Party",37.0,5621,76585,62.6,Ref
E14001438,"Reading Central","Matt Rodda",Lab,"Labour Party",47.7,12637,73600,61.5,Con
E14001439,"Reading West and Mid Berkshire","Olivia Bailey",Lab,"Labour Party",35.0,1361,69999,66.5,Con
E14001440,"Redcar","Anna Turley",Lab,"Labour and Co-operative Party",41.0,3323,71331,53.6,Con
E14001441,"Redditch","Christopher James Bloore",Lab,"Labour Party",34.9,789,69921,60.6,Con
E14001442,"Reigate","Rebecca Paul",Con,"Conservative and Unionist Party",35.4,3187,76139,69.8,Lab
E14001443,"Ribble Valley","Maya Ellis",Lab,"Labour Party",34.9,856,75993,68.5,Con
E14001444,"Richmond and Northallerton","Rishi Sunak",Con,"Conservative and Unionist Party",47.5,12185,72744,66.7,Lab
E14001445,"Richmond Park","Sarah Olney",LD,"Liberal Democrats",55.4,17155,68103,75.6,Con
E14001446,"Rochdale","Paul Waugh",Lab,"Labour and Co-operative Party",32.8,1440,71697,55.4,Ind
E14001447,"Rochester and Strood","Lauren Rae Edwards",Lab,"Labour Party",36.2,2930,72155,59.0,Con
E14001448,"Romford","Andrew Rosindell",Con,"Conservative and Unionist Party",34.8,1463,73730,59.7,Lab
E14001449,"Romsey and Southampton North","Caroline Nokes",Con,"Conservative and Unionist Party",39.8,2191,73831,67.8,LD
E14001450,"Rossendale and Darwen","Andy MacNae",Lab,"Labour Party",40.9,5628,74593,59.8,Con
E14001451,"Rother Valley","Jake Richards",Lab,"Labour Party",38.5,998,70184,59.3,Con
E14001452,"Rotherham","Sarah Champion",Lab,"Labour Party",45.1,5490,75345,49.0,Ref
E14001453,"Rugby","John Anthony Slinger",Lab,"Labour Party",39.9,4428,74901,65.4,Con
E14001454,"Ruislip, Northwood and Pinner","David Simmonds",Con,"Conservative and Unionist Party",45.4,7581,72168,65.3,Lab
E14001455,"Runcorn and Helsby","Mike Amesbury",Lab,"Labour Party",52.9,14696,70950,59.5,Ref
E14001456,"Runnymede and Weybridge","Ben Spencer",Con,"Conservative and Unionist Party",38.2,7627,73778,65.4,LD
E14001457,"Rushcliffe","James William Naish",Lab,"Labour Party",43.8,7426,79160,72.9,Con
E14001458,"Rutland and Stamford","Alicia Kearns",Con,"Conservative and Unionist Party",43.7,10394,70864,68.5,Lab
E14001459,"Salford","Rebecca Long-Bailey",Lab,"Labour Party",53.2,15101,72169,55.0,Ref
E14001460,"Salisbury","John Glen",Con,"Conservative and Unionist Party",34.1,3807,70242,71.4,Lab
E14001461,"Scarborough and Whitby","Alison Hume",Lab,"Labour Party",40.2,5408,73862,59.9,Con
E14001462,"Scunthorpe","Nicholas Dakin",Lab,"Labour Party",39.7,3542,74263,52.6,Con
E14001463,"Sefton Central","Bill Esterson",Lab,"Labour Party",56.4,18282,74282,63.9,Con
E14001464,"Selby","Keir Mather",Lab,"Labour Party",46.3,10195,74761,65.8,Con
E14001465,"Sevenoaks","Laura Trott",Con,"Conservative and Unionist Party",36.7,5440,73684,67.7,LD
E14001466,"Sheffield Brightside and Hillsborough","Gill Furniss",Lab,"Labour Party",51.6,11600,71154,44.4,Green
E14001467,"Sheffield Central","Abtisam Mohamed",Lab,"Labour Party",52.1,8286,70453,45.1,Green
E14001468,"Sheffield Hallam","Olivia Blake",Lab,"Labour Party",46.3,8189,76637,67.3,LD
E14001469,"Sheffield Heeley","Louise Haigh",Lab,"Labour Party",55.2,15304,74614,51.5,Green
E14001470,"Sheffield South East","Clive Betts",Lab,"Labour Party",52.3,12458,76223,46.9,Con
E14001471,"Sherwood Forest","Michelle Welsh",Lab,"Labour Party",38.7,5443,76543,63.6,Con
E14001472,"Shipley","Anna Dixon",Lab,"Labour Party",45.0,8603,74095,65.2,Con
E14001473,"Shrewsbury","Julia Buckley",Lab,"Labour Party",44.5,11355,75139,68.6,Con
E14001474,"Sittingbourne and Sheppey","Kevin McKenna",Lab,"Labour Party",29.1,355,76818,53.4,Con
E14001475,"Skipton and Ripon","Julian Smith",Con,"Conservative and Unionist Party",35.2,1650,76758,69.6,Lab
E14001476,"Sleaford and North Hykeham","Caroline Johnson",Con,"Conservative and Unionist Party",35.7,4346,73380,66.2,Lab
E14001477,"Slough","Tan Dhesi",Lab,"Labour Party",33.9,3647,75287,57.5,Ind
E14001478,"Smethwick","Gurinder Singh Josan",Lab,"Labour Party",48.0,11188,72863,48.2,Ref
E14001479,"Solihull West and Shirley","Neil Shastri-Hurst",Con,"Conservative and Unionist Party",34.7,4620,70537,66.5,Lab
E14001480,"South Basildon and East Thurrock","James McMurdock",Ref,"Reform UK",30.8,98,73314,53.9,Lab
E14001481,"South Cambridgeshire","Pippa Heylings",LD,"Liberal Democrats",46.8,10641,77327,71.0,Con
E14001482,"South Cotswolds","Roz Savage",LD,"Liberal Democrats",43.9,4973,72865,71.8,Con
E14001483,"South Derbyshire","Samantha Niblett",Lab,"Labour Party",38.8,4168,71202,64.2,Con
E14001484,"South Devon","Caroline Voaden",LD,"Liberal Democrats",46.0,7127,71691,68.4,Con
E14001485,"South Dorset","Lloyd Hatton",Lab,"Labour Party",31.9,1048,76640,64.0,Con
E14001486,"South East Cornwall","Anna Gelderd",Lab,"Labour Party",31.8,1911,71734,68.7,Con
E14001487,"South Holland and The Deepings","John Hayes",Con,"Conservative and Unionist Party",38.0,6856,78473,58.5,Ref
E14001488,"South Leicestershire","Alberto Costa",Con,"Conservative and Unionist Party",35.6,5506,75634,67.9,Lab
E14001489,"South Norfolk","Ben Goldsborough",Lab,"Labour Party",35.0,2826,69837,71.0,Con
E14001490,"South Northamptonshire","Sarah Bool",Con,"Conservative and Unionist Party",35.7,3687,76555,70.1,Lab
E14001491,"South Ribble","Paul Andrew Foster",Lab,"Labour Party",42.5,6501,73420,63.6,Con
E14001492,"South Shields","Emma Lewell-Buck",Lab,"Labour Party",41.1,6653,68366,53.9,Ref
E14001493,"South Shropshire","Stuart Anderson",Con,"Conservative and Unionist Party",34.1,1624,77034,67.1,LD
E14001494,"South Suffolk","James Cartlidge",Con,"Conservative and Unionist Party",33.0,3047,71070,68.7,Lab
E14001495,"South West Devon","Rebecca Smith",Con,"Conservative and Unionist Party",34.3,2112,75371,69.3,Lab
E14001496,"South West Hertfordshire","Gagan Mohindra",Con,"Conservative and Unionist Party",34.1,4456,71552,67.4,LD
E14001497,"South West Norfolk","Terry Jermy",Lab,"Labour Party",26.7,630,72496,61.2,Con
E14001498,"South West Wiltshire","Andrew Murrison",Con,"Conservative and Unionist Party",33.8,3243,71551,64.5,Lab
E14001499,"Southampton Itchen","Darren Paffey",Lab,"Labour Party",41.5,6105,72150,52.7,Con
E14001500,"Southampton Test","Satvir Kaur",Lab,"Labour Party",44.5,9333,69960,51.2,Con
E14001501,"Southend East and Rochford","Bayo Alaba",Lab,"Labour Party",38.8,4027,70094,56.6,Con
E14001502,"Southend West and Leigh","David Edmund Burton-Sampson",Lab,"Labour Party",35.6,1949,76824,61.1,Con
E14001503,"Southgate and Wood Green","Bambos Charalambous",Lab,"Labour Party",51.1,15300,76034,60.1,Con
E14001504,"Southport","Patrick Brian Hurley",Lab,"Labour Party",38.3,5789,73641,61.2,Con
E14001505,"Spelthorne","Lincoln Jopp",Con,"Conservative and Unionist Party",30.4,1590,72897,63.3,Lab
E14001506,"Spen Valley","Kim Leadbeater",Lab,"Labour Party",39.2,6188,72169,56.9,Ref
E14001507,"St Albans","Daisy Cooper",LD,"Liberal Democrats",56.6,19834,70881,72.8,Con
E14001508,"St Austell and Newquay","Noah Law",Lab,"Labour Party",34.1,2470,74585,62.7,Con
E14001509,"St Helens North","David Baines",Lab,"Labour Party",52.6,12169,76082,53.2,Ref
E14001510,"St Helens South and Whiston","Marie Rimmer",Lab,"Labour Party",49.7,11945,70937,53.6,Ref
E14001511,"St Ives","Andrew George",LD,"Liberal Democrats",52.0,13786,70107,68.6,Con
E14001512,"St Neots and Mid Cambridgeshire","Ian Sollom",LD,"Liberal Democrats",36.9,4621,78115,67.7,Con
E14001513,"Stafford","Leigh Ingham",Lab,"Labour Party",40.3,4595,70537,65.2,Con
E14001514,"Staffordshire Moorlands","Karen Bradley",Con,"Conservative and Unionist Party",35.4,1175,70113,61.8,Lab
E14001515,"Stalybridge and Hyde","Jonathan Reynolds",Lab,"Labour and Co-operative Party",43.8,8539,72265,51.5,Ref
E14001516,"Stevenage","Kevin Bonavia",Lab,"Labour Party",41.4,6618,70370,60.7,Con
E14001517,"Stockport","Navendu Mishra",Lab,"Labour Party",49.9,15270,76625,57.0,Ref
E14001518,"Stockton North","Chris McDonald",Lab,"Labour Party",45.8,7939,69779,53.6,Ref
E14001519,"Stockton West","Matt Vickers",Con,"Conservative and Unionist Party",41.9,2139,70108,69.4,Lab
E14001520,"Stoke-on-Trent Central","Gareth Snell",Lab,"Labour and Co-operative Party",42.4,6409,70550,50.0,Ref
E14001521,"Stoke-on-Trent North","David Williams",Lab,"Labour Party",40.3,5082,69821,51.8,Con
E14001522,"Stoke-on-Trent South","Allison Gardner",Lab,"Labour Party",34.7,627,69831,58.6,Con
E14001523,"Stone, Great Wyrley and Penkridge","Gavin Williamson",Con,"Conservative and Unionist Party",46.5,5466,70701,60.5,Lab
E14001524,"Stourbridge","Cat Eccles",Lab,"Labour Party",38.5,3073,69840,57.1,Con
E14001525,"Stratford and Bow","Uma Kumaran",Lab,"Labour Party",44.1,11634,73849,58.8,Green
E14001526,"Stratford-on-Avon","Manuela Perteghella",LD,"Liberal Democrats",44.3,7122,72388,73.1,Con
E14001527,"Streatham and Croydon North","Steve Reed",Lab,"Labour and Co-operative Party",52.1,15603,76050,58.6,Green
E14001528,"Stretford and Urmston","Andrew Western",Lab,"Labour Party",49.2,16150,73212,62.8,Con
E14001529,"Stroud","Simon Joseph Opher",Lab,"Labour Party",46.4,11388,77905,70.9,Con
E14001530,"Suffolk Coastal","Jenny Riddell-Carpenter",Lab,"Labour Party",31.7,1070,72663,68.1,Con
E14001531,"Sunderland Central","Lewis Atkinson",Lab,"Labour Party",42.2,6073,76145,52.5,Ref
E14001532,"Surrey Heath","Al Pinkerton",LD,"Liberal Democrats",44.8,5640,70825,67.5,Con
E14001533,"Sussex Weald","Nus Ghani",Con,"Conservative and Unionist Party",34.1,6842,70075,70.2,LD
E14001534,"Sutton and Cheam","Luke Taylor",LD,"Liberal Democrats",36.9,3801,72302,65.8,Con
E14001535,"Sutton Coldfield","Andrew Mitchell",Con,"Conservative and Unionist Party",38.3,2543,74584,64.8,Lab
E14001536,"Swindon North","Will Stone",Lab,"Labour Party",40.6,4103,72163,61.2,Con
E14001537,"Swindon South","Heidi Alexander",Lab,"Labour Party",48.4,9606,72575,61.7,Con
E14001538,"Tamworth","Sarah Edwards",Lab,"Labour Party",45.3,1382,73644,46.0,Con
E14001539,"Tatton","Esther McVey",Con,"Conservative and Unionist Party",38.4,1136,75538,68.7,Lab
E14001540,"Taunton and Wellington","Gideon Amos",LD,"Liberal Democrats",48.4,11939,76049,66.1,Con
E14001541,"Telford","Shaun Davies",Lab,"Labour Party",44.7,8102,70768,57.6,Ref
E14001542,"Tewkesbury","Cameron Thomas",LD,"Liberal Democrats",42.7,6262,72426,67.0,Con
E14001543,"The Wrekin","Mark Pritchard",Con,"Conservative and Unionist Party",32.6,883,76143,65.7,Lab
E14001544,"Thirsk and Malton","Kevin Hollinrake",Con,"Conservative and Unionist Party",39.2,7550,76623,65.0,Lab
E14001545,"Thornbury and Yate","Claire Young",LD,"Liberal Democrats",39.0,3014,74935,71.2,Con
E14001546,"Thurrock","Jennifer Craft",Lab,"Labour Party",42.7,6474,73405,51.2,Ref
E14001547,"Tipton and Wednesbury","Antonia Bance",Lab,"Labour Party",36.9,3385,73820,43.1,Con
E14001548,"Tiverton and Minehead","Rachel Gilmour",LD,"Liberal Democrats",38.6,3507,70829,67.1,Con
E14001549,"Tonbridge","Tom Tugendhat",Con,"Conservative and Unionist Party",40.8,11166,73692,68.3,Lab
E14001550,"Tooting","Rosena Allin-Khan",Lab,"Labour Party",55.2,19487,76082,69.6,Con
E14001551,"Torbay","Steve Darling",LD,"Liberal Democrats",41.1,5349,75742,60.9,Con
E14001552,"Torridge and Tavistock","Geoffrey Cox",Con,"Conservative and Unionist Party",31.6,3950,74802,67.9,LD
E14001553,"Tottenham","David Lammy",Lab,"Labour Party",57.5,15434,75968,52.8,Green
E14001554,"Truro and Falmouth","Jayne Kirkham",Lab,"Labour and Co-operative Party",41.3,8151,73326,68.5,Con
E14001555,"Tunbridge Wells","Mike Martin",LD,"Liberal Democrats",43.6,8687,75213,72.1,Con
E14001556,"Twickenham","Munira Wilson",LD,"Liberal Democrats",56.3,21457,74980,71.5,Con
E14001557,"Tynemouth","Alan Campbell",Lab,"Labour Party",50.6,15455,73022,66.3,Con
E14001558,"Uxbridge and South Ruislip","Danny Boy Beales",Lab,"Labour Party",36.2,587,75042,61.2,Con
E14001559,"Vauxhall and Camberwell Green","Florence Eshalomi",Lab,"Labour and Co-operative Party",57.4,15112,69995,53.6,Green
E14001560,"Wakefield and Rothwell","Simon Lightwood",Lab,"Labour and Co-operative Party",43.7,9346,73968,55.0,Ref
E14001561,"Wallasey","Angela Eagle",Lab,"Labour Party",57.7,17996,73054,58.5,Ref
E14001562,"Walsall and Bloxwich","Valerie Vaz",Lab,"Labour Party",33.6,4914,74866,49.7,Ind
E14001563,"Walthamstow","Stella Creasy",Lab,"Labour and Co-operative Party",59.3,17996,76338,60.1,Green
E14001564,"Warrington North","Charlotte Nichols",Lab,"Labour Party",46.8,9190,72350,55.3,Ref
E14001565,"Warrington South","Sarah Hall",Lab,"Labour and Co-operative Party",46.7,11340,76639,64.8,Con
E14001566,"Warwick and Leamington","Matt Western",Lab,"Labour Party",48.7,12412,75440,65.2,Con
E14001567,"Washington and Gateshead South","Sharon Hodgson",Lab,"Labour Party",47.8,6913,70972,52.2,Ref
E14001568,"Watford","Matt Turmaine",Lab,"Labour Party",35.3,4723,70576,63.0,Con
E14001569,"Waveney Valley","Adrian Ramsay",Green,"Green Party",41.7,5594,70540,69.6,Con
E14001570,"Weald of Kent","Katie Jane Lotte Lam",Con,"Conservative and Unionist Party",39.8,8422,70110,72.3,Lab
E14001571,"Wellingborough and Rushden","Gen Kitchen",Lab,"Labour Party",40.3,5486,76669,57.4,Con
E14001572,"Wells and Mendip Hills","Tessa Munt",LD,"Liberal Democrats",46.9,11121,69843,72.1,Con
E14001573,"Welwyn Hatfield","Andrew Lewin",Lab,"Labour Party",41.0,3799,75259,64.4,Con
E14001574,"West Bromwich","Sarah Coombes",Lab,"Labour Party",46.2,9554,74026,49.3,Con
E14001575,"West Dorset","Edward Morello",LD,"Liberal Democrats",51.3,7789,75390,69.8,Con
E14001576,"West Ham and Beckton","James Edward Asser",Lab,"Labour Party",45.2,9254,70590,51.5,Ind
E14001577,"West Lancashire","Ashley Dalton",Lab,"Labour Party",50.5,13625,73652,60.0,Con
E14001578,"West Suffolk","Nick Timothy",Con,"Conservative and Unionist Party",34.3,3247,77149,59.8,Lab
E14001579,"West Worcestershire","Harriett Baldwin",Con,"Conservative and Unionist Party",36.2,6547,76638,71.4,LD
E14001580,"Westmorland and Lonsdale","Tim Farron",LD,"Liberal Democrats",62.7,21472,72322,68.5,Con
E14001581,"Weston-super-Mare","Dan Aldridge",Lab,"Labour Party",38.5,4409,70722,59.9,Con
E14001582,"Wetherby and Easingwold","Alec Shelbrooke",Con,"Conservative and Unionist Party",39.4,4846,71455,73.1,Lab
