Westminster Parliamentary constituencies Code,Westminster Parliamentary constituencies,Does not apply,Does not apply %,Straight or Heterosexual,Straight or Heterosexual %,Gay or Lesbian,Gay or Lesbian %,Bisexual,Bisexual %,All other sexual orientations,All other sexual orientations %,Not answered,Not answered %
E14000793,"Liverpool, Riverside",0,0.0,91623,83.0,3609,3.3,3881,3.5,745,0.7,10499,9.5
E14000794,"Liverpool, Walton",0,0.0,68243,90.0,1346,1.8,919,1.2,237,0.3,5058,6.7
E14000795,"Liverpool, Wavertree",0,0.0,66223,87.2,1520,2.0,1494,2.0,400,0.5,6278,8.3
E14000796,"Liverpool, West Derby",0,0.0,69071,91.2,1134,1.5,672,0.9,189,0.2,4685,6.2
E14000797,Loughborough,0,0.0,81536,88.7,1292,1.4,1554,1.7,317,0.3,7177,7.8
E14000798,Louth and Horncastle,0,0.0,77576,90.0,980,1.1,701,0.8,164,0.2,6747,7.8
E14000799,Ludlow,0,0.0,66567,90.8,806,1.1,483,0.7,124,0.2,5309,7.2
E14000800,Luton North,0,0.0,73572,88.9,498,0.6,552,0.7,269,0.3,7855,9.5
E14000801,Luton South,0,0.0,83483,87.2,988,1.0,1243,1.3,495,0.5,9563,10.0
E14000802,Macclesfield,0,0.0,73031,91.7,900,1.1,734,0.9,188,0.2,4759,6.0
E14000803,Maidenhead,0,0.0,78932,90.9,985,1.1,673,0.8,180,0.2,6054,7.0
E14000804,Maidstone and The Weald,0,0.0,83151,90.5,1174,1.3,1033,1.1,294,0.3,6251,6.8
E14000805,Makerfield,0,0.0,75639,92.5,1062,1.3,618,0.8,118,0.1,4295,5.3
E14000806,Maldon,0,0.0,72627,92.4,711,0.9,542,0.7,130,0.2,4590,5.8
E14000807,Manchester Central,0,0.0,104847,81.4,6523,5.1,4299,3.3,988,0.8,12137,9.4
E14000808,"Manchester, Gorton",0,0.0,78205,83.6,2292,2.5,2901,3.1,784,0.8,9368,10.0
E14000809,"Manchester, Withington",0,0.0,70948,84.8,2896,3.5,2874,3.4,567,0.7,6372,7.6
E14000810,Mansfield,0,0.0,81971,90.9,1211,1.3,970,1.1,224,0.2,5794,6.4
E14000811,Meon Valley,0,0.0,75131,92.1,863,1.1,700,0.9,150,0.2,4689,5.8
E14000812,Meriden,0,0.0,84001,91.8,1004,1.1,710,0.8,150,0.2,5643,6.2
E14000813,Mid Bedfordshire,0,0.0,90746,92.1,1123,1.1,932,0.9,185,0.2,5589,5.7
E14000814,Mid Derbyshire,0,0.0,64004,91.3,838,1.2,649,0.9,138,0.2,4491,6.4
E14000815,Mid Dorset and North Poole,0,0.0,64564,92.1,648,0.9,603,0.9,114,0.2,4197,6.0
E14000816,Mid Norfolk,0,0.0,83831,90.5,1043,1.1,947,1.0,181,0.2,6623,7.2
E14000817,Mid Sussex,0,0.0,85142,90.9,1259,1.3,1024,1.1,221,0.2,6027,6.4
E14000818,Mid Worcestershire,0,0.0,82156,91.7,982,1.1,765,0.9,167,0.2,5546,6.2
E14000819,Middlesbrough,0,0.0,67201,88.2,1303,1.7,1147,1.5,378,0.5,6153,8.1
E14000820,Middlesbrough South and East Cleveland,0,0.0,72102,91.7,999,1.3,601,0.8,151,0.2,4810,6.1
E14000821,Milton Keynes North,0,0.0,98900,89.6,1390,1.3,1392,1.3,438,0.4,8236,7.5
E14000822,Milton Keynes South,0,0.0,103183,90.1,1367,1.2,1414,1.2,339,0.3,8172,7.1
E14000823,Mitcham and Morden,0,0.0,79268,86.8,1321,1.4,1102,1.2,384,0.4,9242,10.1
E14000824,Mole Valley,0,0.0,73414,91.5,842,1.0,675,0.8,168,0.2,5164,6.4
E14000825,Morecambe and Lunesdale,0,0.0,66647,90.5,976,1.3,849,1.2,198,0.3,5005,6.8
E14000826,Morley and Outwood,0,0.0,77993,91.2,1528,1.8,898,1.0,239,0.3,4904,5.7
E14000827,New Forest East,0,0.0,69451,91.8,766,1.0,596,0.8,150,0.2,4668,6.2
E14000828,New Forest West,0,0.0,66418,90.8,696,1.0,582,0.8,101,0.1,5316,7.3
E14000829,Newark,0,0.0,79444,91.1,1051,1.2,928,1.1,203,0.2,5608,6.4
E14000830,Newbury,0,0.0,83380,90.9,1016,1.1,968,1.1,247,0.3,6153,6.7
E14000831,Newcastle upon Tyne Central,0,0.0,71852,86.6,1874,2.3,1818,2.2,506,0.6,6884,8.3
E14000832,Newcastle upon Tyne East,0,0.0,72832,84.5,2310,2.7,3048,3.5,604,0.7,7420,8.6
E14000833,Newcastle upon Tyne North,0,0.0,72324,91.2,1313,1.7,859,1.1,225,0.3,4582,5.8
E14000834,Newcastle-under-Lyme,0,0.0,66193,89.5,1096,1.5,1162,1.6,252,0.3,5274,7.1
E14000835,Newton Abbot,0,0.0,71262,90.4,1047,1.3,817,1.0,190,0.2,5554,7.0
E14000836,"Normanton, Pontefract and Castleford",0,0.0,87683,91.3,1496,1.6,990,1.0,205,0.2,5651,5.9
E14000837,North Cornwall,0,0.0,69478,89.8,810,1.0,720,0.9,183,0.2,6201,8.0
E14000838,North Devon,0,0.0,74190,90.3,913,1.1,807,1.0,204,0.2,6079,7.4
E14000839,North Dorset,0,0.0,74746,90.8,777,0.9,721,0.9,126,0.2,5937,7.2
E14000840,North Durham,0,0.0,66938,92.5,1009,1.4,700,1.0,152,0.2,3577,4.9
E14000841,North East Bedfordshire,0,0.0,91250,91.8,1078,1.1,1000,1.0,254,0.3,5786,5.8
E14000842,North East Cambridgeshire,0,0.0,89853,90.1,1087,1.1,1052,1.1,292,0.3,7428,7.4
E14000843,North East Derbyshire,0,0.0,71350,92.2,866,1.1,599,0.8,106,0.1,4493,5.8
E14000844,North East Hampshire,0,0.0,78915,92.5,927,1.1,722,0.8,168,0.2,4620,5.4
E14000845,North East Hertfordshire,0,0.0,76015,91.2,925,1.1,842,1.0,192,0.2,5376,6.4
E14000846,North East Somerset,0,0.0,72731,90.5,951,1.2,960,1.2,244,0.3,5495,6.8
E14000847,North Herefordshire,0,0.0,68655,90.3,735,1.0,627,0.8,145,0.2,5881,7.7
E14000848,North Norfolk,0,0.0,66395,89.3,1009,1.4,703,0.9,169,0.2,6103,8.2
E14000849,North Shropshire,0,0.0,83426,90.5,926,1.0,841,0.9,133,0.1,6864,7.4
E14000850,North Somerset,0,0.0,77809,91.7,893,1.1,786,0.9,180,0.2,5223,6.2
E14000851,North Swindon,0,0.0,87794,90.9,1247,1.3,1046,1.1,243,0.3,6209,6.4
E14000852,North Thanet,0,0.0,74178,90.3,1209,1.5,982,1.2,207,0.3,5598,6.8
E14000853,North Tyneside,0,0.0,81103,91.5,1595,1.8,1114,1.3,205,0.2,4655,5.2
E14000854,North Warwickshire,0,0.0,70564,91.8,887,1.2,634,0.8,149,0.2,4658,6.1
E14000855,North West Cambridgeshire,0,0.0,103566,91.0,1439,1.3,1221,1.1,295,0.3,7268,6.4
E14000856,North West Durham,0,0.0,71577,92.3,1044,1.3,687,0.9,146,0.2,4094,5.3
E14000857,North West Hampshire,0,0.0,85134,91.5,1065,1.1,1006,1.1,223,0.2,5588,6.0
E14000858,North West Leicestershire,0,0.0,78803,91.5,1072,1.2,866,1.0,201,0.2,5223,6.1
E14000859,North West Norfolk,0,0.0,74140,89.9,939,1.1,778,0.9,192,0.2,6400,7.8
E14000860,North Wiltshire,0,0.0,74898,91.3,892,1.1,877,1.1,192,0.2,5180,6.3
E14000861,Northampton North,0,0.0,65872,88.2,935,1.3,952,1.3,303,0.4,6593,8.8
E14000862,Northampton South,0,0.0,75215,87.5,1225,1.4,1354,1.6,470,0.5,7731,9.0
E14000863,Norwich North,0,0.0,67644,88.9,1236,1.6,1330,1.7,313,0.4,5594,7.3
E14000864,Norwich South,0,0.0,75529,83.6,2306,2.6,3769,4.2,891,1.0,7873,8.7
E14000865,Nottingham East,0,0.0,73284,82.7,1896,2.1,2782,3.1,635,0.7,10062,11.3
E14000866,Nottingham North,0,0.0,67973,88.9,1066,1.4,994,1.3,233,0.3,6199,8.1
E14000867,Nottingham South,0,0.0,84218,84.9,1795,1.8,2966,3.0,562,0.6,9656,9.7
E14000868,Nuneaton,0,0.0,73174,91.1,1086,1.4,884,1.1,190,0.2,5006,6.2
E14000869,Old Bexley and Sidcup,0,0.0,66628,91.3,773,1.1,563,0.8,188,0.3,4794,6.6
E14000870,Oldham East and Saddleworth,0,0.0,76068,90.4,1023,1.2,721,0.9,207,0.2,6147,7.3
E14000871,Oldham West and Royton,0,0.0,77085,90.4,838,1.0,648,0.8,243,0.3,6434,7.5
E14000872,Orpington,0,0.0,68146,91.2,760,1.0,520,0.7,128,0.2,5165,6.9
E14000873,Oxford East,0,0.0,88899,80.0,2637,2.4,4077,3.7,1054,0.9,14510,13.1
E14000874,Oxford West and Abingdon,0,0.0,78377,87.4,1381,1.5,1737,1.9,427,0.5,7745,8.6
E14000875,Pendle,0,0.0,67188,89.3,750,1.0,608,0.8,228,0.3,6448,8.6
E14000876,Penistone and Stocksbridge,0,0.0,68493,92.1,787,1.1,575,0.8,136,0.2,4413,5.9
E14000877,Penrith and The Border,0,0.0,65534,91.4,719,1.0,544,0.8,137,0.2,4802,6.7
E14000878,Peterborough,0,0.0,89989,88.3,1017,1.0,1195,1.2,514,0.5,9185,9.0
E14000879,"Plymouth, Moor View",0,0.0,70012,91.1,1250,1.6,959,1.2,209,0.3,4395,5.7
E14000880,"Plymouth, Sutton and Devonport",0,0.0,81454,85.6,2524,2.7,3141,3.3,638,0.7,7365,7.7
E14000881,Poole,0,0.0,74450,89.7,1433,1.7,980,1.2,220,0.3,5939,7.2
E14000882,Poplar and Limehouse,0,0.0,113503,83.9,4946,3.7,2903,2.1,767,0.6,13208,9.8
E14000883,Portsmouth North,0,0.0,72742,90.7,1228,1.5,1017,1.3,251,0.3,4974,6.2
E14000884,Portsmouth South,0,0.0,77026,85.0,2161,2.4,2653,2.9,629,0.7,8140,9.0
E14000885,Preston,0,0.0,66410,86.6,1366,1.8,1815,2.4,437,0.6,6692,8.7
E14000886,Pudsey,0,0.0,71667,91.0,1144,1.5,925,1.2,204,0.3,4799,6.1
E14000887,Putney,0,0.0,71585,86.3,2080,2.5,1383,1.7,303,0.4,7568,9.1
E14000888,Rayleigh and Wickford,0,0.0,76712,93.0,658,0.8,477,0.6,110,0.1,4522,5.5
E14000889,Reading East,0,0.0,85597,86.6,1592,1.6,2095,2.1,594,0.6,8907,9.0
E14000890,Reading West,0,0.0,80259,89.4,1148,1.3,1102,1.2,312,0.3,6945,7.7
E14000891,Redcar,0,0.0,65285,91.4,977,1.4,632,0.9,159,0.2,4382,6.1
E14000892,Redditch,0,0.0,68881,91.4,913,1.2,662,0.9,152,0.2,4792,6.4
E14000893,Reigate,0,0.0,77702,90.9,962,1.1,810,0.9,190,0.2,5846,6.8
E14000894,Ribble Valley,0,0.0,79079,92.2,877,1.0,681,0.8,128,0.1,5000,5.8
E14000895,Richmond (Yorks),0,0.0,81944,92.3,854,1.0,681,0.8,140,0.2,5192,5.8
E14000896,Richmond Park,0,0.0,84989,88.5,1694,1.8,1204,1.3,288,0.3,7847,8.2
E14000897,Rochdale,0,0.0,79714,90.5,926,1.1,785,0.9,211,0.2,6420,7.3
E14000898,Rochester and Strood,0,0.0,84745,90.5,1369,1.5,1045,1.1,248,0.3,6184,6.6
E14000899,Rochford and Southend East,0,0.0,76576,89.6,1470,1.7,1249,1.5,282,0.3,5918,6.9
E14000900,Romford,0,0.0,77420,90.8,878,1.0,672,0.8,271,0.3,6015,7.1
E14000901,Romsey and Southampton North,0,0.0,69114,89.9,956,1.2,1162,1.5,256,0.3,5374,7.0
E14000902,Rossendale and Darwen,0,0.0,73883,91.4,1159,1.4,783,1.0,183,0.2,4795,5.9
E14000903,Rother Valley,0,0.0,74856,92.5,880,1.1,646,0.8,130,0.2,4383,5.4
E14000904,Rotherham,0,0.0,65533,90.2,956,1.3,729,1.0,259,0.4,5205,7.2
E14000905,Rugby,0,0.0,79337,90.4,1012,1.2,926,1.1,250,0.3,6229,7.1
E14000906,"Ruislip, Northwood and Pinner",0,0.0,73363,90.4,625,0.8,489,0.6,190,0.2,6455,8.0
E14000907,Runnymede and Weybridge,0,0.0,81000,89.1,1208,1.3,1372,1.5,322,0.4,6998,7.7
E14000908,Rushcliffe,0,0.0,75996,91.1,1111,1.3,934,1.1,217,0.3,5151,6.2
E14000909,Rutland and Melton,0,0.0,82455,91.7,1000,1.1,752,0.8,171,0.2,5499,6.1
E14000910,Saffron Walden,0,0.0,87141,91.9,955,1.0,757,0.8,191,0.2,5779,6.1
E14000911,Salford and Eccles,0,0.0,92372,84.8,4981,4.6,2870,2.6,605,0.6,8071,7.4
E14000912,Salisbury,0,0.0,74790,90.6,1002,1.2,986,1.2,226,0.3,5571,6.7
E14000913,Scarborough and Whitby,0,0.0,73803,90.0,1202,1.5,901,1.1,231,0.3,5899,7.2
E14000914,Scunthorpe,0,0.0,65807,90.0,831,1.1,771,1.1,273,0.4,5459,7.5
E14000915,Sedgefield,0,0.0,65217,92.4,862,1.2,589,0.8,129,0.2,3759,5.3
E14000916,Sefton Central,0,0.0,66363,92.6,659,0.9,361,0.5,127,0.2,4124,5.8
E14000917,Selby and Ainsty,0,0.0,79792,92.2,907,1.0,723,0.8,159,0.2,4965,5.7
E14000918,Sevenoaks,0,0.0,71487,91.7,775,1.0,580,0.7,134,0.2,5009,6.4
E14000919,Sheffield Central,0,0.0,83725,82.1,2673,2.6,4293,4.2,1000,1.0,10263,10.1
E14000920,Sheffield South East,0,0.0,69087,90.6,867,1.1,729,1.0,243,0.3,5364,7.0
E14000921,"Sheffield, Brightside and Hillsborough",0,0.0,74412,88.5,1162,1.4,1092,1.3,446,0.5,6973,8.3
E14000922,"Sheffield, Hallam",0,0.0,65968,89.7,970,1.3,1419,1.9,303,0.4,4881,6.6
E14000923,"Sheffield, Heeley",0,0.0,66970,89.0,1238,1.6,1122,1.5,321,0.4,5633,7.5
E14000924,Sherwood,0,0.0,77989,91.5,1159,1.4,810,1.0,174,0.2,5085,6.0
E14000925,Shipley,0,0.0,72575,91.0,1066,1.3,877,1.1,210,0.3,5068,6.4
E14000926,Shrewsbury and Atcham,0,0.0,82317,90.2,1302,1.4,1153,1.3,219,0.2,6243,6.8
E14000927,Sittingbourne and Sheppey,0,0.0,89821,91.6,1312,1.3,943,1.0,251,0.3,5765,5.9
E14000928,Skipton and Ripon,0,0.0,78093,91.6,856,1.0,673,0.8,170,0.2,5477,6.4
E14000929,Sleaford and North Hykeham,0,0.0,91975,91.4,1055,1.0,912,0.9,195,0.2,6444,6.4
E14000930,Slough,0,0.0,100523,88.2,748,0.7,1059,0.9,397,0.3,11290,9.9
E14000931,Solihull,0,0.0,76445,92.1,761,0.9,542,0.7,123,0.1,5122,6.2
E14000932,Somerton and Frome,0,0.0,83604,90.3,964,1.0,962,1.0,205,0.2,6811,7.4
E14000933,South Basildon and East Thurrock,0,0.0,75705,91.8,883,1.1,711,0.9,180,0.2,4947,6.0
E14000934,South Cambridgeshire,0,0.0,89954,89.8,1343,1.3,1253,1.3,362,0.4,7266,7.3
E14000935,South Derbyshire,0,0.0,79826,91.8,1132,1.3,746,0.9,162,0.2,5088,5.9
E14000936,South Dorset,0,0.0,71953,90.2,1066,1.3,857,1.1,193,0.2,5661,7.1
E14000937,South East Cambridgeshire,0,0.0,87152,89.8,1088,1.1,1294,1.3,347,0.4,7171,7.4
E14000938,South East Cornwall,0,0.0,70055,90.4,1004,1.3,761,1.0,189,0.2,5495,7.1
E14000939,South Holland and The Deepings,0,0.0,81507,89.7,820,0.9,753,0.8,203,0.2,7605,8.4
E14000940,South Leicestershire,0,0.0,82621,91.9,1127,1.3,775,0.9,161,0.2,5195,5.8
E14000941,South Norfolk,0,0.0,84571,91.0,1160,1.2,902,1.0,193,0.2,6083,6.5
E14000942,South Northamptonshire,0,0.0,93146,91.7,1113,1.1,935,0.9,221,0.2,6157,6.1
E14000943,South Ribble,0,0.0,75995,92.2,967,1.2,745,0.9,138,0.2,4611,5.6
E14000944,South Shields,0,0.0,60865,91.8,959,1.4,713,1.1,116,0.2,3634,5.5
E14000945,South Staffordshire,0,0.0,74825,92.8,756,0.9,508,0.6,98,0.1,4463,5.5
E14000946,South Suffolk,0,0.0,73819,91.1,877,1.1,674,0.8,162,0.2,5527,6.8
E14000947,South Swindon,0,0.0,80848,89.2,1168,1.3,1307,1.4,324,0.4,6964,7.7
E14000948,South Thanet,0,0.0,73674,89.7,1365,1.7,1066,1.3,282,0.3,5744,7.0
E14000949,South West Bedfordshire,0,0.0,83740,91.0,1058,1.1,876,1.0,203,0.2,6174,6.7
E14000950,South West Devon,0,0.0,71285,92.1,855,1.1,663,0.9,144,0.2,4481,5.8
E14000951,South West Hertfordshire,0,0.0,81546,91.6,871,1.0,689,0.8,205,0.2,5712,6.4
E14000952,South West Norfolk,0,0.0,82439,90.1,993,1.1,917,1.0,230,0.3,6966,7.6
E14000953,South West Surrey,0,0.0,79163,90.7,920,1.1,1059,1.2,237,0.3,5854,6.7
E14000954,South West Wiltshire,0,0.0,78549,90.5,1020,1.2,1012,1.2,217,0.2,6021,6.9
E14000955,"Southampton, Itchen",0,0.0,78601,87.4,2018,2.2,1930,2.1,453,0.5,6977,7.8
E14000956,"Southampton, Test",0,0.0,78161,86.6,1622,1.8,2150,2.4,580,0.6,7734,8.6
E14000957,Southend West,0,0.0,67400,90.4,1023,1.4,798,1.1,205,0.3,5119,6.9
E14000958,Southport,0,0.0,70944,90.6,1029,1.3,774,1.0,161,0.2,5383,6.9
E14000959,Spelthorne,0,0.0,75505,90.6,1088,1.3,704,0.8,161,0.2,5904,7.1
E14000960,St Albans,0,0.0,74476,90.8,947,1.2,791,1.0,208,0.3,5644,6.9
E14000961,St Austell and Newquay,0,0.0,80070,89.6,1188,1.3,1038,1.2,234,0.3,6837,7.7
E14000962,St Helens North,0,0.0,75452,92.0,1297,1.6,706,0.9,168,0.2,4431,5.4
E14000963,St Helens South and Whiston,0,0.0,79466,91.8,1360,1.6,770,0.9,174,0.2,4825,5.6
E14000964,St Ives,0,0.0,64567,89.5,1098,1.5,844,1.2,201,0.3,5460,7.6
E14000965,Stafford,0,0.0,74584,91.1,1132,1.4,899,1.1,165,0.2,5097,6.2
E14000966,Staffordshire Moorlands,0,0.0,59403,91.9,590,0.9,415,0.6,86,0.1,4118,6.4
E14000967,Stalybridge and Hyde,0,0.0,70877,90.9,1436,1.8,893,1.1,227,0.3,4534,5.8
E14000968,Stevenage,0,0.0,72563,90.8,1016,1.3,893,1.1,232,0.3,5226,6.5
E14000969,Stockport,0,0.0,64529,89.5,1614,2.2,1056,1.5,287,0.4,4581,6.4
E14000970,Stockton North,0,0.0,68069,90.8,1251,1.7,767,1.0,196,0.3,4648,6.2
E14000971,Stockton South,0,0.0,76592,92.2,1032,1.2,704,0.8,132,0.2,4620,5.6
E14000972,Stoke-on-Trent Central,0,0.0,61700,87.2,1208,1.7,1381,2.0,365,0.5,6131,8.7
E14000973,Stoke-on-Trent North,0,0.0,71049,89.7,972,1.2,812,1.0,173,0.2,6230,7.9
E14000974,Stoke-on-Trent South,0,0.0,65746,90.5,966,1.3,738,1.0,167,0.2,5026,6.9
E14000975,Stone,0,0.0,67470,92.2,756,1.0,554,0.8,107,0.1,4264,5.8
E14000976,Stourbridge,0,0.0,67271,90.5,863,1.2,678,0.9,149,0.2,5361,7.2
E14000977,Stratford-on-Avon,0,0.0,74786,91.5,924,1.1,677,0.8,146,0.2,5160,6.3
E14000978,Streatham,0,0.0,83291,83.8,4489,4.5,2137,2.1,644,0.6,8869,8.9
E14000979,Stretford and Urmston,0,0.0,73151,90.0,1619,2.0,940,1.2,286,0.4,5282,6.5
E14000980,Stroud,0,0.0,80578,90.3,1124,1.3,1030,1.2,280,0.3,6226,7.0
E14000981,Suffolk Coastal,0,0.0,79527,90.6,1055,1.2,778,0.9,171,0.2,6276,7.1
E14000982,Sunderland Central,0,0.0,73672,90.8,1332,1.6,943,1.2,236,0.3,4970,6.1
E14000983,Surrey Heath,0,0.0,83196,91.9,996,1.1,750,0.8,201,0.2,5407,6.0
E14000984,Sutton and Cheam,0,0.0,75008,89.9,919,1.1,783,0.9,228,0.3,6476,7.8
E14000985,Sutton Coldfield,0,0.0,72480,91.8,863,1.1,530,0.7,155,0.2,4912,6.2
E14000986,Tamworth,0,0.0,73847,92.3,870,1.1,696,0.9,161,0.2,4476,5.6
E14000987,Tatton,0,0.0,67562,92.0,939,1.3,521,0.7,127,0.2,4319,5.9
E14000988,Taunton Deane,0,0.0,90672,89.9,1274,1.3,1214,1.2,266,0.3,7397,7.3
E14000989,Telford,0,0.0,72647,90.2,1169,1.5,942,1.2,233,0.3,5532,6.9
E14000990,Tewkesbury,0,0.0,83572,91.5,1036,1.1,837,0.9,210,0.2,5657,6.2
E14000991,The Cotswolds,0,0.0,79735,91.4,998,1.1,772,0.9,178,0.2,5589,6.4
E14000992,The Wrekin,0,0.0,75662,90.4,965,1.2,923,1.1,208,0.2,5927,7.1
E14000993,Thirsk and Malton,0,0.0,78579,91.0,853,1.0,676,0.8,151,0.2,6052,7.0
E14000994,Thornbury and Yate,0,0.0,69582,91.3,825,1.1,777,1.0,204,0.3,4786,6.3
E14000995,Thurrock,0,0.0,91364,91.0,943,0.9,824,0.8,315,0.3,6963,6.9
E14000996,Tiverton and Honiton,0,0.0,79903,90.2,1024,1.2,833,0.9,203,0.2,6662,7.5
E14000997,Tonbridge and Malling,0,0.0,78660,91.8,783,0.9,758,0.9,166,0.2,5275,6.2
E14000998,Tooting,0,0.0,77593,86.5,2608,2.9,1764,2.0,398,0.4,7364,8.2
E14000999,Torbay,0,0.0,77039,89.2,1647,1.9,1074,1.2,215,0.2,6438,7.5
E14001000,Torridge and West Devon,0,0.0,78284,90.0,1048,1.2,789,0.9,194,0.2,6680,7.7
E14001001,Totnes,0,0.0,67116,89.7,914,1.2,786,1.1,248,0.3,5772,7.7
E14001002,Tottenham,0,0.0,92832,82.2,2885,2.6,2377,2.1,1030,0.9,13769,12.2
E14001003,Truro and Falmouth,0,0.0,74078,88.1,1284,1.5,1756,2.1,415,0.5,6545,7.8
E14001004,Tunbridge Wells,0,0.0,76726,90.7,985,1.2,913,1.1,217,0.3,5747,6.8
E14001005,Twickenham,0,0.0,84309,89.4,1689,1.8,1055,1.1,316,0.3,6915,7.3
E14001006,Tynemouth,0,0.0,76120,91.9,1330,1.6,878,1.1,199,0.2,4313,5.2
E14001007,Uxbridge and South Ruislip,0,0.0,79605,88.8,970,1.1,1009,1.1,329,0.4,7740,8.6
E14001008,Vauxhall,0,0.0,86284,81.1,7416,7.0,2590,2.4,685,0.6,9465,8.9
E14001009,Wakefield,0,0.0,73835,90.0,1345,1.6,984,1.2,272,0.3,5633,6.9
E14001010,Wallasey,0,0.0,64873,90.0,1365,1.9,891,1.2,212,0.3,4741,6.6
E14001011,Walsall North,0,0.0,70236,90.1,968,1.2,710,0.9,200,0.3,5829,7.5
E14001012,Walsall South,0,0.0,72346,89.0,838,1.0,715,0.9,249,0.3,7165,8.8
E14001013,Walthamstow,0,0.0,81978,84.6,2618,2.7,1884,1.9,770,0.8,9630,9.9
E14001014,Wansbeck,0,0.0,63587,92.3,891,1.3,605,0.9,129,0.2,3704,5.4
E14001015,Wantage,0,0.0,95522,91.0,1298,1.2,1224,1.2,306,0.3,6603,6.3
E14001016,Warley,0,0.0,69675,88.1,916,1.2,853,1.1,300,0.4,7313,9.3
E14001017,Warrington North,0,0.0,72964,91.6,1074,1.3,852,1.1,186,0.2,4604,5.8
E14001018,Warrington South,0,0.0,85575,92.0,1180,1.3,851,0.9,204,0.2,5227,5.6
E14001019,Warwick and Leamington,0,0.0,78370,89.6,1248,1.4,1510,1.7,366,0.4,5965,6.8
E14001020,Washington and Sunderland West,0,0.0,65837,92.9,966,1.4,570,0.8,126,0.2,3396,4.8
E14001021,Watford,0,0.0,91146,89.5,1090,1.1,1128,1.1,350,0.3,8103,8.0
E14001022,Waveney,0,0.0,77623,90.0,1115,1.3,966,1.1,211,0.2,6339,7.3
E14001023,Wealden,0,0.0,81800,90.9,1029,1.1,795,0.9,200,0.2,6201,6.9
E14001024,Weaver Vale,0,0.0,70111,92.0,1002,1.3,769,1.0,171,0.2,4150,5.4
E14001025,Wellingborough,0,0.0,84451,90.3,1035,1.1,979,1.0,271,0.3,6829,7.3
E14001026,Wells,0,0.0,80818,89.6,1035,1.1,995,1.1,247,0.3,7133,7.9
E14001027,Welwyn Hatfield,0,0.0,82631,89.1,1132,1.2,1357,1.5,376,0.4,7275,7.8
E14001028,Wentworth and Dearne,0,0.0,74891,91.9,1147,1.4,706,0.9,184,0.2,4542,5.6
E14001029,West Bromwich East,0,0.0,68042,89.7,728,1.0,688,0.9,172,0.2,6260,8.2
E14001030,West Bromwich West,0,0.0,70867,90.0,774,1.0,675,0.9,215,0.3,6176,7.8
E14001031,West Dorset,0,0.0,77416,89.8,1051,1.2,808,0.9,178,0.2,6726,7.8
E14001032,West Ham,0,0.0,125659,84.8,3485,2.4,2398,1.6,1075,0.7,15555,10.5
E14001033,West Lancashire,0,0.0,75996,90.6,1112,1.3,1160,1.4,256,0.3,5389,6.4
E14001034,West Suffolk,0,0.0,90217,90.4,1219,1.2,1088,1.1,325,0.3,6924,6.9
E14001035,West Worcestershire,0,0.0,75675,91.1,914,1.1,696,0.8,161,0.2,5627,6.8
E14001036,Westminster North,0,0.0,79980,84.1,2667,2.8,1276,1.3,421,0.4,10749,11.3
E14001037,Westmorland and Lonsdale,0,0.0,65776,90.6,805,1.1,686,0.9,155,0.2,5196,7.2
E14001038,Weston-Super-Mare,0,0.0,83972,89.6,1371,1.5,1226,1.3,253,0.3,6856,7.3
E14001039,Wigan,0,0.0,78325,91.5,1233,1.4,809,0.9,190,0.2,5028,5.9
E14001040,Wimbledon,0,0.0,71795,88.1,1677,2.1,1025,1.3,279,0.3,6679,8.2
E14001041,Winchester,0,0.0,75219,89.6,1037,1.2,1578,1.9,386,0.5,5715,6.8
E14001042,Windsor,0,0.0,80312,91.2,1180,1.3,706,0.8,173,0.2,5729,6.5
E14001043,Wirral South,0,0.0,55214,91.8,741,1.2,466,0.8,104,0.2,3613,6.0
E14001044,Wirral West,0,0.0,52594,91.9,641,1.1,415,0.7,99,0.2,3498,6.1
E14001045,Witham,0,0.0,72235,91.8,773,1.0,676,0.9,145,0.2,4879,6.2
E14001046,Witney,0,0.0,85888,91.6,1115,1.2,1007,1.1,208,0.2,5591,6.0
E14001047,Woking,0,0.0,81273,90.9,1070,1.2,931,1.0,297,0.3,5852,6.5
E14001048,Wokingham,0,0.0,86537,91.1,1087,1.1,981,1.0,230,0.2,6131,6.5
E14001049,Wolverhampton North East,0,0.0,64643,89.3,852,1.2,745,1.0,209,0.3,5914,8.2
E14001050,Wolverhampton South East,0,0.0,67773,89.3,767,1.0,751,1.0,262,0.3,6334,8.3
E14001051,Wolverhampton South West,0,0.0,63382,89.3,776,1.1,762,1.1,285,0.4,5781,8.1
E14001052,Worcester,0,0.0,76463,89.3,1341,1.6,1367,1.6,303,0.4,6133,7.2
E14001053,Workington,0,0.0,60191,91.8,716,1.1,532,0.8,113,0.2,4045,6.2
E14001054,Worsley and Eccles South,0,0.0,77082,90.7,1634,1.9,967,1.1,221,0.3,5075,6.0
E14001055,Worthing West,0,0.0,77134,89.2,1647,1.9,1121,1.3,290,0.3,6278,7.3
E14001056,Wycombe,0,0.0,80846,88.7,995,1.1,972,1.1,306,0.3,7990,8.8
E14001057,Wyre and Preston North,0,0.0,74074,91.8,995,1.2,569,0.7,126,0.2,4886,6.1
E14001058,Wyre Forest,0,0.0,76797,90.8,1030,1.2,718,0.8,173,0.2,5845,6.9
