ONSConstID,ConstituencyName,RegNationID,RegNationName,NatComparator,Con_num→Families with dependent children,Con_num→One-person households,Con_num→Other household types,Con_num→Other single-family households,Con_pc→Families with dependent children,Con_pc→One-person households,Con_pc→Other household types,Con_pc→Other single-family households,RN_pc→Families with dependent children,RN_pc→One-person households,RN_pc→Other household types,RN_pc→Other single-family households,Nat_pc→Families with dependent children,Nat_pc→One-person households,Nat_pc→Other household types,Nat_pc→Other single-family households
E14001201,Dorking & Horley,E12000008,South East,UK,10914,11029,1410,15772,0.278953,0.281891,0.036038,0.403119,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001202,Dover & Deal,E12000008,South East,UK,11489,14030,1637,17560,0.256933,0.313758,0.036609,0.392701,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001203,Droitwich & Evesham,E12000005,West Midlands,UK,11527,12178,1389,18807,0.262568,0.277397,0.031639,0.428395,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001204,Dudley,E12000005,West Midlands,UK,12853,12454,1205,15112,0.308789,0.299203,0.02895,0.36306,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001205,Dulwich & West Norwood,E12000007,London,UK,13140,13234,5072,12536,0.298759,0.300896,0.11532,0.285026,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001206,Dunstable & Leighton Buzzard,E12000006,East of England,UK,14140,11857,1676,16539,0.319823,0.268185,0.037908,0.374084,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001207,Ealing Central & Acton,E12000007,London,UK,14632,17570,6178,15624,0.270942,0.325346,0.114398,0.289312,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001208,Ealing North,E12000007,London,UK,17075,10897,3888,13342,0.377749,0.241073,0.086014,0.295164,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001209,Ealing Southall,E12000007,London,UK,15794,9444,4010,12071,0.382245,0.228563,0.09705,0.292141,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001210,Earley & Woodley,E12000008,South East,UK,13829,9121,1906,14050,0.355447,0.234437,0.04899,0.361127,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001211,Easington,E12000001,North East,UK,11386,14406,944,15648,0.268639,0.339892,0.022273,0.369196,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001212,East Grinstead & Uckfield,E12000008,South East,UK,11185,10540,1375,16596,0.281766,0.265518,0.034638,0.418078,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001213,East Ham,E12000007,London,UK,17860,6779,3865,8714,0.479875,0.182143,0.103847,0.234135,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001214,East Hampshire,E12000008,South East,UK,10180,10155,1180,16745,0.266074,0.265421,0.030841,0.437664,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001215,East Surrey,E12000008,South East,UK,12567,10765,1435,15208,0.314371,0.269294,0.035897,0.380438,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001216,East Thanet,E12000008,South East,UK,12585,15565,1939,16124,0.272325,0.33681,0.041958,0.348906,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001217,East Wiltshire,E12000009,South West,UK,12209,10114,1275,16214,0.306667,0.254044,0.032025,0.407264,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001218,East Worthing & Shoreham,E12000008,South East,UK,11749,12881,1849,16054,0.276233,0.302847,0.043472,0.377449,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001219,Eastbourne,E12000008,South East,UK,11112,16205,2158,16135,0.243631,0.355295,0.047314,0.353761,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001220,Eastleigh,E12000008,South East,UK,11559,10180,1441,15672,0.297514,0.26202,0.037089,0.403377,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001221,Edmonton & Winchmore Hill,E12000007,London,UK,17155,11627,2935,13677,0.377914,0.256135,0.064656,0.301296,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001222,Ellesmere Port & Bromborough,E12000002,North West,UK,11770,12903,1200,15776,0.282599,0.309803,0.028812,0.378786,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001223,Eltham & Chislehurst,E12000007,London,UK,14332,12264,2274,14562,0.329986,0.282372,0.052358,0.335283,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001224,Ely & East Cambridgeshire,E12000006,East of England,UK,12757,12543,1483,18046,0.284571,0.279796,0.033081,0.402552,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001225,Enfield North,E12000007,London,UK,18609,12173,2381,13848,0.395844,0.25894,0.050648,0.294569,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001226,Epping Forest,E12000006,East of England,UK,12982,11383,1621,15325,0.31425,0.275544,0.039239,0.370967,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001227,Epsom & Ewell,E12000008,South East,UK,14012,11056,1849,15727,0.328581,0.259263,0.043359,0.368797,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001228,Erewash,E12000004,East Midlands,UK,11152,13418,1178,16858,0.261747,0.314932,0.027648,0.395672,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001229,Erith & Thamesmead,E12000007,London,UK,18899,13967,3655,13097,0.38089,0.281491,0.073662,0.263957,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001230,Esher & Walton,E12000008,South East,UK,14502,10741,1429,14441,0.352736,0.261256,0.034757,0.351252,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001231,Exeter,E12000009,South West,UK,9087,13616,4355,13232,0.22554,0.33795,0.108091,0.328418,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001232,Exmouth & Exeter East,E12000009,South West,UK,11281,12230,1682,17587,0.263699,0.285881,0.039318,0.411103,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001233,Fareham & Waterlooville,E12000008,South East,UK,10596,12301,1443,18504,0.247315,0.287111,0.033681,0.431892,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001234,Farnham & Bordon,E12000008,South East,UK,12151,11040,1562,16258,0.296287,0.269196,0.038087,0.39643,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001235,Faversham & Mid Kent,E12000008,South East,UK,12208,10128,1390,16451,0.303855,0.252085,0.034596,0.409463,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001236,Feltham & Heston,E12000007,London,UK,17610,9803,3808,12441,0.403325,0.224521,0.087215,0.284938,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001237,Filton & Bradley Stoke,E12000009,South West,UK,13394,10862,2677,15392,0.316456,0.256634,0.063249,0.363662,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001238,Finchley & Golders Green,E12000007,London,UK,15610,15033,4304,14645,0.314768,0.303134,0.086789,0.295309,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001239,Folkestone & Hythe,E12000008,South East,UK,9648,13959,1575,15820,0.235305,0.340447,0.038412,0.385834,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001240,Forest of Dean,E12000009,South West,UK,9521,10977,1311,17285,0.243541,0.280785,0.033535,0.442139,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001241,Frome & East Somerset,E12000009,South West,UK,10822,10523,1336,15964,0.280036,0.272299,0.034571,0.413094,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001242,Fylde,E12000002,North West,UK,9830,15217,1128,18413,0.220463,0.34128,0.025298,0.412958,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001243,Gainsborough,E12000004,East Midlands,UK,10392,12680,1022,18251,0.245412,0.299445,0.024135,0.431007,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001244,Gateshead Central & Whickham,E12000001,North East,UK,10931,16012,1588,15779,0.246694,0.361363,0.035838,0.356105,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001245,Gedling,E12000004,East Midlands,UK,12114,13659,1299,17490,0.271845,0.306517,0.029151,0.392487,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001246,Gillingham & Rainham,E12000008,South East,UK,12789,11006,1877,15096,0.313701,0.269966,0.046041,0.37029,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001247,Glastonbury & Somerton,E12000009,South West,UK,9378,12161,1253,17243,0.234245,0.30376,0.031298,0.430698,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001248,Gloucester,E12000009,South West,UK,14161,15014,2300,17315,0.290244,0.307727,0.047141,0.354888,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001249,Godalming & Ash,E12000008,South East,UK,11413,11140,1318,16169,0.28504,0.278222,0.032917,0.403822,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001250,Goole & Pocklington,E12000003,Yorkshire and The Humber,UK,11867,12086,1128,19277,0.267527,0.272465,0.02543,0.434578,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001251,Gorton & Denton,E12000002,North West,UK,15544,13422,2360,12490,0.354756,0.306326,0.053862,0.285055,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001252,Gosport,E12000008,South East,UK,10766,13135,1427,16656,0.256431,0.312857,0.03399,0.396723,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001253,Grantham & Bourne,E12000004,East Midlands,UK,11522,12336,1259,17972,0.2674,0.286291,0.029219,0.41709,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001254,Gravesham,E12000008,South East,UK,13962,11212,1758,14790,0.334643,0.268731,0.042136,0.35449,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001255,Great Grimsby & Cleethorpes,E12000003,Yorkshire and The Humber,UK,13294,16622,1652,16659,0.275655,0.344662,0.034255,0.34543,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001256,Great Yarmouth,E12000006,East of England,UK,11235,14488,1561,17258,0.252233,0.325266,0.035045,0.387454,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001257,Greenwich & Woolwich,E12000007,London,UK,14056,15871,4696,14925,0.283684,0.320316,0.094777,0.301223,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001258,Guildford,E12000008,South East,UK,11180,10464,3405,13948,0.286689,0.268329,0.087315,0.357668,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001259,Hackney North & Stoke Newington,E12000007,London,UK,13962,13602,5503,11051,0.31647,0.30831,0.124733,0.250488,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001260,Hackney South & Shoreditch,E12000007,London,UK,11507,17021,7375,12967,0.235462,0.348291,0.150911,0.265336,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001261,Halesowen,E12000005,West Midlands,UK,11556,12099,1122,15036,0.290257,0.303896,0.028182,0.377666,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001262,Halifax,E12000003,Yorkshire and The Humber,UK,13752,15412,1347,15117,0.301394,0.337775,0.029521,0.331309,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001263,Hamble Valley,E12000008,South East,UK,12895,10636,1357,17449,0.30458,0.251223,0.032053,0.412146,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001264,Hammersmith & Chiswick,E12000007,London,UK,12489,19111,5775,14763,0.239537,0.366546,0.110763,0.283152,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001265,Hampstead & Highgate,E12000007,London,UK,13031,19635,4998,15378,0.245673,0.370178,0.094227,0.289921,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001266,"Harborough, Oadby & Wigston",E12000004,East Midlands,UK,11890,11602,1296,16220,0.289944,0.282921,0.031604,0.395533,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001267,Harlow,E12000006,East of England,UK,14810,12720,1987,15560,0.328548,0.282184,0.04408,0.345187,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001268,Harpenden & Berkhamsted,E12000006,East of England,UK,12848,10230,926,14508,0.33361,0.265632,0.024045,0.376714,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001269,Harrogate & Knaresborough,E12000003,Yorkshire and The Humber,UK,11559,14783,1337,17324,0.256849,0.328489,0.029709,0.384952,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001270,Harrow East,E12000007,London,UK,13505,7974,3700,13596,0.348292,0.205648,0.095423,0.350638,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001271,Harrow West,E12000007,London,UK,15748,9758,3399,13235,0.373707,0.231561,0.080659,0.314071,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001272,Hartlepool,E12000001,North East,UK,11280,13616,973,15061,0.275593,0.332665,0.023773,0.367969,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001273,Harwich & North Essex,E12000006,East of England,UK,10689,12689,1410,17206,0.254537,0.302162,0.033576,0.409725,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001274,Hastings & Rye,E12000008,South East,UK,11663,16581,2125,16534,0.248662,0.353517,0.045306,0.352515,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001275,Havant,E12000008,South East,UK,10551,12109,1468,16633,0.25885,0.297074,0.036015,0.408062,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001276,Hayes & Harlington,E12000007,London,UK,17484,8742,3273,11884,0.422493,0.211246,0.079091,0.28717,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001277,Hazel Grove,E12000002,North West,UK,11260,12468,1059,16287,0.274139,0.30355,0.025782,0.396529,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001278,Hemel Hempstead,E12000006,East of England,UK,13560,11778,1759,14745,0.324077,0.281488,0.042039,0.352397,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001279,Hendon,E12000007,London,UK,16581,12947,4553,14121,0.34399,0.268599,0.094456,0.292954,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001280,Henley & Thame,E12000008,South East,UK,10990,10332,1380,16646,0.279303,0.26258,0.035072,0.423046,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001281,Hereford & South Herefordshire,E12000005,West Midlands,UK,10706,13750,1633,16747,0.24993,0.320992,0.038122,0.390956,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001282,Herne Bay & Sandwich,E12000008,South East,UK,10397,13457,1545,17938,0.23991,0.31052,0.035651,0.413919,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001283,Hertford & Stortford,E12000006,East of England,UK,13582,12638,1669,16327,0.307174,0.285824,0.037747,0.369256,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001284,Hertsmere,E12000006,East of England,UK,13713,11312,1893,15022,0.326968,0.269719,0.045135,0.358179,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001285,Hexham,E12000001,North East,UK,9709,12538,828,18218,0.235124,0.303635,0.020052,0.441189,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001286,Heywood & Middleton North,E12000002,North West,UK,13192,12811,1314,14385,0.31634,0.307203,0.031509,0.344947,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001287,High Peak,E12000004,East Midlands,UK,10323,12944,1020,16486,0.253183,0.317465,0.025016,0.404336,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001288,Hinckley & Bosworth,E12000004,East Midlands,UK,11405,12144,1248,18056,0.266142,0.283388,0.029122,0.421347,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001289,Hitchin,E12000006,East of England,UK,12879,11119,1200,15554,0.316033,0.272845,0.029447,0.381674,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001290,Holborn & St Pancras,E12000007,London,UK,9424,18212,6054,11803,0.207153,0.400326,0.133076,0.259446,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001291,Honiton & Sidmouth,E12000009,South West,UK,8845,12643,1316,18436,0.214476,0.306571,0.031911,0.447041,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001292,Hornchurch & Upminster,E12000007,London,UK,13590,10969,1651,15754,0.323849,0.261391,0.039343,0.375417,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001293,Hornsey & Friern Barnet,E12000007,London,UK,12636,13626,3978,13317,0.290103,0.312831,0.091329,0.305738,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001294,Horsham,E12000008,South East,UK,12489,12106,1483,17370,0.287447,0.278632,0.034133,0.399788,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001295,Houghton & Sunderland South,E12000001,North East,UK,12341,14219,905,17408,0.275021,0.316872,0.020168,0.38794,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001296,Hove & Portslade,E12000008,South East,UK,11772,16261,3420,14619,0.255513,0.352948,0.074231,0.317308,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001297,Huddersfield,E12000003,Yorkshire and The Humber,UK,13637,16274,2074,14280,0.294758,0.351756,0.044828,0.308657,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001298,Huntingdon,E12000006,East of England,UK,12623,12820,1621,18580,0.276553,0.280869,0.035514,0.407064,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001299,Hyndburn,E12000002,North West,UK,11682,13076,1211,13769,0.293975,0.329056,0.030475,0.346494,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001300,Ilford North,E12000007,London,UK,15792,8444,2789,11988,0.404788,0.216441,0.071489,0.307281,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001301,Ilford South,E12000007,London,UK,18804,8310,3174,9663,0.470677,0.208005,0.079447,0.241871,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001302,Ipswich,E12000006,East of England,UK,14528,16533,2165,16100,0.294531,0.335178,0.043892,0.3264,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001303,Isle of Wight East,E12000008,South East,UK,6522,12034,1099,13302,0.197893,0.365142,0.033346,0.403616,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001304,Isle of Wight West,E12000008,South East,UK,7326,10450,1066,12977,0.23024,0.32842,0.033502,0.407838,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001305,Islington North,E12000007,London,UK,11146,16871,6333,13847,0.231258,0.350043,0.131399,0.2873,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001306,Islington South & Finsbury,E12000007,London,UK,11041,19240,7017,15058,0.210882,0.367484,0.134025,0.287608,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001307,Jarrow & Gateshead East,E12000001,North East,UK,11533,14576,981,15606,0.270119,0.34139,0.022977,0.365513,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001308,Keighley & Ilkley,E12000003,Yorkshire and The Humber,UK,11800,13365,1114,15573,0.281946,0.319339,0.026618,0.372097,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001309,Kenilworth & Southam,E12000005,West Midlands,UK,10488,10763,1074,17056,0.266321,0.273304,0.027273,0.433102,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001310,Kensington & Bayswater,E12000007,London,UK,12265,27380,6115,16706,0.196347,0.438319,0.097893,0.267442,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001311,Kettering,E12000004,East Midlands,UK,14018,12937,1737,17498,0.303485,0.280083,0.037605,0.378827,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001312,Kingston & Surbiton,E12000007,London,UK,14470,12914,3309,14959,0.316963,0.282879,0.072483,0.327675,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001313,Kingston upon Hull East,E12000003,Yorkshire and The Humber,UK,13368,14030,1280,15356,0.303583,0.318618,0.029068,0.348731,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001314,Kingston upon Hull North & Cottingham,E12000003,Yorkshire and The Humber,UK,13648,16349,2849,16301,0.277697,0.332655,0.057969,0.331678,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001315,Kingston upon Hull West & Haltemprice,E12000003,Yorkshire and The Humber,UK,12449,16814,1456,16905,0.261401,0.353058,0.030572,0.354968,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001316,Kingswinford & South Staffordshire,E12000005,West Midlands,UK,9519,10917,851,17094,0.248013,0.284437,0.022172,0.445377,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001317,Knowsley,E12000002,North West,UK,12108,12769,1358,13926,0.301487,0.317946,0.033814,0.346755,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001318,Lancaster & Wyre,E12000002,North West,UK,9440,12298,2520,14906,0.241038,0.314013,0.064345,0.380605,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001319,Leeds Central & Headingley,E12000003,Yorkshire and The Humber,UK,6966,14702,8632,9276,0.176016,0.371488,0.218112,0.234384,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001320,Leeds East,E12000003,Yorkshire and The Humber,UK,14768,14079,1732,15331,0.321672,0.306665,0.037726,0.333935,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001321,Leeds North East,E12000003,Yorkshire and The Humber,UK,12008,13068,1819,13184,0.299609,0.326056,0.045385,0.32895,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001322,Leeds North West,E12000003,Yorkshire and The Humber,UK,11428,11944,1032,15735,0.284711,0.297566,0.025711,0.392012,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001323,Leeds South,E12000003,Yorkshire and The Humber,UK,16426,19406,3297,14421,0.306741,0.36239,0.061569,0.2693,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001324,Leeds South West & Morley,E12000003,Yorkshire and The Humber,UK,11941,13128,1222,15905,0.282989,0.31112,0.02896,0.376931,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001325,Leeds West & Pudsey,E12000003,Yorkshire and The Humber,UK,12647,15011,1821,14738,0.286021,0.339485,0.041183,0.333311,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001326,Leicester East,E12000004,East Midlands,UK,16128,8752,2339,12507,0.405981,0.220309,0.058878,0.314832,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001327,Leicester South,E12000004,East Midlands,UK,12898,12307,4016,10940,0.321157,0.306442,0.099997,0.272403,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001328,Leicester West,E12000004,East Midlands,UK,16377,14117,3531,13477,0.344765,0.297188,0.074334,0.283714,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001329,Leigh & Atherton,E12000002,North West,UK,13520,15466,1242,17612,0.282608,0.323286,0.025961,0.368143,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001330,Lewes,E12000008,South East,UK,10145,13128,1494,17257,0.24141,0.312393,0.035551,0.410647,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001331,Lewisham East,E12000007,London,UK,15677,13629,3606,13118,0.340582,0.29609,0.07834,0.284988,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001332,Lewisham North,E12000007,London,UK,12921,15457,6152,14468,0.263704,0.315462,0.125556,0.295277,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001333,Lewisham West & East Dulwich,E12000007,London,UK,12986,11967,3697,12508,0.315516,0.290758,0.089824,0.303901,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001334,Leyton & Wanstead,E12000007,London,UK,14361,12029,4407,13236,0.326142,0.273181,0.100084,0.300592,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001335,Lichfield,E12000005,West Midlands,UK,10979,11864,974,17995,0.26258,0.283747,0.023295,0.430379,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001336,Lincoln,E12000004,East Midlands,UK,12288,15711,3733,16484,0.254853,0.325846,0.077423,0.341877,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001337,Liverpool Garston,E12000002,North West,UK,11483,13413,1315,14679,0.280827,0.328026,0.03216,0.358988,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001338,Liverpool Riverside,E12000002,North West,UK,10157,22077,4974,12570,0.204045,0.443509,0.099923,0.252521,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001339,Liverpool Walton,E12000002,North West,UK,13280,13997,1632,14165,0.308307,0.324952,0.037888,0.328853,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
