PCON10CD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
S14000034,39,38,26,37,26,20,31,26,39,24,23,19,23,15,18,11,15,16,5,22,25,15
S14000035,49,49,52,44,38,31,44,34,43,24,20,18,13,17,15,21,16,18,20,19,21,27
S14000036,55,42,42,42,42,31,33,28,29,21,21,26,25,16,20,13,24,19,16,28,18,12
S14000037,67,52,57,60,55,55,49,47,72,78,70,77,69,56,57,57,48,41,38,31,28,44
S14000038,38,38,36,35,28,31,33,30,36,25,22,24,23,12,16,18,16,14,17,28,14,15
S14000039,81,66,62,64,55,63,42,56,39,34,48,35,39,30,25,23,29,33,25,34,40,38
S14000040,48,53,58,51,59,32,40,19,50,26,35,28,29,22,20,24,23,25,31,26,27,29
S14000041,44,46,45,36,30,37,38,33,23,22,19,19,28,18,15,22,19,19,23,35,30,20
S14000042,71,54,48,45,49,28,36,43,43,41,30,35,30,22,33,25,32,24,24,35,35,24
S14000043,49,50,43,43,33,42,49,36,46,43,34,29,31,29,29,31,26,30,29,27,32,39
S14000044,48,41,40,40,47,49,45,46,36,37,37,40,39,26,18,37,33,29,33,42,31,35
S14000045,51,33,45,38,22,51,37,45,31,33,27,28,24,29,29,39,32,39,27,32,20,27
S14000046,52,56,47,43,42,34,34,28,44,32,31,26,38,43,43,34,33,26,20,26,23,16
S14000047,33,30,32,37,32,24,22,13,17,15,16,19,15,16,11,15,23,23,16,20,15,13
S14000048,47,54,49,54,51,45,41,34,35,37,22,31,31,26,27,30,25,35,26,42,26,27
S14000049,54,70,72,52,62,50,49,37,35,35,34,26,27,25,24,25,22,26,31,32,29,20
S14000050,93,99,90,85,71,65,82,66,62,53,53,41,48,40,33,32,35,34,39,42,31,46
S14000051,16,21,18,14,16,20,18,10,13,11,7,6,12,11,8,7,12,9,8,14,7,11
S14000052,59,53,46,46,43,38,31,31,33,40,29,32,29,24,23,15,22,19,24,34,12,24
S14000053,52,51,48,53,37,29,45,24,37,22,29,24,25,13,19,29,27,24,19,23,26,16
S14000054,82,92,70,83,69,74,66,58,68,61,50,51,53,50,46,31,33,42,44,44,31,35
S14000055,74,112,63,67,75,59,55,59,57,56,35,38,28,25,25,19,27,23,49,59,36,36
S14000056,50,43,37,38,28,27,40,21,26,28,19,11,18,13,22,14,23,17,8,22,15,20
S14000057,94,88,90,91,84,74,60,63,67,52,52,56,52,59,51,50,32,41,42,45,39,34
S14000058,54,55,50,49,58,60,45,43,82,93,81,57,74,65,66,42,51,37,40,33,31,29
S14000059,46,47,42,40,44,37,43,28,25,25,24,25,19,21,16,14,27,25,21,20,21,21
W07000041,32,25,28,31,18,28,26,26,28,43,26,31,30,24,36,25,23,26,33,32,19,23
W07000042,25,29,27,23,30,27,17,22,46,37,25,29,26,29,34,16,23,24,20,22,16,29
W07000043,28,27,27,36,28,25,23,35,46,35,34,43,26,37,37,30,24,16,26,25,21,22
W07000044,25,26,17,19,24,12,15,18,25,21,17,26,11,28,28,30,27,10,23,16,21,25
W07000045,62,55,48,49,51,28,25,28,31,24,18,30,29,25,31,27,27,24,31,35,15,30
W07000046,12,8,18,13,18,25,22,21,21,23,17,18,13,20,14,18,15,18,19,13,6,6
W07000047,25,15,26,25,23,33,38,20,27,20,27,26,20,24,25,22,28,18,16,9,12,9
W07000048,18,27,15,25,21,26,28,33,21,24,17,23,15,18,25,13,11,18,16,16,11,8
W07000049,21,23,30,23,16,27,37,29,23,29,20,15,11,16,26,19,18,13,15,14,5,7
W07000050,23,30,33,20,18,37,30,23,24,28,25,27,17,17,25,28,18,18,13,15,9,10
W07000051,26,20,25,17,24,19,25,23,12,9,14,12,15,12,13,23,14,17,9,16,5,12
W07000052,25,15,31,36,31,26,27,16,13,13,14,18,14,18,12,14,10,6,10,18,13,9
W07000053,22,26,33,21,15,24,23,20,12,16,13,14,9,19,18,3,14,10,16,19,27,20
W07000054,67,59,70,59,65,55,45,28,44,31,25,37,18,31,29,21,19,24,36,38,33,51
W07000055,34,35,34,28,30,13,12,26,24,21,17,15,17,27,20,18,14,17,31,24,27,20
W07000056,24,29,29,24,25,17,14,31,31,22,14,26,15,22,24,17,17,15,29,42,26,42
W07000057,23,22,17,19,19,14,13,21,31,23,23,28,26,18,32,25,20,14,34,23,17,14
W07000058,17,15,23,25,33,18,20,31,30,22,25,24,26,32,37,30,35,33,35,18,24,26
W07000059,43,37,29,32,29,17,29,41,33,38,27,34,38,42,33,43,34,33,33,47,24,36
W07000060,33,33,19,24,32,14,21,33,32,20,32,29,23,31,35,25,24,37,31,21,26,20
W07000061,52,51,53,56,47,21,39,35,58,41,45,45,45,43,50,29,39,43,44,40,30,37
W07000062,57,38,32,42,35,19,25,20,30,33,22,34,36,26,39,42,21,23,34,42,22,21
W07000063,57,81,54,70,57,61,48,44,46,43,34,55,57,46,54,50,62,50,42,52,37,44
W07000064,53,67,62,72,68,51,54,46,36,45,42,54,32,32,40,45,36,38,41,37,29,39
W07000065,55,50,55,53,41,44,44,46,59,42,30,37,29,25,29,37,34,42,37,51,26,34
W07000066,64,63,67,58,56,35,52,53,37,38,47,28,43,35,35,41,38,39,37,47,21,29
W07000067,69,62,59,60,62,48,41,32,36,45,37,42,47,45,32,44,59,34,42,46,22,30
W07000068,96,90,79,76,73,62,61,64,56,59,66,68,43,42,62,66,46,64,65,68,36,48
W07000069,26,23,24,23,14,20,26,28,21,13,22,18,18,15,13,21,19,15,17,8,5,13
W07000070,39,27,27,30,42,20,23,23,19,16,11,18,14,12,14,17,21,15,10,14,10,14
W07000071,22,16,19,26,15,19,16,27,17,18,23,16,20,16,27,20,11,19,15,18,14,12
W07000072,38,23,20,18,18,21,27,27,25,17,14,16,13,16,12,6,10,13,13,26,19,27
W07000073,26,18,16,23,24,24,23,19,28,16,14,25,13,15,13,18,24,21,10,16,7,8
W07000074,22,14,19,24,26,29,28,23,20,20,12,22,14,14,23,19,21,15,12,12,7,10
W07000075,21,33,27,37,40,21,26,25,22,15,17,13,13,29,21,21,26,10,7,19,2,10
W07000076,31,34,23,26,18,27,18,20,26,16,16,16,22,13,10,13,9,16,16,17,24,23
W07000077,31,29,25,14,26,26,26,33,25,17,13,11,7,25,11,15,14,14,24,23,27,20
W07000078,28,28,35,49,45,24,37,32,33,28,22,19,20,27,33,32,24,24,12,17,9,13
W07000079,21,18,16,25,17,26,18,19,19,17,16,16,11,19,20,22,24,22,14,23,9,7
W07000080,28,30,25,22,28,23,29,29,22,23,18,22,10,15,29,25,22,26,17,13,10,11
