ons_id,drought_day_change_2065,ann_rain_2019,max5day_rain_mm_change_2065,ann_rain_change_mmday_2065,warmest_dayofyear_change_oC_2065,ann_warming_oC_2065,number_heatwave_days_change_2065
E14000867,3.01222,0.143926,2.465821,-0.12062,6.692662,3.304031,16.89192
E14000868,3.027083,0.114749,5.262219,-0.10871,6.845393,3.31282,18.71408
E14000869,3.564755,0.079226,7.871071,-0.11299,6.448222,3.457554,21.73372
E14000870,2.376307,0.438927,7.129027,-0.06328,6.20572,3.192198,5.960178
E14000871,1.753162,0.426429,8.795093,0.045352,5.746796,3.193208,6.690165
E14000872,3.617144,0.049772,6.747414,-0.13238,6.868594,3.424347,21.55412
E14000873,3.234736,0.093308,4.693045,-0.10274,7.009414,3.411043,22.71302
E14000874,3.218804,0.075396,5.391031,-0.09899,7.04692,3.409364,23.17988
E14000875,2.599994,0.174214,7.72111,-0.0794,5.938727,3.115312,5.504469
E14000876,3.183964,0.303675,4.623568,-0.19158,6.282601,3.233422,6.397903
E14000877,1.986181,0.114768,10.16355,0.009638,5.709648,3.011822,4.01216
E14000878,3.361708,0.117707,3.78786,-0.11672,6.980817,3.342943,20.67989
E14000879,1.995012,0.208388,18.74002,0.026765,6.50981,3.154511,11.87219
E14000880,1.904267,0.078006,22.91461,0.058837,6.411032,3.151708,10.8218
E14000881,2.932414,0.209304,12.03612,-0.07596,6.589771,3.318925,18.37422
E14000882,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000883,2.464599,0.256103,16.36027,-0.00201,6.990446,3.426897,19.03842
E14000884,2.464599,0.256103,16.36027,-0.00201,6.990446,3.426897,19.03842
E14000885,1.50002,0.315359,10.65293,0.112705,5.441902,3.006998,5.946908
E14000886,3.100689,0.070876,3.530706,-0.12419,6.059224,3.220567,9.932926
E14000887,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000888,3.696704,0.04844,5.782451,-0.10885,6.304959,3.387306,18.15927
E14000889,3.528581,0.031159,4.739772,-0.11909,7.079511,3.459718,23.28647
E14000890,3.492783,0.055324,5.045895,-0.12584,7.139103,3.448853,22.75307
E14000891,3.791723,0.079471,-1.8307,-0.20489,5.647549,3.054164,6.039095
E14000892,3.205746,0.166874,5.53565,-0.1129,7.031903,3.31313,21.02157
E14000893,3.254816,0.10926,9.42624,-0.10604,6.94696,3.470163,21.09534
E14000894,1.637072,0.328066,12.83924,0.081078,5.663245,3.047703,4.953421
E14000895,3.053861,0.176255,3.939721,-0.15517,6.036457,3.113688,6.51315
E14000896,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000897,2.090908,0.459747,9.927871,0.000305,5.809871,3.190166,5.585099
E14000898,3.817257,0.000888,4.963155,-0.13936,5.787494,3.368802,16.97965
E14000899,3.860408,0.028763,4.713548,-0.11357,6.001654,3.335231,17.9061
E14000900,3.184135,0.090815,8.176123,-0.08763,6.047495,3.479979,20.98699
E14000901,3.049716,0.21285,7.920011,-0.091,7.171639,3.407873,23.138
E14000902,1.998014,0.291328,11.01817,0.034671,5.666033,3.120906,5.000973
E14000903,3.286263,0.105523,0.79516,-0.13495,6.605825,3.258251,15.28907
E14000904,3.260534,0.167708,2.551342,-0.168,6.470624,3.274353,11.49474
E14000905,3.274653,0.156549,6.095463,-0.10798,6.965727,3.332992,19.29767
E14000906,3.086439,0.057536,8.226425,-0.09162,6.096477,3.515941,22.02755
E14000907,3.69627,0.091248,7.220486,-0.12016,7.022824,3.471538,24.21546
E14000908,3.042234,0.113618,4.963294,-0.10463,6.817434,3.292987,18.55141
E14000909,3.364999,0.127672,4.270875,-0.12412,6.924221,3.32704,17.86671
E14000910,3.525579,0.07474,6.438191,-0.10179,6.920724,3.431748,22.91929
E14000911,1.625269,0.372689,8.64094,0.049331,5.457702,3.152782,7.395435
E14000912,3.333439,0.169671,7.481175,-0.12188,7.19333,3.368281,22.0437
E14000913,3.364489,0.128427,0.257595,-0.17129,5.71954,3.047715,6.115308
E14000914,3.015434,0.097662,1.76777,-0.09798,6.430372,3.197216,16.71331
E14000915,3.440822,0.150427,-0.47087,-0.16339,5.901918,3.061157,6.725157
E14000916,1.928705,0.206509,10.42871,-0.02204,5.00985,3.042784,6.31014
E14000917,3.008018,0.06054,2.401613,-0.08549,6.429048,3.18095,14.70397
E14000918,3.575286,0.050107,6.644706,-0.138,6.883844,3.41644,20.97658
E14000919,3.260534,0.167708,2.551342,-0.168,6.470624,3.274353,11.49474
E14000920,3.260534,0.167708,2.551342,-0.168,6.470624,3.274353,11.49474
E14000921,3.260534,0.167708,2.551342,-0.168,6.470624,3.274353,11.49474
E14000922,3.249863,0.229278,4.087411,-0.20597,6.303565,3.272107,6.909525
E14000923,3.266126,0.262582,2.620578,-0.17064,6.593826,3.260281,11.73116
E14000924,3.202328,0.177768,1.361244,-0.12991,6.666723,3.261234,17.8203
E14000925,3.073954,0.156085,2.972578,-0.14765,5.850445,3.205293,7.465912
E14000926,3.428263,0.169551,3.149642,-0.14475,6.666324,3.167189,13.69262
E14000927,3.752671,-0.02304,5.69181,-0.15332,6.424239,3.349581,17.67291
E14000928,2.448639,0.18881,8.918313,-0.04368,5.941216,3.112401,6.094985
E14000929,3.059461,0.09738,2.252248,-0.10562,6.81857,3.274822,18.48136
E14000930,3.292845,0.014262,6.825162,-0.10594,6.804093,3.472406,22.05839
E14000931,3.177552,0.255436,6.095442,-0.12755,6.841356,3.3357,17.10964
E14000932,3.286693,0.118995,6.929258,-0.13818,7.134622,3.27306,20.09774
E14000933,3.697886,0.054675,5.962298,-0.1142,6.24485,3.409815,18.78978
E14000934,3.530238,0.092615,5.949598,-0.10273,7.002029,3.411013,24.16924
E14000935,2.960762,0.188299,4.019508,-0.11488,6.793206,3.261035,17.65144
E14000936,2.650097,0.213345,14.04362,-0.05087,6.395744,3.266951,16.63551
E14000937,3.501085,0.086056,6.087735,-0.09704,7.000129,3.403946,23.30592
E14000938,2.545366,0.226306,9.197928,-0.12224,6.469111,3.082227,13.01653
E14000939,3.284448,0.092988,2.877091,-0.12025,6.730297,3.278972,18.82516
E14000940,3.236465,0.119593,6.317211,-0.10942,6.933998,3.329576,18.16854
E14000941,3.454392,0.02809,4.031389,-0.10979,6.355035,3.276311,17.64723
E14000942,3.421064,0.142585,5.540683,-0.11722,7.088074,3.385599,20.94707
E14000943,1.443043,0.258797,10.32563,0.103661,5.370496,2.987465,5.843094
E14000944,3.184979,0.117842,-0.364,-0.13971,5.006544,3.017989,4.433508
E14000945,3.164258,0.270587,2.863331,-0.14527,6.352629,3.296439,14.46715
E14000946,3.449203,0.066701,5.807095,-0.09825,6.637987,3.359328,21.27479
E14000947,3.064717,0.098888,7.282809,-0.10222,7.086252,3.366578,20.06918
E14000948,3.606887,0.043292,6.022505,-0.12813,5.885574,3.309636,15.02767
E14000949,3.520904,0.130925,6.169125,-0.12033,6.839498,3.451766,19.7356
E14000950,2.149078,0.186507,20.57151,0.009021,6.645495,3.153738,10.93662
E14000951,3.348628,0.071312,6.441158,-0.11458,6.688023,3.465873,18.77586
E14000952,3.356389,0.059264,5.263769,-0.1059,6.804885,3.339221,21.58869
E14000953,3.364936,0.146088,8.927716,-0.12055,7.23418,3.417461,23.75059
E14000954,3.328465,0.195362,7.659124,-0.13106,7.161796,3.326534,20.24878
E14000955,2.681661,0.213109,12.63396,-0.0428,7.003407,3.411783,20.64418
E14000956,2.890953,0.132145,10.15999,-0.07065,7.011871,3.405248,21.62261
E14000957,3.714329,0.062118,5.634919,-0.11777,5.333302,3.39323,17.80785
E14000958,1.955556,0.254411,13.93115,-0.0188,4.863196,3.037135,6.35652
E14000959,3.273316,0.051484,7.300387,-0.11015,6.351395,3.511409,22.68949
E14000960,3.33394,0.073357,6.2901,-0.11073,6.488725,3.477585,19.69171
E14000961,2.595494,0.236651,9.522333,-0.12258,6.461095,3.005149,10.37284
E14000962,1.978678,0.318775,6.160141,-0.00419,5.520359,3.062009,7.173615
E14000963,2.173564,0.237803,4.245246,-0.04258,5.807931,3.056989,8.491006
E14000964,2.988993,0.100918,10.45884,-0.12258,6.228961,2.931634,7.960346
E14000965,3.058813,0.288198,3.19573,-0.12558,6.679665,3.212826,13.9224
E14000966,2.501358,0.2319,7.328577,-0.07475,6.562125,3.204681,8.32111
E14000967,2.376307,0.438927,7.129027,-0.06328,6.20572,3.192198,5.960178
E14000968,3.402125,0.099649,5.957351,-0.10749,6.791708,3.438081,22.15358
E14000969,1.839282,0.372841,7.705874,0.028705,5.988148,3.165696,7.66171
E14000970,3.625217,0.066258,-1.8295,-0.19303,5.569014,3.078712,6.824388
E14000971,3.421253,0.061904,1.891532,-0.14339,6.205335,3.09232,9.238725
E14000972,2.710676,0.391841,5.476025,-0.08765,6.629475,3.198501,10.86712
E14000973,2.434229,0.195712,6.517052,-0.0609,6.416757,3.192741,8.774588
E14000974,2.710676,0.391841,5.476025,-0.08765,6.629475,3.198501,10.86712
E14000975,2.8712,0.278855,3.997246,-0.10913,6.722468,3.195343,13.18492
E14000976,3.262648,0.210768,5.061251,-0.14066,6.78202,3.303829,16.3498
E14000977,3.30522,0.073794,6.027334,-0.1195,6.98395,3.334049,20.14178
E14000978,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000979,1.731089,0.314518,6.483709,0.007951,5.654493,3.12421,9.387861
E14000980,3.086453,0.205911,7.575885,-0.09447,7.058618,3.304278,19.25007
E14000981,3.416456,0.027353,5.728628,-0.10316,5.56099,3.21827,14.11207
E14000982,3.184979,0.117842,-0.364,-0.13971,5.006544,3.017989,4.433508
E14000983,3.69627,0.091248,7.220486,-0.12016,7.022824,3.471538,24.21546
E14000984,3.351114,0.052709,8.587842,-0.11079,6.600171,3.495009,21.2805
E14000985,3.156581,0.232553,5.660405,-0.13417,6.732811,3.318746,16.45188
E14000986,3.138839,0.214871,4.453964,-0.13446,6.74941,3.282293,16.70853
E14000987,2.19787,0.2449,5.220348,-0.03787,6.195899,3.086327,10.83078
E14000988,3.931484,0.161387,2.621107,-0.24083,7.016756,3.213376,16.63041
E14000989,3.15384,0.170408,4.250873,-0.12851,6.757891,3.201255,15.62746
E14000990,3.358245,0.187565,5.217339,-0.12498,7.089114,3.325405,19.94943
E14000991,3.166426,0.150696,7.508785,-0.10484,7.079891,3.345265,18.71248
E14000992,3.103681,0.183294,3.580956,-0.1245,6.724405,3.194464,15.9602
E14000993,3.268715,0.098602,1.462234,-0.13968,6.232474,3.112336,9.698529
E14000994,2.862395,0.194483,8.70483,-0.06974,7.001238,3.305933,18.10177
E14000995,3.774628,0.064702,6.539456,-0.1252,6.45628,3.4076,21.07809
E14000996,3.456566,0.241585,5.027447,-0.21274,7.006439,3.219406,16.13067
E14000997,3.569457,0.043152,6.582384,-0.14156,7.012658,3.426536,20.25043
E14000998,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000999,3.435031,0.237223,5.598616,-0.21787,6.053912,3.182495,11.78861
E14001000,2.819233,0.21907,9.706072,-0.11581,6.652753,3.094728,13.03457
E14001001,2.655604,0.246761,13.28036,-0.09401,6.425676,3.140825,10.48819
E14001002,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14001003,3.014817,0.244077,6.825306,-0.16512,6.287352,2.957365,7.697621
E14001004,3.283271,0.129643,9.948543,-0.11575,7.048475,3.412345,20.95267
E14001005,3.273316,0.051484,7.300387,-0.11015,6.351395,3.511409,22.68949
E14001006,3.13234,0.09281,0.48083,-0.13231,5.216013,3.022065,4.198643
E14001007,3.086439,0.057536,8.226425,-0.09162,6.096477,3.515941,22.02755
E14001008,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14001009,3.234036,0.178673,3.487618,-0.16403,6.442973,3.211748,9.804167
E14001010,2.158817,0.237725,12.0616,-0.04903,4.958729,2.994506,6.607871
E14001011,3.037444,0.329104,3.703912,-0.13756,6.472108,3.307015,14.73432
E14001012,3.074954,0.287646,4.834902,-0.13889,6.45508,3.344326,14.60041
E14001013,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14001014,3.100201,0.055257,1.227351,-0.13126,5.079277,2.983529,3.939169
E14001015,3.240892,0.066033,5.93305,-0.10611,7.086926,3.393763,21.93031
E14001016,3.185203,0.286974,5.886852,-0.13331,6.738371,3.345298,15.75079
E14001017,2.06184,0.231149,5.169264,-0.02643,6.166987,3.07177,10.17494
E14001018,2.06184,0.231149,5.169264,-0.02643,6.166987,3.07177,10.17494
E14001019,3.309202,0.103697,5.455463,-0.11542,6.963488,3.332799,21.2224
E14001020,3.184979,0.117842,-0.364,-0.13971,5.006544,3.017989,4.433508
E14001021,3.192545,0.009952,6.670286,-0.10198,6.148491,3.503759,20.03247
E14001022,3.312967,0.067961,3.803019,-0.09254,4.567738,3.167284,11.87827
E14001023,2.848755,0.181064,11.54785,-0.07283,7.057733,3.410253,20.52312
E14001024,2.349714,0.160835,2.836008,-0.0596,6.261607,3.052985,10.7286
E14001025,3.537564,0.185836,4.433571,-0.12424,7.064138,3.393361,20.77991
E14001026,2.990064,0.086379,8.814503,-0.0988,7.047817,3.253755,17.44765
E14001027,3.278673,0.067877,6.208977,-0.09792,6.447089,3.470948,21.21994
E14001028,2.964209,0.063459,1.611648,-0.1078,6.514123,3.26167,15.85291
E14001029,3.074954,0.287646,4.834902,-0.13889,6.45508,3.344326,14.60041
E14001030,3.074954,0.287646,4.834902,-0.13889,6.45508,3.344326,14.60041
E14001031,2.728288,0.189874,13.75732,-0.07042,6.952322,3.278832,18.08361
E14001032,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14001033,1.795418,0.34788,6.62393,0.014401,5.560281,3.039387,6.665698
E14001034,3.47998,0.064611,6.339771,-0.09721,6.924843,3.388017,22.74753
E14001035,3.420582,0.058557,4.109908,-0.14134,7.05211,3.281983,19.32818
E14001036,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14001037,0.930645,0.266631,24.75555,0.318483,5.555107,3.026429,3.615478
E14001038,2.677516,0.152381,8.513002,-0.05253,6.863043,3.238528,15.33469
E14001039,1.978678,0.318775,6.160141,-0.00419,5.520359,3.062009,7.173615
E14001040,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14001041,2.806459,0.255057,11.12256,-0.05315,7.185227,3.41381,22.93058
E14001042,3.492113,0.034339,5.35576,-0.11998,6.878538,3.473042,23.58879
E14001043,2.402917,0.220518,3.445641,-0.07347,5.869288,2.971157,7.132116
E14001044,2.158817,0.237725,12.0616,-0.04903,4.958729,2.994506,6.607871
E14001045,3.627229,0.049969,6.227849,-0.09988,6.730182,3.38708,22.81539
E14001046,3.234221,0.134493,6.562309,-0.1099,7.044907,3.379822,20.6567
E14001047,3.69627,0.091248,7.220486,-0.12016,7.022824,3.471538,24.21546
E14001048,3.619992,0.070707,4.601352,-0.13376,7.119341,3.455237,23.5098
E14001049,3.154044,0.28979,2.708815,-0.14534,6.310989,3.276417,14.19436
E14001050,3.174472,0.251384,3.017846,-0.14519,6.394269,3.31646,14.73994
E14001051,3.174472,0.251384,3.017846,-0.14519,6.394269,3.31646,14.73994
E14001052,3.407322,0.115716,4.959612,-0.12214,7.059567,3.300877,20.58777
E14001053,1.318941,0.132619,15.47977,0.112642,5.280703,2.909753,4.299269
E14001054,1.625269,0.372689,8.64094,0.049331,5.457702,3.152782,7.395435
E14001055,2.650878,0.246306,13.85041,-0.02075,6.978692,3.39642,19.0845
E14001056,3.41454,0.019377,6.189358,-0.11029,6.906541,3.48319,21.13669
E14001057,1.365877,0.281531,13.67547,0.146161,5.381887,2.997083,5.375241
E14001058,3.382723,0.17738,3.907094,-0.1439,6.915887,3.264238,17.58492
E14001059,1.731089,0.314518,6.483709,0.007951,5.654493,3.12421,9.387861
E14001060,3.330464,0.155733,6.962165,-0.15838,7.112566,3.254826,20.24506
E14001061,2.951727,0.067884,1.947369,-0.0749,6.370745,3.155038,14.99672
E14001062,2.896549,0.065047,2.409745,-0.07404,6.327961,3.144391,14.57977
S14000001,1.641347,-0.01582,4.913682,-0.03016,4.521443,2.821595,1.137416
S14000002,1.550353,0.096278,6.11951,-0.02247,4.314124,2.825417,1.119344
S14000003,1.70745,0.284304,5.509458,0.021111,5.342696,2.8626,2.661084
S14000004,1.627641,0.157975,6.359228,0.004165,5.404156,2.968983,1.490548
S14000005,0.117482,0.746054,13.44657,0.367762,4.524159,2.679298,0.885223
S14000006,0.890833,0.477769,6.996849,0.146756,4.955547,2.774881,1.558973
S14000007,2.339429,-0.01475,2.633243,-0.07118,4.745167,2.784984,1.459603
S14000008,2.569905,0.23374,5.48134,-0.09757,5.630271,2.977984,3.339903
S14000009,1.943532,0.116723,0.111328,-0.05168,4.175899,2.712124,0.503653
S14000010,0.542949,0.349385,8.798645,0.202148,5.012453,2.743258,2.489331
S14000011,1.490913,0.260321,7.446964,0.048121,5.142093,2.862105,2.420566
S14000012,1.56327,0.389319,5.661676,0.045089,5.172191,2.882209,2.369847
S14000013,1.152977,0.409667,13.8101,0.122476,5.379009,2.815598,2.62362
S14000014,1.604121,0.447422,11.1539,0.061585,5.573218,2.925803,2.618756
S14000015,1.607886,0.180856,5.725775,-0.00704,4.90018,2.883371,1.614785
S14000016,1.616393,0.227247,5.473933,-0.0065,5.309232,2.930577,1.979189
S14000017,1.848352,0.240991,4.897717,-0.00015,5.169195,2.908217,1.949798
S14000018,1.497398,0.432127,5.194524,0.059499,5.128338,2.881295,2.359983
S14000019,1.484471,0.427516,4.589099,0.046803,5.213925,2.828547,2.258637
S14000020,2.371378,0.137318,3.274579,-0.09758,5.434135,2.929955,2.992731
S14000021,0.806676,0.389892,7.303175,0.15926,5.119696,2.775441,2.140632
S14000022,2.157946,0.281316,3.647689,-0.06546,5.31057,2.926741,2.791115
S14000023,1.913376,0.308762,4.237159,-0.02838,4.825648,2.885857,2.585081
S14000024,2.157946,0.281316,3.647689,-0.06546,5.31057,2.926741,2.791115
S14000025,1.995577,0.357432,3.337741,-0.05596,5.349492,2.911923,2.663409
S14000026,1.913376,0.308762,4.237159,-0.02838,4.825648,2.885857,2.585081
S14000027,0.40318,0.289459,7.606547,0.132859,3.644043,2.352356,0.167247
S14000028,1.926166,0.268742,5.111539,-0.00686,5.257416,2.885646,2.475943
S14000029,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000030,1.490913,0.260321,7.446964,0.048121,5.142093,2.862105,2.420566
S14000031,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000032,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000033,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000034,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000035,1.22832,0.265247,6.863416,0.082242,5.038958,2.852352,2.233672
S14000036,1.7479,0.154877,5.774652,-0.02257,5.480459,2.906371,3.189501
S14000037,2.824193,-0.03994,2.099397,-0.1347,4.95115,2.888573,1.582138
S14000038,0.586708,0.387835,8.650044,0.20531,5.011744,2.762709,1.876412
S14000039,2.190594,0.059292,2.597954,-0.06266,4.973128,2.926007,1.078102
S14000040,1.060854,0.409335,5.370994,0.119079,5.167871,2.815844,1.932436
S14000041,1.850926,0.273389,5.269542,-0.01975,4.938273,2.90802,2.468276
S14000042,1.982993,0.405986,4.589377,-0.00642,5.260371,2.87886,2.341846
S14000043,1.982722,0.250182,4.029332,-0.02203,5.225311,2.879737,2.357112
S14000044,2.056611,0.304654,2.812677,-0.05215,5.167926,2.893398,2.216321
S14000045,2.333362,0.279131,4.02712,-0.08696,5.521833,2.941267,2.746783
S14000046,2.940603,-0.04031,1.166503,-0.14632,5.052618,2.90749,1.802501
S14000047,1.69778,0.313079,4.920694,0.02518,5.420175,2.855866,2.789985
S14000048,0.960373,0.519874,9.07786,0.124025,4.662885,2.70064,1.625713
S14000049,1.992253,0.124422,5.616982,-0.04349,5.199939,2.892825,2.795938
S14000050,1.746835,0.303801,6.661639,-0.01132,5.586568,2.948367,2.545559
S14000051,0.545088,0.061604,4.165209,0.099231,3.356103,2.517151,0.030093
S14000052,0.919833,0.302229,6.815125,0.134978,5.030123,2.816439,2.078346
S14000053,0.586708,0.387835,8.650044,0.20531,5.011744,2.762709,1.876412
S14000054,1.964632,0.185649,5.38379,-0.02582,5.594036,2.977075,1.754318
S14000055,0.096919,0.587067,9.415991,0.347824,4.377674,2.713986,0.59134
S14000056,1.611328,0.365753,4.728374,0.038894,5.25795,2.828552,2.56932
S14000057,1.150153,0.43087,11.42113,0.134213,5.196375,2.908674,1.606153
S14000058,2.542314,0.057699,3.718737,-0.12796,5.255079,2.988131,1.311453
S14000059,1.074687,0.345118,6.289159,0.109837,5.045968,2.845025,2.269652
W07000041,1.955141,-0.03166,11.6601,0.001018,4.747563,2.824133,3.333794
W07000042,2.815553,0.221625,3.425099,-0.11466,5.99944,2.968219,6.283644
W07000043,2.879321,0.196306,2.31548,-0.12858,6.191378,3.011751,8.089864
W07000044,2.993016,0.1561,1.666645,-0.13215,6.412721,3.062403,10.64552
W07000045,1.474339,0.342927,24.38435,0.179986,6.302248,3.060696,11.59966
W07000046,1.484304,0.078468,24.04283,0.152051,6.032507,3.073669,10.42677
W07000047,1.406981,0.065748,25.2325,0.174281,6.252938,3.095637,10.16582
W07000048,1.329972,0.254954,30.33667,0.255348,6.097271,3.140597,10.05911
W07000049,1.318552,0.403765,30.25351,0.259928,6.680403,3.140337,11.15055
W07000050,2.393041,0.382819,14.08067,-0.03893,5.793529,3.20273,14.97306
W07000051,2.285126,0.484505,16.83756,-0.00454,6.743279,3.279039,14.65576
W07000052,1.684466,0.800497,28.52865,0.187851,6.509303,3.210977,8.697501
W07000053,2.642457,0.444646,13.34833,-0.09239,6.818505,3.280462,14.71113
W07000054,3.272765,0.211134,8.40267,-0.17703,7.002544,3.249771,16.24681
W07000055,2.410584,0.354895,14.56633,-0.0462,6.167938,3.28399,15.90506
W07000056,2.410584,0.354895,14.56633,-0.0462,6.167938,3.28399,15.90506
W07000057,1.277457,0.031264,24.37953,0.201098,5.443016,2.916703,4.376934
W07000058,2.314991,0.201469,12.52812,-0.07072,5.478997,2.969598,3.193691
W07000059,3.235604,0.20542,4.870157,-0.19808,5.729003,2.995964,4.720556
W07000060,2.88771,0.144091,4.844454,-0.12468,5.798242,2.95687,5.788603
W07000061,1.478267,0.404003,21.00137,0.161532,5.506999,2.997962,4.476813
W07000062,3.448028,0.238224,3.195066,-0.20904,6.209106,3.076524,7.849163
W07000063,3.115809,0.4279,6.724844,-0.16515,6.189047,3.104418,7.478089
W07000064,2.196035,0.401677,11.89336,-0.04962,5.921298,2.983841,6.074197
W07000065,2.142021,0.247368,12.52092,-0.01148,6.140535,2.915545,6.666473
W07000066,1.971199,0.195794,15.93898,0.03375,6.185055,2.985871,9.325548
W07000067,2.159914,0.440005,16.11322,0.006333,6.300612,3.045957,9.167193
W07000068,3.337152,0.386603,7.669721,-0.18424,6.434804,3.161717,8.402882
W07000069,1.561718,0.564825,28.50069,0.212783,6.449845,3.150777,9.209074
W07000070,2.060042,0.783903,22.00268,0.039123,6.604345,3.252836,9.175962
W07000071,2.777758,0.568941,14.87174,-0.12516,6.510807,3.254442,7.539777
W07000072,3.126961,0.361993,11.5222,-0.20024,6.742785,3.271961,10.07009
W07000073,1.318552,0.403765,30.25351,0.259928,6.680403,3.140337,11.15055
W07000074,1.58816,0.568609,26.61924,0.177834,6.761024,3.190898,11.88118
W07000075,1.995958,0.575039,19.67152,0.053591,6.916513,3.236505,13.31829
W07000076,2.285126,0.484505,16.83756,-0.00454,6.743279,3.279039,14.65576
W07000077,2.471099,0.414621,17.02017,-0.06266,6.802047,3.280671,11.85881
W07000078,2.043819,0.360326,17.30289,0.043684,6.581858,3.176634,13.76388
W07000079,2.229821,0.335743,14.19382,0.0008,6.708885,3.191283,14.28478
W07000080,2.393041,0.382819,14.08067,-0.03893,5.793529,3.20273,14.97306
